SampleDate,StationCode,Factor,Taxon,Algal Type,Genus,Unit Abundance,Total Cells Counted,GALD 1,Biovolume 1,Sample Type
7/19/2018,D12,450.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,389,797,0.8,0.18,Regular
7/9/2018,D16 Twitchell,375.36,cf. Chlorella sp.,Green Alga,Chlorella,6,6,2,4.19,Regular
7/9/2018,D16 Twitchell,375.36,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,314.74,Regular
7/9/2018,D16 Twitchell,375.36,cf. Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,2,42,3.7,39.78,Regular
7/9/2018,D16 Twitchell,375.36,Eucapsis microscopica,Cyanobacterium,Eucapsis,403,812,0.8,0.18,Regular
7/9/2018,D16 Twitchell,375.36,cf. Microcystis sp.,Cyanobacterium,Microcystis,3,3,4.6,50.96,Regular
7/12/2018,D41A,136.49,cf. Chlorella sp.,Green Alga,Chlorella,1,1,2.2,5.58,Regular
7/12/2018,D41A,136.49,Chroococcus minimus,Cyanobacterium,Chroococcus,1,2,2.2,5.58,Regular
7/12/2018,D41A,136.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,403,919,0.8,0.18,Regular
7/12/2018,D41,250.24,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,4.6,48.20,Regular
7/12/2018,D41,250.24,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,11.1,22.20,Regular
7/12/2018,D41,250.24,cf. Chlorella sp.,Green Alga,Chlorella,2,2,2,4.19,Regular
7/12/2018,D41,250.24,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,2,3,2.2,5.58,Regular
7/12/2018,D41,250.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,400,834,0.8,0.18,Regular
7/19/2018,D28A,281.52,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,13,275.37,Regular
7/19/2018,D28A,281.52,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,14.8,101.31,Regular
7/19/2018,D28A,281.52,cf. Chlorella sp.,Green Alga,Chlorella,4,4,2.2,5.58,Regular
7/19/2018,D28A,281.52,cf. Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,1,34,3.7,39.78,Regular
7/19/2018,D28A,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,389,779,0.8,0.18,Regular
7/19/2018,D28A,281.52,cf. Microcystis sp.,Cyanobacterium,Microcystis,10,11,5.6,73.62,Regular
7/9/2018,D26,375.36,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,22.2,954.79,Regular
7/9/2018,D26,375.36,Ulnaria sp.,Pennate Diatom,Ulnaria,5,5,11.1,137.51,Regular
7/9/2018,D26,375.36,cf. Chlorella sp.,Green Alga,Chlorella,3,3,2.4,7.24,Regular
7/9/2018,D26,375.36,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,3,13,2,4.19,Regular
7/9/2018,D26,375.36,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,1,16,3.7,39.78,Regular
7/9/2018,D26,375.36,Eucapsis microscopica,Cyanobacterium,Eucapsis,411,796,0.8,0.18,Regular
7/9/2018,D26,375.36,cf. Microcystis sp.,Cyanobacterium,Microcystis,10,10,5.3,54.36,Regular
7/12/2018,NZ325,264.96,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,10.2,430.35,Regular
7/12/2018,NZ325,264.96,Eucapsis microscopica,Cyanobacterium,Eucapsis,402,846,0.8,0.18,Regular
7/11/2018,NZS42,900.86,cf. Chlorella sp.,Green Alga,Chlorella,4,4,2,4.19,Regular
7/11/2018,NZS42,900.86,Eucapsis microscopica,Cyanobacterium,Eucapsis,463,894,0.8,0.18,Regular
7/10/2018,D10,574.96,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
7/10/2018,D10,574.96,cf. Plagioselmis sp.,Cryptophyte,Plagioselmis,1,1,11.1,567.71,Regular
7/10/2018,D10,574.96,Eucapsis microscopica,Cyanobacterium,Eucapsis,451,911,0.8,0.18,Regular
7/10/2018,EZ2,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,6.5,122.78,Regular
7/10/2018,EZ2,919.94,cf. Navicula sp.,Pennate Diatom,Navicula,1,1,31.5,1702.61,Regular
7/10/2018,EZ2,919.94,Chlorella sp.,Green Alga,Chlorella,3,3,2.5,8.18,Regular
7/10/2018,EZ2,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,653,1317,0.8,0.18,Regular
7/10/2018,EZ6,766.62,Chroococcus minutus,Cyanobacterium,Chroococcus,1,1,4.6,50.96,Regular
7/10/2018,EZ6,766.62,Eucapsis microscopica,Cyanobacterium,Eucapsis,413,832,0.8,0.18,Regular
7/10/2018,D8,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
7/10/2018,D8,919.94,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,14.8,412.96,Regular
7/10/2018,D8,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,411,834,0.8,0.18,Regular
7/19/2018,EZ2-SJR,919.94,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,11.1,43.51,Regular
7/19/2018,EZ2-SJR,919.94,Skeletonema potamos,Centric Diatom,Skeletonema,1,1,18.5,198.91,Regular
7/19/2018,EZ2-SJR,919.94,Chlorella sp.,Green Alga,Chlorella,1,1,2.8,11.49,Regular
7/19/2018,EZ2-SJR,919.94,Chroococcus minutus,Cyanobacterium,Chroococcus,1,1,5.6,91.95,Regular
7/19/2018,EZ2-SJR,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,433,880,0.8,0.18,Regular
7/12/2018,NZ002,199.99,cf. Thalassiosira sp.,Centric Diatom,Thalassiosira,1,1,13,982.22,Regular
7/12/2018,NZ002,199.99,Chlorella sp.,Green Alga,Chlorella,10,10,2.8,4.85,Regular
7/12/2018,NZ002,199.99,Eucapsis microscopica,Cyanobacterium,Eucapsis,393,791,0.8,0.18,Regular
7/12/2018,NZ004,270.57,Chlorella sp.,Green Alga,Chlorella,4,4,2.6,9.20,Regular
7/12/2018,NZ004,270.57,cf. Oocystis sp.,Green Alga,Oocystis,1,3,4.6,32.97,Regular
7/12/2018,NZ004,270.57,Eucapsis microscopica,Cyanobacterium,Eucapsis,409,825,0.8,0.18,Regular
7/11/2018,NZ032,657.10,Chlorella sp.,Green Alga,Chlorella,3,3,2.8,5.58,Regular
7/11/2018,NZ032,657.10,Eucapsis microscopica,Cyanobacterium,Eucapsis,398,806,0.8,0.18,Regular
7/11/2018,D7,328.55,cf. Chlorella sp.,Green Alga,Chlorella,3,3,2.8,8.18,Regular
7/11/2018,D7,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,412,841,0.8,0.18,Regular
7/16/2018,C9,328.55,Cyclotella meneghiniana,Centric Diatom,Cyclotella,1,1,13,982.22,Regular
7/16/2018,C9,328.55,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,13,88.99,Regular
7/16/2018,C9,328.55,Chlorella sp.,Green Alga,Chlorella,12,12,3.7,9.20,Regular
7/16/2018,C9,328.55,Monoraphidium convolutum,Green Alga,Monoraphidium,1,1,7.4,3.14,Regular
7/16/2018,C9,328.55,Chroococcus minutus,Cyanobacterium,Chroococcus,20,30,5.6,57.91,Regular
7/16/2018,C9,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,402,822,0.8,0.18,Regular
7/16/2018,C9,328.55,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,3,38,7.4,60.21,Regular
7/17/2018,C3A-Hood,209.08,cf. Cyclotella sp.,Centric Diatom,Cyclotella,3,3,5.6,105.91,Regular
7/17/2018,C3A-Hood,209.08,Encyonema silesiacum,Pennate Diatom,Encyonema,1,1,20.4,281.82,Regular
7/17/2018,C3A-Hood,209.08,Gomphonema parvulum,Pennate Diatom,Gomphonema,1,1,16.7,1025.34,Regular
7/17/2018,C3A-Hood,209.08,Staurosira construens var. binodis,Pennate Diatom,Staurosira,1,1,18.5,198.91,Regular
7/17/2018,C3A-Hood,209.08,Chlorella sp.,Green Alga,Chlorella,2,2,2.8,11.49,Regular
7/17/2018,C3A-Hood,209.08,Dolichospermum sp.,Cyanobacterium,Dolichospermum,1,1,5,39.27,Regular
7/17/2018,C3A-Hood,209.08,Dolichospermum spp.,Cyanobacterium,Dolichospermum,1,1,5,39.27,Regular
7/17/2018,C3A-Hood,209.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,394,796,0.8,0.18,Regular
7/9/2018,MD10A,287.48,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,9.3,36.81,Regular
7/9/2018,MD10A,287.48,cf. Cyclotella sp.,Centric Diatom,Cyclotella,3,3,8.2,116.90,Regular
7/9/2018,MD10A,287.48,Chlorella sp.,Green Alga,Chlorella,16,16,2.8,9.20,Regular
7/9/2018,MD10A,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,386,788,0.8,0.18,Regular
7/16/2018,C10A,459.97,Cyclotella sp.,Centric Diatom,Cyclotella,19,19,17.6,1302.56,Regular
7/16/2018,C10A,459.97,Navicula sp.,Pennate Diatom,Navicula,1,1,40.7,3299.82,Regular
7/16/2018,C10A,459.97,Nitzschia palea,Pennate Diatom,Nitzschia,4,4,29.6,146.59,Regular
7/16/2018,C10A,459.97,Skeletonema potamos,Centric Diatom,Skeletonema,9,9,16.7,155.91,Regular
7/16/2018,C10A,459.97,Chlamydomonas sp.,Green Alga,Chlamydomonas,4,4,7.4,71.24,Regular
7/16/2018,C10A,459.97,Chlorella sp.,Green Alga,Chlorella,7,7,3.7,18.82,Regular
7/16/2018,C10A,459.97,cf. Oocystis sp.,Green Alga,Oocystis,1,4,3.7,26.52,Regular
7/16/2018,C10A,459.97,Chroococcus minutus,Cyanobacterium,Chroococcus,6,7,5.6,57.91,Regular
7/16/2018,C10A,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,348,702,0.8,0.18,Regular
7/18/2018,D4,766.62,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,7.4,122.78,Regular
7/18/2018,D4,766.62,Dolichospermum sp.,Cyanobacterium,Dolichospermum,1,40,1.9,3.59,Regular
7/18/2018,D4,766.62,Eucapsis microscopica,Cyanobacterium,Eucapsis,424,864,0.8,0.18,Regular
7/9/2018,P8,459.97,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,6.5,122.78,Regular
7/9/2018,P8,459.97,Chlorella sp.,Green Alga,Chlorella,15,15,2.8,4.85,Regular
7/9/2018,P8,459.97,Cryptomonas sp.,Cryptophyte,Cryptomonas,2,2,14.8,652.12,Regular
7/9/2018,P8,459.97,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,6.5,112.82,Regular
7/9/2018,P8,459.97,Chroococcus minutus,Cyanobacterium,Chroococcus,3,3,5.6,91.95,Regular
7/9/2018,P8,459.97,Eucapsis microscopica,Cyanobacterium,Eucapsis,413,836,0.8,0.18,Regular
7/9/2018,P8,459.97,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,2,18,5.6,46.23,Regular
7/11/2018,D6,219.03,Cocconeis placentula,Pennate Diatom,Cocconeis,1,1,11.1,122.57,Regular
7/11/2018,D6,219.03,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
7/11/2018,D6,219.03,cf. Chlorella sp.,Green Alga,Chlorella,2,2,3.7,11.49,Regular
7/11/2018,D6,219.03,Eucapsis microscopica,Cyanobacterium,Eucapsis,400,812,0.8,0.18,Regular
8/2/2018,C3A-Hood,214.49,Achnanthidium sp.,Pennate Diatom,Achnanthidium,1,1,7.4,79.57,Regular
8/2/2018,C3A-Hood,214.49,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
8/2/2018,C3A-Hood,214.49,Encyonema sp.,Pennate Diatom,Encyonema,1,1,20.4,186.22,Regular
8/2/2018,C3A-Hood,214.49,Nitzschia spp.,Pennate Diatom,Nitzschia,2,2,26,269.36,Regular
8/2/2018,C3A-Hood,214.49,Ulnaria sp.,Pennate Diatom,Ulnaria,3,3,7.4,98.92,Regular
8/2/2018,C3A-Hood,214.49,cf. Chlorella sp.,Green Alga,Chlorella,7,7,2,4.19,Regular
8/2/2018,C3A-Hood,214.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,401,881,0.8,0.18,Regular
8/2/2018,C3A-Hood,214.49,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,1,8,3,2.36,Regular
8/1/2018,C10A,643.47,Cyclotella cf. meneghiniana,Centric Diatom,Cyclotella,1,1,11.1,541.91,Regular
8/1/2018,C10A,643.47,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
8/1/2018,C10A,643.47,Nitzschia spp.,Pennate Diatom,Nitzschia,2,2,26,177.97,Regular
8/1/2018,C10A,643.47,cf. Skeletonema sp.,Centric Diatom,Skeletonema,3,3,9.3,99.99,Regular
8/1/2018,C10A,643.47,Ulnaria sp.,Pennate Diatom,Ulnaria,1,1,7.4,120.42,Regular
8/1/2018,C10A,643.47,cf. Chlorella sp.,Green Alga,Chlorella,1,1,2.2,5.58,Regular
8/1/2018,C10A,643.47,Drepanochloris nannoselene,Green Alga,Drepanochloris,1,1,9.3,32.36,Regular
8/1/2018,C10A,643.47,cf. Monoraphidium sp.,Green Alga,Monoraphidium,1,1,7.4,15.50,Regular
8/1/2018,C10A,643.47,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,1,4,5.6,40.14,Regular
8/1/2018,C10A,643.47,Scenedesmus spp.,Green Alga,Scenedesmus,2,6,11.1,122.98,Regular
8/1/2018,C10A,643.47,Eucapsis microscopica,Cyanobacterium,Eucapsis,369,751,0.8,0.18,Regular
8/1/2018,C10A,643.47,cf. Microcystis sp.,Cyanobacterium,Microcystis,31,44,4.6,36.09,Regular
8/2/2018,D4,900.86,cf. Cyclotella sp.,Centric Diatom,Cyclotella,2,2,5.6,91.13,Regular
8/2/2018,D4,900.86,Eucapsis microscopica,Cyanobacterium,Eucapsis,469,905,0.8,0.18,Regular
8/1/2018,C9,450.43,cf. Chlorella sp.,Green Alga,Chlorella,5,5,3,6.37,Regular
8/1/2018,C9,450.43,Drepanochloris nannoselene,Green Alga,Drepanochloris,1,1,9.3,32.36,Regular
8/1/2018,C9,450.43,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,1,3,2.2,5.58,Regular
8/1/2018,C9,450.43,Aphanizomenon sp.,Cyanobacterium,Aphanizomenon,1,22,3.7,39.78,Regular
8/1/2018,C9,450.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,379,808,0.8,0.18,Regular
8/1/2018,C9,450.43,cf. Microcystis sp.,Cyanobacterium,Microcystis,6,8,4.6,36.09,Regular
8/6/2018,P8,563.04,cf. Ulnaria sp.,Pennate Diatom,Ulnaria,1,1,7.4,51.61,Regular
8/6/2018,P8,563.04,cf. Mucidosphaerium sp.,Green Alga,Mucidosphaerium,1,4,2.8,11.49,Regular
8/6/2018,P8,563.04,Kephyrion sp.,Chrysophyte,Kephyrion,1,1,9.3,152.71,Regular
8/6/2018,P8,563.04,Cryptomonas sp.,Cryptophyte,Cryptomonas,1,1,11.1,245.55,Regular
8/6/2018,P8,563.04,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,4.6,45.98,Regular
8/6/2018,P8,563.04,Eucapsis microscopica,Cyanobacterium,Eucapsis,416,812,0.8,0.18,Regular
8/6/2018,P8,563.04,cf. Microcystis sp.,Cyanobacterium,Microcystis,1,1,4.6,50.96,Regular
8/9/2018,NZ325,321.74,Eucapsis microscopica,Cyanobacterium,Eucapsis,410,902,0.8,0.18,Regular
8/8/2018,NZS42,900.86,Entomoneis sp.,Pennate Diatom,Entomoneis,2,2,33.3,3773.98,Regular
8/8/2018,NZS42,900.86,Eucapsis microscopica,Cyanobacterium,Eucapsis,606,1183,0.8,0.18,Regular
8/3/2018,D28A,250.24,Cocconeis sp.,Pennate Diatom,Cocconeis,1,1,18.5,528.89,Regular
8/3/2018,D28A,250.24,cf. Chlorella sp.,Green Alga,Chlorella,12,12,2,4.19,Regular
8/3/2018,D28A,250.24,Lagerheimia genevensis,Green Alga,Lagerheimia,3,3,5.6,40.14,Regular
8/3/2018,D28A,250.24,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,7.4,186.37,Regular
8/3/2018,D28A,250.24,Eucapsis microscopica,Cyanobacterium,Eucapsis,391,787,0.8,0.18,Regular
8/3/2018,D28A,250.24,Microcystis sp.,Cyanobacterium,Microcystis,7,7,4.5,47.71,Regular
8/6/2018,D26,409.48,Aulacoseira sp. ,Centric Diatom,Aulacoseira,15,15,30,6809.40,Regular
8/6/2018,D26,409.48,cf. Cyclotella spp.,Centric Diatom,Cyclotella,2,2,6.5,122.78,Regular
8/6/2018,D26,409.48,Nitzschia spp.,Pennate Diatom,Nitzschia,2,2,11.1,27.75,Regular
8/6/2018,D26,409.48,Ulnaria sp.,Pennate Diatom,Ulnaria,1,1,9.3,81.08,Regular
8/6/2018,D26,409.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,393,796,0.8,0.18,Regular
8/6/2018,D26,409.48,cf. Microcystis sp.,Cyanobacterium,Microcystis,2,3,3.7,26.52,Regular
8/7/2018,EZ6,750.72,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,113.30,Regular
8/7/2018,EZ6,750.72,cf. Chlorella sp.,Green Alga,Chlorella,2,2,2.2,5.58,Regular
8/7/2018,EZ6,750.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,416,849,0.8,0.18,Regular
8/7/2018,EZ6,750.72,cf. Microcystis sp.,Cyanobacterium,Microcystis,1,1,3.7,26.52,Regular
8/7/2018,EZ2,900.86,Cyclotella meneghiniana,Centric Diatom,Cyclotella,1,1,13,743.30,Regular
8/7/2018,EZ2,900.86,cf. Chlorella sp.,Green Alga,Chlorella,1,1,2.2,5.58,Regular
8/7/2018,EZ2,900.86,Eucapsis microscopica,Cyanobacterium,Eucapsis,398,814,0.8,0.18,Regular
8/9/2018,D41,225.21,Nitzschia sp.,Pennate Diatom,Nitzschia,1,1,24,164.28,Regular
8/9/2018,D41,225.21,Eucapsis microscopica,Cyanobacterium,Eucapsis,417,841,0.8,0.18,Regular
8/9/2018,D41A,281.52,cf. Kephyrion sp.,Chrysophyte,Kephyrion,1,1,5.6,40.14,Regular
8/9/2018,D41A,281.52,Eucapsis microscopica,Cyanobacterium,Eucapsis,436,879,0.8,0.18,Regular
8/6/2018,MD10A,563.04,Aulacoseira sp. ,Centric Diatom,Aulacoseira,5,5,35,3326.16,Regular
8/6/2018,MD10A,563.04,Drepanochloris nannoselene,Green Alga,Drepanochloris,1,1,7.4,26.39,Regular
8/6/2018,MD10A,563.04,Scenedesmus sp.,Green Alga,Scenedesmus,2,6,7.4,28.25,Regular
8/6/2018,MD10A,563.04,Chroococcus minimus,Cyanobacterium,Chroococcus,2,12,2,4.19,Regular
8/6/2018,MD10A,563.04,Eucapsis microscopica,Cyanobacterium,Eucapsis,414,835,0.8,0.18,Regular
8/2/2018,NZ068,321.74,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,11.1,541.91,Regular
8/2/2018,NZ068,321.74,cf. Chlorella sp.,Green Alga,Chlorella,8,8,2,4.19,Regular
8/2/2018,NZ068,321.74,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,7.4,172.03,Regular
8/2/2018,NZ068,321.74,Eucapsis microscopica,Cyanobacterium,Eucapsis,428,921,0.8,0.18,Regular
8/8/2018,D7,750.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,450,887,0.8,0.18,Regular
8/3/2018,D12,919.94,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,4.6,61.49,Regular
8/3/2018,D12,919.94,Chlorella sp.,Green Alga,Chlorella,2,2,2.8,7.24,Regular
8/3/2018,D12,919.94,Chroococcus minutus,Cyanobacterium,Chroococcus,2,3,4.6,50.96,Regular
8/3/2018,D12,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,434,891,0.8,0.18,Regular
8/6/2018,D16-Twitchell,511.08,Chlorella sp.,Green Alga,Chlorella,11,11,1.9,3.59,Regular
8/6/2018,D16-Twitchell,511.08,Chroococcus minutus,Cyanobacterium,Chroococcus,1,2,3.7,26.52,Regular
8/6/2018,D16-Twitchell,511.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,393,801,0.8,0.18,Regular
8/3/2018,D19,287.48,Cocconeis placentula,Pennate Diatom,Cocconeis,2,2,20.4,474.48,Regular
8/3/2018,D19,287.48,Skeletonema potamos,Centric Diatom,Skeletonema,1,1,9.3,99.99,Regular
8/3/2018,D19,287.48,Chlorella sp.,Green Alga,Chlorella,10,10,2.8,7.24,Regular
8/3/2018,D19,287.48,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,1,1,9.3,337.38,Regular
8/3/2018,D19,287.48,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,6.5,112.82,Regular
8/3/2018,D19,287.48,Chroococcus minutus,Cyanobacterium,Chroococcus,7,10,5.6,57.91,Regular
8/3/2018,D19,287.48,Eucapsis microscopica,Cyanobacterium,Eucapsis,397,804,0.8,0.18,Regular
8/3/2018,D19,287.48,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,1,5,3.7,7.94,Regular
8/2/2018,D22,766.62,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,3.7,39.78,Regular
8/2/2018,D22,766.62,Chlorella sp.,Green Alga,Chlorella,4,4,2.8,7.24,Regular
8/2/2018,D22,766.62,Monoraphidium tortile,Green Alga,Monoraphidium,1,1,11.1,20.98,Regular
8/2/2018,D22,766.62,Plagioselmis prolonga,Cryptophyte,Plagioselmis,1,1,5.6,76.35,Regular
8/2/2018,D22,766.62,Eucapsis microscopica,Cyanobacterium,Eucapsis,442,889,0.8,0.18,Regular
8/8/2018,D6,191.65,Chlorella sp.,Green Alga,Chlorella,2,2,3.7,18.82,Regular
8/8/2018,D6,191.65,Eucapsis microscopica,Cyanobacterium,Eucapsis,407,821,0.8,0.18,Regular
8/7/2018,D8,919.94,Eucapsis microscopica,Cyanobacterium,Eucapsis,414,844,0.8,0.18,Regular
8/7/2018,D10,511.08,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
8/7/2018,D10,511.08,Eucapsis microscopica,Cyanobacterium,Eucapsis,422,853,0.8,0.18,Regular
8/3/2018,EZ2-SJR,657.10,cf. Cyclotella sp.,Centric Diatom,Cyclotella,3,3,7.4,122.78,Regular
8/3/2018,EZ2-SJR,657.10,Chroococcus minutus,Cyanobacterium,Chroococcus,5,7,5.6,73.62,Regular
8/3/2018,EZ2-SJR,657.10,Eucapsis microscopica,Cyanobacterium,Eucapsis,397,799,0.8,0.18,Regular
8/9/2018,NZ002,270.57,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,7.4,159.13,Regular
8/9/2018,NZ002,270.57,Chlorella sp.,Green Alga,Chlorella,1,1,1.9,3.59,Regular
8/9/2018,NZ002,270.57,Eucapsis microscopica,Cyanobacterium,Eucapsis,415,838,0.8,0.18,Regular
8/9/2018,NZ004,328.55,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
8/9/2018,NZ004,328.55,Staurosira construens var. venter,Pennate Diatom,Staurosira,1,1,11.1,180.64,Regular
8/9/2018,NZ004,328.55,Eucapsis microscopica,Cyanobacterium,Eucapsis,418,843,0.8,0.18,Regular
8/8/2018,NZ032,1533.23,cf. Cyclotella sp.,Centric Diatom,Cyclotella,1,1,5.6,91.13,Regular
8/8/2018,NZ032,1533.23,Eucapsis microscopica,Cyanobacterium,Eucapsis,407,829,0.8,0.18,Regular
9/21/2018,C10A,750.72,Aulacoseira sp. ,Centric Diatom,Aulacoseira,1,1,11.1,273.39,Regular
9/21/2018,C10A,750.72,Cyclotella spp.,Centric Diatom,Cyclotella,17,17,15,853.36,Regular
9/21/2018,C10A,750.72,Navicula spp.,Pennate Diatom,Navicula,2,2,22.2,722.54,Regular
9/21/2018,C10A,750.72,Navicula spp.,Pennate Diatom,Navicula,2,2,22.2,477.39,Regular
9/21/2018,C10A,750.72,Nitzschia spp.,Pennate Diatom,Nitzschia,2,2,9.3,18.60,Regular
9/21/2018,C10A,750.72,Skeletonema sp.,Centric Diatom,Skeletonema,4,4,16.7,179.56,Regular
9/21/2018,C10A,750.72,Surirella sp.,Pennate Diatom,Surirella,1,1,55.6,6798.25,Regular
9/21/2018,C10A,750.72,Ulnaria sp. ,Pennate Diatom,Ulnaria,1,1,5.6,60.21,Regular
9/21/2018,C10A,750.72,Lagerheimia genevensis,Green Alga,Lagerheimia,1,1,5.6,40.14,Regular
9/21/2018,C10A,750.72,Scenedesmus sp.,Green Alga,Scenedesmus,1,4,9.3,38.18,Regular
9/21/2018,C10A,750.72,Pseudokephyrion sp.,Chrysophyte,Pseudokephyrion,1,1,3.7,26.52,Regular
9/21/2018,C10A,750.72,Plagioselmis lacustris,Cryptophyte,Plagioselmis,2,2,9.3,337.38,Regular
9/21/2018,C10A,750.72,Eucapsis microscopica,Cyanobacterium,Eucapsis,387,752,0.8,0.18,Regular
9/21/2018,C10A,750.72,Microcystis sp.,Cyanobacterium,Microcystis,1,1,3.7,26.52,Regular
9/21/2018,C10A,750.72,Romeria simplex,Cyanobacterium,Romeria,2,7,3.7,5.70,Regular
