Observation ID,Location ID,Observed Property ID,Observed DateTime,Analyzed DateTime,Depth,Depth Unit,Data Classification,Result Value,Result Unit,Source of Rounded Value,Rounded Value,Rounding Specification,Result Status,Result Grade,Medium,Activity ID,Activity Name,Collection Method,Field: Device ID,Field: Device Type,Field: Comment,Lab: Specimen Name,Lab: Analysis Method,Lab: Detection Condition,Lab: Limit Type,Lab: MDL,Lab: MRL,Lab: Quality Flag,Lab: Received DateTime,Lab: Prepared DateTime,Lab: Sample Fraction,Lab: From Laboratory,Lab: Sample ID,Lab: Dilution Factor,Lab: Comment,QC: Type,QC: Source Sample ID,Standards Violations,Specimen: Taxonomy Element,CAS Number,Latitude,Longitude,Elevation,Elevation Unit,Country,State,County,Location Type,Field Visit Start Date,Validation Warnings,Location Group,EA_Current Name,EA_Field Quality Flag,EA_Filter Container ID,EA_Modified Method,EA_Parent Sample ID,EA_Profile Type,EA_Project Type,EA_Reports To,EA_Sampling Depth
00374e46-638b-44e5-80e2-d21d2dd55bb1,D19,Volatile Suspended Solids,2025-08-28 09:05:00.000[PST],2025-09-03 15:45:00.000[PST],35.5,ft,LAB,,mg/L,,,,Reviewed,Good,Water,e1fb6109-61c3-49bc-9213-98c165156908,E0825B2825,,,,,Lab Data,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NOT_DETECTED,,,2.5,,2025-08-29 11:00:00.000[PST],,,Bryte,,1,,REPLICATE,04350cf6-e686-41d2-bf28-cbf3e110d904,,,,38.047662,-121.622335,,,,,,Bay,8/28/2025,,Central Delta,,,,FALSE,E0825B2823,,Routine Monitoring,MRL,3
003aafbc-c026-457b-964f-2c9bcd2f785d,D4,(Bottom) pH,2025-06-18 09:40:00.000[PST],1950-01-01 12:00:00.000[PST],36.8,ft,FIELD,7.71,unitless,,,,Preliminary,Unknown,Water,82514662-7265-46a2-a2c9-09312b182cb7,E0625B2217,,EMP-5,YSI EXO2 Sonde,Passed through LSZ2 during tow.,Field Data,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,,,,,,,,,,,,,,,,,,38.065164,-121.83486,,,,,,River,6/18/2025,,Confluence,,,,FALSE,,Discrete,Routine Monitoring,MRL,30.8
004dce1d-caac-4632-8e8c-062fa21034a8,D10,Dissolved Organic Nitrogen,2025-01-10 15:30:00.000[PST],2025-01-22 11:00:00.000[PST],42,ft,LAB,0.24,mg/L,,,,Reviewed,Good,Water,85d86631-2047-48a7-803b-d3af5a2cffdc,E0125B0169,,,,,Lab Data,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,,,,0.1,,2025-01-13 11:30:00.000[PST],,,Bryte,,1,,REPLICATE,52a8d8c1-c1a0-4878-850f-af97f42874c3,,,,38.048364,-121.918587,,,,,,River,1/10/2025,,Confluence,,,,FALSE,E0125B0168,,Routine Monitoring,MRL,3
00573a4e-b42c-4525-bada-d257ed66cfa8,NZS42,(Bottom) Water Temperature,2025-02-11 14:10:00.000[PST],1950-01-01 12:00:00.000[PST],21.4,ft,FIELD,10.31,degC,,,,Preliminary,Unknown,Water,c5e6f592-254f-4c9e-a5ef-ec4e5fd1af9b,E0225B0421,,EMP-1,YSI EXO2 Sonde,,Field Data,EPA 170.1;Temperature by Thermometer;EPA Methods,,,,,,,,,,,,,,,,,,38.1808,-122.049008,,,,,,Slough,2/11/2025,,Suisun Marsh,,,,FALSE,,Discrete,Routine Monitoring,MRL,15.4
006acfb5-2370-40c9-96f8-028d289c7f04,LSZ6,Total Organic Carbon,2025-03-10 13:40:00.000[PST],2025-03-28 23:50:00.000[PST],41.1,ft,LAB,2.3,mg/L,,,,Preliminary,Unknown,Water,5ba3e271-f727-4f76-a67b-8db555b84109,E0325B0551,,,,,Lab Data,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,,,,0.5,,2025-03-11 12:45:00.000[PST],,,Bryte,,1,QC25032908,,,,,,,,,,,,,,3/10/2025,,Low Salinity Zone,,,,FALSE,,,Routine Monitoring,MRL,3
006ea1b9-6dc9-48ca-8631-81bc41be5905,D6,Dissolved Chloride,2025-08-18 11:50:00.000[PST],2025-08-27 18:45:00.000[PST],52.5,ft,LAB,7710,mg/L,,,,Reviewed,Flagged,Water,4618703f-5245-4ead-9953-7da7f18577aa,E0825B3023,,,,,Lab Data,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,,,,500,R4,2025-08-19 10:45:00.000[PST],,,Bryte,,500,,,,,,,38.046308,-122.121838,,,,,,Bay,8/18/2025,A quality flag was present for this result,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
006f6480-e983-4231-b90d-1b86b7abc182,D22,(Bottom) Water Temperature,2025-10-14 12:45:00.000[PST],1950-01-01 12:00:00.000[PST],32.9,ft,FIELD,18.1,degC,,,,Preliminary,Unknown,Water,7fd33c29-5bab-47e9-9ec2-0dc90f5fdc60,E1025B3388,,EMP-6,YSI EXO2 Sonde,,Field Data,EPA 170.1;Temperature by Thermometer;EPA Methods,,,,,,,,,,,,,,,,,,38.08709,-121.747399,,,,,,River,10/14/2025,,Confluence,,,,FALSE,,Discrete,Routine Monitoring,MRL,26.9
006f64af-da8b-4a3c-a209-c098dbe9a4cf,D19,Dissolved Orthophosphate,2025-08-28 09:05:00.000[PST],2025-09-04 11:45:00.000[PST],35.5,ft,LAB,0.059,mg/L,,,,Preliminary,Unknown,Water,04350cf6-e686-41d2-bf28-cbf3e110d904,E0825B2823,,,,,Lab Data,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,,,,0.05,,2025-08-29 11:00:00.000[PST],,,Bryte,,1,,,,,,,38.047662,-121.622335,,,,,,Bay,8/28/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,3
007411d5-5d4d-4935-b66f-fce6c09e59f8,D22,Dissolved Calcium,2025-05-22 12:30:00.000[PST],2025-07-22 10:00:00.000[PST],29.2,ft,LAB,10.6,mg/L,,,,Preliminary,Unknown,Water,3bbe6b83-d371-4098-a91b-d36c5698148a,E0525B1949,,,,,Lab Data,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,,,,1,,2025-05-23 13:30:00.000[PST],,,Bryte,,1,,,,,,,38.08709,-121.747399,,,,,,River,5/22/2025,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
007844e3-25d5-4992-b2b0-90dff7fd39b0,D19,Churn Bucket ID,2025-07-15 08:10:00.000[PST],1950-01-01 12:00:00.000[PST],36.5,ft,LAB,10,,,,,Preliminary,Unknown,Water,72808be1-0dd5-42d5-8f49-b9af005b8c11,E0725B2580,,,,,Lab Data,,,,,,,,,,,,,,,,,,,38.047662,-121.622335,,,,,,Bay,7/15/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,
007be65f-4a4c-4778-8170-a0da4d7b1ae3,D7,Dissolved Nitrate + Nitrite,2025-06-19 08:00:00.000[PST],2025-07-09 11:25:00.000[PST],8.6,ft,LAB,0.24,mg/L,,,,Preliminary,Unknown,Water,a978eefa-ea0f-4560-821a-d0f5471e7237,E0625B2254,,,,,Lab Data,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",,,,0.05,,2025-06-20 11:10:00.000[PST],,,Bryte,,1,,,,,,,38.116854,-122.039512,,,,,,Bay,6/19/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
007cf2b6-7274-42e1-82a9-17a4f3bfdb29,D7,Chlorophyll a,2025-12-16 10:35:00.000[PST],2025-12-30 13:40:00.000[PST],10.1,ft,LAB,0.92,ug/L,,,,Preliminary,Unknown,Water,53c49b34-0014-49fa-af1d-b0507e2951f6,E1225B3888,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,,,,0.5,,2025-12-17 10:20:00.000[PST],,,Bryte,,1,,,,,,,38.116854,-122.039512,,,,,,Bay,12/16/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
008c0f28-2d81-4916-bf1b-2c6a6bfb562d,D8,(Bottom) Dissolved Oxygen % Saturation,2025-02-10 13:45:00.000[PST],1950-01-01 12:00:00.000[PST],50.9,ft,FIELD,87.3,% Saturation,,,,Preliminary,Unknown,Water,1882ec68-7de6-4b47-a198-8bb0618375f6,E0225B0382,,EMP-1,YSI EXO2 Sonde,,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,38.059971,-121.992062,,,,,,Bay,2/10/2025,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,44.9
008ec9c8-82fa-4531-a3c6-96194fcca43d,D4,Dissolved Calcium,2025-12-12 11:00:00.000[PST],2026-01-14 09:45:00.000[PST],40.4,ft,LAB,70.2,mg/L,,,,Reviewed,Flagged,Water,f9a590ca-51ab-42a5-a9a5-5034a40e36b9,E1225B3792,,,,,Lab Data,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,,,,5,R4,2025-12-15 11:50:00.000[PST],,,Bryte,,5,,REPLICATE,85a3c49e-9452-4f65-b75d-a1eca375afb0,,,,38.065164,-121.83486,,,,,,River,12/12/2025,A quality flag was present for this result,Confluence,,,,FALSE,E1225B3789,,Routine Monitoring,MRL,3
009b9396-0cc3-4d69-8115-8419b181d18a,D19,Dissolved Bromide,2025-01-07 11:55:00.000[PST],2025-01-09 06:40:00.000[PST],34.5,ft,LAB,,mg/L,,,,Preliminary,Unknown,Water,d6df2f78-b116-41da-ab52-01c610335d4f,E0125B0036,,,,,Lab Data,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NOT_DETECTED,,,0.1,,2025-01-08 10:10:00.000[PST],,,Bryte,,1,,,,,,,38.047662,-121.622335,,,,,,Bay,1/7/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,3
00a07830-24ab-41b2-9d9b-93a09a899047,D19,Dissolved Organic Carbon,2025-03-05 09:55:00.000[PST],2025-03-27 23:40:00.000[PST],13.8,ft,LAB,2.6,mg/L,,,,Reviewed,Good,Water,27949e6a-a294-4b0a-bb00-3c6d6f5562d3,E0325B0483,,,,,Lab Data,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,,,,0.5,,2025-03-06 14:20:00.000[PST],,,Bryte,,,QC25032904,REPLICATE,c388db6d-247f-4e9f-9060-0b98d17c2f9c,,,,38.047662,-121.622335,,,,,,Bay,3/5/2025,,Central Delta,,,,FALSE,E0325B0481,,Routine Monitoring,MRL,3
00a5b93a-a8aa-4684-b291-1a9831cdb1c4,D19,Wave Scale,2025-09-11 08:35:00.000[PST],1950-01-01 12:00:00.000[PST],28.3,ft,FIELD,1,,,,,Preliminary,Unknown,Water,83c1c860-d2e5-43fe-aac5-854b314b8e05,E0925B3145,,,,,Field Data,,,,,,,,,,,,,,,,,,,38.047662,-121.622335,,,,,,Bay,9/11/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,
00a6c623-47b6-4338-8a9c-30a45e3093a5,D41,Dissolved Orthophosphate,2025-06-23 13:35:00.000[PST],2025-07-09 12:20:00.000[PST],36.8,ft,LAB,0.104,mg/L,,,,Preliminary,Unknown,Water,f8f02f8c-11c1-4659-ba64-eaac1ffe22c5,E0625B2347,,,,,Lab Data,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,,,,0.05,,2025-06-24 12:00:00.000[PST],,,Bryte,,1,,,,,,,38.030135,-122.372771,,,,,,Bay,6/23/2025,,San Pablo Bay,,,,FALSE,,,Routine Monitoring,MRL,3
00ad7594-86ca-4eca-9d02-ee1922dbb38c,D7,Chlorophyll Fluorescence RFU,2025-07-21 12:25:00.000[PST],1950-01-01 12:00:00.000[PST],9.2,ft,FIELD,0.69,RFU,,,,Preliminary,Unknown,Water,267d71ac-8410-42b2-a3bb-1139252f6ad2,E0725B2720,,EMP-1,YSI EXO2 Sonde,"Microcystis not visible on the surface, but seen in the zooplankton tow",Field Data,,,,,,,,,,,,,,,,,,,38.116854,-122.039512,,,,,,Bay,7/21/2025,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
00b5ba55-1ac6-409a-b24f-dab007e46797,LSZ2,(Bottom) Chlorophyll Fluorescence RFU,2025-04-22 12:15:00.000[PST],1950-01-01 12:00:00.000[PST],46.2,ft,FIELD,1.13,RFU,,,,Preliminary,Unknown,Water,dad7571c-c5a6-4cea-81b3-1edc713a1d97,E0425B1638,,EMP-1,YSI EXO2 Sonde,passed through during EZ6 tow; no tow,Field Data,,,,,,,,,,,,,,,,,,,,,,,,,,,4/22/2025,,Low Salinity Zone,,,,FALSE,,Discrete,Routine Monitoring,MRL,40.2
00b5f920-8cae-4ab7-ac3c-6247db4a1c4f,LSZ6,Dissolved Organic Nitrogen,2025-09-15 11:30:00.000[PST],2025-09-24 12:00:00.000[PST],36.8,ft,LAB,0.14,mg/L,,,,Preliminary,Unknown,Water,4e80fe6c-cabe-4613-9a1d-ac6486f72675,E0925B3215,,,,,Lab Data,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,,,,0.1,,2025-09-16 12:30:00.000[PST],,,Bryte,,1,,,,,,,,,,,,,,,9/15/2025,,Low Salinity Zone,,,,FALSE,,,Routine Monitoring,MRL,3
00b60794-3b6f-4963-b49e-2af0dbdc8381,D26,MVI,2025-02-06 11:00:00.000[PST],1950-01-01 12:00:00.000[PST],47,ft,FIELD,1,,,,,Preliminary,Unknown,Water,397faf5c-4f5b-4fa0-9f8a-dae01aa74c59,E0225B0297,,,,,Field Data,,,,,,,,,,,,,,,,,,,38.083861,-121.573184,,,,,,River,2/6/2025,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,0
00b7c309-56e4-42e0-a4aa-386b4d02e2df,D8,Wind Velocity,2025-01-10 12:50:00.000[PST],1950-01-01 12:00:00.000[PST],48.9,ft,FIELD,2.5,mph,,,,Preliminary,Unknown,Water,2fa966df-1c1f-4742-8d02-9a4aa787b217,E0125B0167,,,,,Field Data,,,,,,,,,,,,,,,,,,,38.059971,-121.992062,,,,,,Bay,1/10/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,
00b8fe4e-4094-4e56-a69f-7ea3b3fa8015,D6,Pheophytin a,2025-04-22 09:55:00.000[PST],2025-05-07 14:55:00.000[PST],55.4,ft,LAB,,ug/L,,,,Preliminary,Unknown,Water,22efae6b-6803-4473-9a0a-3fa5b3423e55,E0425B1685,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-04-23 10:40:00.000[PST],,,Bryte,,1,,,,,,,38.046308,-122.121838,,,,,,Bay,4/22/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
00b9c712-061f-4bdf-a6c7-b8713855fb5c,D7,Total Suspended Solids,2025-01-13 12:55:00.000[PST],2025-01-16 14:55:00.000[PST],10.5,ft,LAB,105,mg/L,,,,Preliminary,Unknown,Water,3043e824-a381-4f09-a896-795f1459daf7,E0125B0211,,,,,Lab Data,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,,,,2.5,,2025-01-14 15:05:00.000[PST],,,Bryte,,1,,,,,,,38.116854,-122.039512,,,,,,Bay,1/13/2025,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,3
00c64371-957a-4ce7-9c06-09e9dcc632d1,NZ032,Dissolved Oxygen mg/L,2025-10-16 13:55:00.000[PST],1950-01-01 12:00:00.000[PST],29.6,ft,FIELD,7.53,mg/L,,,,Preliminary,Unknown,Water,e77f5038-3617-4498-a158-e961a3989b55,E1025B3488,,EMP-6,YSI EXO2 Sonde,,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,38.171063,-122.020467,,,,,,Slough,10/16/2025,,Suisun Marsh,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
00d1f105-12a3-4043-bad9-57f40143e83c,NZ032,Dissolved Ammonia,2025-05-23 13:30:00.000[PST],2025-06-13 13:25:00.000[PST],26.3,ft,LAB,0.071,mg/L,,,,Preliminary,Unknown,Water,33e51523-4ce4-4e0c-bdaf-6845f2e79154,E0525B1972,,,,,Lab Data,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,,,,0.05,,2025-05-27 14:30:00.000[PST],,,Bryte,,1,,,,,,,38.171063,-122.020467,,,,,,Slough,5/23/2025,,Suisun Marsh,,,,FALSE,,,Routine Monitoring,MRL,3
00d97898-c84e-4b10-9912-e056234a9e21,LSZ6,(Bottom) Chlorophyll Fluorescence RFU,2025-07-18 10:30:00.000[PST],1950-01-01 12:00:00.000[PST],49.3,ft,FIELD,0.55,RFU,,,,Preliminary,Unknown,Water,501e2e51-342c-417f-852a-78d95e8f14c0,E0725B2650,,EMP-1,YSI EXO2 Sonde,lots of green algae in mysid tow,Field Data,,,,,,,,,,,,,,,,,,,,,,,,,,,7/18/2025,,Low Salinity Zone,,,,FALSE,,Discrete,Routine Monitoring,MRL,43.3
00da8114-7d27-4fb4-a479-38ade95a3c2f,D41A,Volatile Suspended Solids,2025-10-20 11:00:00.000[PST],2025-10-24 14:40:00.000[PST],11.9,ft,LAB,4.3,mg/L,,,,Reviewed,Flagged,Water,22a87b27-315b-4090-a0b8-9cf75cb4d00b,E1025B3533,,,,,Lab Data,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,,,,2.5,Q2,2025-10-21 11:10:00.000[PST],,,Bryte,,1,,REPLICATE,cc7ec436-f4cd-4a06-973f-d43949387027,,,,38.083333,-122.396333,,,,,,Bay,10/20/2025,A quality flag was present for this result,San Pablo Bay,,,,FALSE,E1025B3531,,Routine Monitoring,MRL,3
00df50e1-f769-4cf8-90fc-3f6fd0262584,D26,Chlorophyll Fluorescence RFU,2025-04-04 08:30:00.000[PST],1950-01-01 12:00:00.000[PST],29.2,ft,FIELD,0.2,RFU,,,,Preliminary,Unknown,Water,e7f6afa5-4b4b-430f-904c-01d9042d7b6b,E0425B1460,,EMP-5,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.083861,-121.573184,,,,,,River,4/4/2025,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
00df6875-f01d-45e7-a809-fe3264577ae2,D41A,(Bottom) Chlorophyll Fluorescence RFU,2025-02-12 11:25:00.000[PST],1950-01-01 12:00:00.000[PST],13.2,ft,FIELD,0.74,RFU,,,,Preliminary,Unknown,Water,db0cefea-68bf-4936-8571-e6d1fe992ed2,E0225B0465,,EMP-1,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.083333,-122.396333,,,,,,Bay,2/12/2025,,San Pablo Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,7.2
00e357a9-8bda-4446-9848-1a4ec7a527e5,Equipment Blank,Pheophytin a,2025-05-09 15:50:00.000[PST],2025-05-22 09:50:00.000[PST],,,LAB,,ug/L,,,,Reviewed,Good,Water,5d9e525a-6d7e-4fc4-bbaf-8e034f3a4592,E0525B1989,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2025-05-12 10:55:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,5/9/2025,,,,,,FALSE,,,Routine Monitoring,MRL,3
