DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Dissolved Nitrate + Nitrite,NO3+NO2,0.063,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Dissolved Organic Carbon,7440-44-0,3.8,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Total Organic Carbon,7440-44-0,3.7,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Dissolved Organic Nitrogen,ON,0.25,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Dissolved ortho-Phosphate,14265-44-2,0.114,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0543,12/1/2020 12:42,Pheophytin a,0,2.12,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES1220B0538,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Pheophytin a,0,1.12,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Total Phosphorus,7723-14-0,0.13,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Dissolved Silica (SiO2),14808-60-7,12.3,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Total Dissolved Solids,0,168,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Total Suspended Solids,0,18.3,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Volatile Suspended Solids,0,3,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Total Kjeldahl Nitrogen,TKN,0.5,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Field Specific Conductance,0,302,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES1220B0538,12/1/2020 12:42,Field Water Temperature,0,10.2,,°C,EPA 170.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Calcium,7440-70-2,25.5,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Chloride,16887-00-6,26.95,5,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Chlorophyll a,479-61-8,3.2,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0041,4/27/2021 12:02,Chlorophyll a,479-61-8,3.28,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0421B0036,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Nitrate + Nitrite,NO3+NO2,0.18,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Organic Carbon,7440-44-0,4.2,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Total Organic Carbon,7440-44-0,4.2,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Organic Nitrogen,ON,0.39,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved ortho-Phosphate,14265-44-2,0.285,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Pheophytin a,0,2.47,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0041,4/27/2021 12:02,Pheophytin a,0,2.64,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0421B0036,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Total Phosphorus,7723-14-0,0.291,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Dissolved Silica (SiO2),14808-60-7,10.1,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Total Dissolved Solids,0,306,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Total Suspended Solids,0,22,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Volatile Suspended Solids,0,3,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Total Kjeldahl Nitrogen,TKN,0.401,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Field Specific Conductance,0,480,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0421B0036,4/27/2021 12:02,Field Water Temperature,0,17.6,0.1,°C,EPA 170.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Calcium,7440-70-2,31.4,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Chloride,16887-00-6,41.6,10,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Chlorophyll a,479-61-8,2.62,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0066,5/11/2021 12:26,Chlorophyll a,479-61-8,2.82,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0521B0061,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Nitrate + Nitrite,NO3+NO2,0.384,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Organic Carbon,7440-44-0,5.5,0.5,mg/L as C,EPA 415.3 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Total Organic Carbon,7440-44-0,5.7,0.5,mg/L as C,EPA 415.3 (T) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Organic Nitrogen,ON,0.62,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved ortho-Phosphate,14265-44-2,0.429,0.05,mg/L as P,EPA 365.1 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Pheophytin a,0,1.9,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0066,5/11/2021 12:26,Pheophytin a,0,1.81,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0521B0061,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Total Phosphorus,7723-14-0,0.471,0.01,mg/L as P,EPA 365.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Dissolved Silica (SiO2),14808-60-7,12,0.1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Total Dissolved Solids,0,439,2.5,mg/L,Std Method 2540 C [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Total Suspended Solids,0,19.6,2.5,mg/L,EPA 160.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Volatile Suspended Solids,0,3.3,2.5,mg/L,EPA 160.4 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Total Kjeldahl Nitrogen,TKN,0.63,0.1,mg/L as N,EPA 351.2 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Field Specific Conductance,0,762,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0061,5/11/2021 12:26,Field Water Temperature,0,22.2,0.1,°C,EPA 170.1 (Field) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,-
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Calcium,7440-70-2,15.3,1,mg/L,EPA 200.7 (D) [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Chloride,16887-00-6,16.9,1,mg/L,EPA 300.0 [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0074,5/25/2021 12:52,Chlorophyll a,479-61-8,5.17,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural","Replicate, Specific Analyte(s)",ES0521B0069,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Chlorophyll a,479-61-8,4.46,0.5,ug/L,Std Method 10200 H [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
330,"1000 - Non-Public, Review Status Unknown",Yolo Bypass Toe Drain Below Lisbon Weir,Toe Drain YB LISBON,B9D82851352,ES0521B0069,5/25/2021 12:52,Dissolved Nitrate + Nitrite,NO3+NO2,0.115,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,0 Meters,"Water, Natural",Normal Sample,0,,,N
