SampleID,AlgalType,BV.per.mL,,Year,Month,Season,StationCode,Region,RegionAbbreviation
D12.45125.2018,Cyanobacterium,64618.66,,2018,18-Jul,Summer,D12,Confluence,CON
D12.45125.2018,Green Alga,32640.85,,2018,18-Jul,Summer,D12,Confluence,CON
D12.45125.2018,Pennate Diatom,23246.7,,2018,18-Jul,Summer,D12,Confluence,CON
EZ2 SJR.45125.2018,Centric Diatom,182988.37,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Cyanobacterium,230308.67,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Green Alga,10573.8,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.45125.2018,Pennate Diatom,40028.36,,2018,18-Jul,Summer,EZ2 SJR,Low Salinity Zone,LSZ
D19.45125.2018,Cyanobacterium,805685.93,,2018,18-Jul,Summer,D19,Central Delta,CED
D19.45125.2018,Green Alga,20215.22,,2018,18-Jul,Summer,D19,Central Delta,CED
D28A.45125.2018,Cyanobacterium,648246.26,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Green Alga,6278.17,,2018,18-Jul,Summer,D28A,Central Delta,CED
D28A.45125.2018,Pennate Diatom,106040.8,,2018,18-Jul,Summer,D28A,Central Delta,CED
C3A.Nov.2018,Centric Diatom,39709.27,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Cyanobacterium,12481.76,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Green Alga,9787.22,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C3A.Nov.2018,Pennate Diatom,77397.94,,2018,Nov,Fall,C3A,Northern Interior Delta,NID
C9.Nov.2018,Centric Diatom,200172.62,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Cryptophyte,49069.87,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Cyanobacterium,12393.5,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Green Alga,16652.16,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C9.Nov.2018,Pennate Diatom,87425.38,,2018,Nov,Fall,C9,Southern Interior Delta,SID
C10A.Nov.2018,Centric Diatom,227575.44,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Cyanobacterium,38376.59,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Green Alga,29310.81,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
C10A.Nov.2018,Pennate Diatom,426166.74,,2018,Nov,Fall,C10A,Southern Interior Delta,SID
D4.Nov.2018,Cryptophyte,88663.67,,2018,Nov,Fall,D4,Confluence,CON
D4.Nov.2018,Cyanobacterium,42898.25,,2018,Nov,Fall,D4,Confluence,CON
D4.Nov.2018,Green Alga,23082.73,,2018,Nov,Fall,D4,Confluence,CON
D12.Nov.2018,Cryptophyte,65540.67,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Cyanobacterium,39653,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Green Alga,19225.13,,2018,Nov,Fall,D12,Confluence,CON
D12.Nov.2018,Pennate Diatom,639833.5,,2018,Nov,Fall,D12,Confluence,CON
D19.Nov.2018,Cyanobacterium,54358.07,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Green Alga,23576.56,,2018,Nov,Fall,D19,Central Delta,CED
D19.Nov.2018,Pennate Diatom,12379434.5,,2018,Nov,Fall,D19,Central Delta,CED
D28A.Nov.2018,Cryptophyte,87132.54,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Cyanobacterium,13621.7,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Green Alga,7520.44,,2018,Nov,Fall,D28A,Central Delta,CED
D28A.Nov.2018,Pennate Diatom,179312.85,,2018,Nov,Fall,D28A,Central Delta,CED
D16.Nov.2018,Cyanobacterium,20282.86,,2018,Nov,Fall,D16,Central Delta,CED
D16.Nov.2018,Green Alga,26724.83,,2018,Nov,Fall,D16,Central Delta,CED
D26.Nov.2018,Centric Diatom,26790.46,,2018,Nov,Fall,D26,Central Delta,CED
D26.Nov.2018,Cyanobacterium,10204.82,,2018,Nov,Fall,D26,Central Delta,CED
D26.Nov.2018,Green Alga,2981.88,,2018,Nov,Fall,D26,Central Delta,CED
MD10A.Nov.2018,Cyanobacterium,11532.26,,2018,Nov,Fall,MD10A,Southern Interior Delta,SID
MD10A.Nov.2018,Green Alga,2601.54,,2018,Nov,Fall,MD10A,Southern Interior Delta,SID
P8.Nov.2018,Centric Diatom,17419.45,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Cryptophyte,56134.67,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Cyanobacterium,11601.53,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Green Alga,2586.33,,2018,Nov,Fall,P8,Southern Interior Delta,SID
P8.Nov.2018,Pennate Diatom,42765.53,,2018,Nov,Fall,P8,Southern Interior Delta,SID
