Year,Month,Season,DateTime,StationCode,Region,RegionAbbreviation,AlgalType,BV.per.mL
2018,Aug,Summer,2018-08-02T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,6289.18
2018,Aug,Summer,2018-08-02T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,236210.75
2018,Aug,Summer,2018-08-03T15:25:00Z,D12,Confluence,CON,Centric Diatom,56567.33
2018,Aug,Summer,2018-08-03T15:25:00Z,D12,Confluence,CON,Cyanobacterium,288193.65
2018,Aug,Summer,2018-08-03T15:25:00Z,D12,Confluence,CON,Green Alga,13317.44
2018,Aug,Summer,2018-08-03T15:25:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Centric Diatom,242030.43
2018,Aug,Summer,2018-08-03T15:25:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,433143.06000000006
2018,Aug,Summer,2018-08-03T16:30:00Z,D19,Central Delta,CED,Centric Diatom,28746.48
2018,Aug,Summer,2018-08-03T16:30:00Z,D19,Central Delta,CED,Cryptophyte,129424.76999999999
2018,Aug,Summer,2018-08-03T16:30:00Z,D19,Central Delta,CED,Cyanobacterium,219483.49000000002
2018,Aug,Summer,2018-08-03T16:30:00Z,D19,Central Delta,CED,Green Alga,20808.5
2018,Aug,Summer,2018-08-03T16:30:00Z,D19,Central Delta,CED,Pennate Diatom,272808.12
2018,Aug,Summer,2018-08-03T17:10:00Z,D28A,Central Delta,CED,Cryptophyte,46636.9
2018,Aug,Summer,2018-08-03T17:10:00Z,D28A,Central Delta,CED,Cyanobacterium,119026.14000000001
2018,Aug,Summer,2018-08-03T17:10:00Z,D28A,Central Delta,CED,Green Alga,42712.97
2018,Aug,Summer,2018-08-03T17:10:00Z,D28A,Central Delta,CED,Pennate Diatom,132347.95
2018,Aug,Summer,2018-08-06T17:40:00Z,D16,Central Delta,CED,Cyanobacterium,100796.46
2018,Aug,Summer,2018-08-06T17:40:00Z,D16,Central Delta,CED,Green Alga,20190.08
2018,Aug,Summer,2018-08-06T18:35:00Z,D26,Central Delta,CED,Centric Diatom,41925389.18
2018,Aug,Summer,2018-08-06T18:35:00Z,D26,Central Delta,CED,Cyanobacterium,91251.13
2018,Aug,Summer,2018-08-06T18:35:00Z,D26,Central Delta,CED,Pennate Diatom,55925.600000000006
2018,Aug,Summer,2018-08-06T19:45:00Z,MD10A,Southern Interior Delta,SID,Centric Diatom,9363754.95
2018,Aug,Summer,2018-08-06T19:45:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,112925.8
2018,Aug,Summer,2018-08-06T19:45:00Z,MD10A,Southern Interior Delta,SID,Green Alga,110279.61
2018,Aug,Summer,2018-08-06T21:00:00Z,P8,Southern Interior Delta,SID,Chrysophyte,85979.39
2018,Aug,Summer,2018-08-06T21:00:00Z,P8,Southern Interior Delta,SID,Cryptophyte,164144.38
2018,Aug,Summer,2018-08-06T21:00:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,110988.69
2018,Aug,Summer,2018-08-06T21:00:00Z,P8,Southern Interior Delta,SID,Green Alga,25886.27
2018,Aug,Summer,2018-08-06T21:00:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,29058.37
2018,Aug,Summer,2018-08-07T18:30:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,139757.06
2018,Aug,Summer,2018-08-07T19:20:00Z,D10,Confluence,CON,Centric Diatom,46575.08
2018,Aug,Summer,2018-08-07T19:20:00Z,D10,Confluence,CON,Cyanobacterium,78470.75
2018,Aug,Summer,2018-08-07T20:00:00Z,EZ6,Low Salinity Zone,LSZ,Centric Diatom,85054.88
2018,Aug,Summer,2018-08-07T20:00:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,134634.83000000002
2018,Aug,Summer,2018-08-07T20:00:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,8370.9
2018,Aug,Summer,2018-08-07T20:40:00Z,EZ2,Low Salinity Zone,LSZ,Centric Diatom,669609.08
2018,Aug,Summer,2018-08-07T20:40:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,131993.94
2018,Aug,Summer,2018-08-07T20:40:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,5022.54
2018,Aug,Summer,2018-08-08T20:00:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,28322.61
2018,Aug,Summer,2018-08-08T20:00:00Z,D6,San Pablo Bay,SPB,Green Alga,7212.53
2018,Aug,Summer,2018-08-08T20:50:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,119859.36
2018,Aug,Summer,2018-08-08T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,191829.03
2018,Aug,Summer,2018-08-08T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Pennate Diatom,6799659.47
2018,Aug,Summer,2018-08-08T22:50:00Z,NZ032,Grizzly.Suisun Bay,GSB,Centric Diatom,139725.23
2018,Aug,Summer,2018-08-08T22:50:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,228788.71
2018,Aug,Summer,2018-08-09T17:25:00Z,D41A,San Pablo Bay,SPB,Chrysophyte,11300.48
2018,Aug,Summer,2018-08-09T17:25:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,44541.87
2018,Aug,Summer,2018-08-09T18:10:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,34093.03
2018,Aug,Summer,2018-08-09T18:10:00Z,D41,San Pablo Bay,SPB,Pennate Diatom,36998.3
2018,Aug,Summer,2018-08-09T18:55:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,52236.98
2018,Aug,Summer,2018-08-09T19:10:00Z,NZ002,San Pablo Bay,SPB,Centric Diatom,43056.09
2018,Aug,Summer,2018-08-09T19:10:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,40812.8
2018,Aug,Summer,2018-08-09T19:10:00Z,NZ002,San Pablo Bay,SPB,Green Alga,971.72
2018,Aug,Summer,2018-08-09T19:30:00Z,NZ004,San Pablo Bay,SPB,Centric Diatom,29941.12
2018,Aug,Summer,2018-08-09T19:30:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,49854.1
2018,Aug,Summer,2018-08-09T19:30:00Z,NZ004,San Pablo Bay,SPB,Pennate Diatom,59347.58
2018,Dec,Winter,2018-12-10T16:00:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,23933.78
2018,Dec,Winter,2018-12-10T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,13357.61
2018,Dec,Winter,2018-12-10T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,2598666.91
2018,Dec,Winter,2018-12-10T17:55:00Z,C9,Southern Interior Delta,SID,Centric Diatom,19127.24
2018,Dec,Winter,2018-12-10T17:55:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,14593.220000000001
2018,Dec,Winter,2018-12-10T17:55:00Z,C9,Southern Interior Delta,SID,Green Alga,9897.26
2018,Dec,Winter,2018-12-10T17:55:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,31365.35
2018,Dec,Winter,2018-12-10T19:30:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,995112.27
2018,Dec,Winter,2018-12-10T19:30:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,23902.57
2018,Dec,Winter,2018-12-10T19:30:00Z,C10A,Southern Interior Delta,SID,Green Alga,180454.37
2018,Dec,Winter,2018-12-10T19:30:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,893974.4099999999
2018,Dec,Winter,2018-12-11T16:00:00Z,D4,Confluence,CON,Cyanobacterium,68799.47
2018,Dec,Winter,2018-12-11T16:50:00Z,EZ6,Low Salinity Zone,LSZ,Centric Diatom,81290.76
2018,Dec,Winter,2018-12-11T16:50:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,58008.99
2018,Dec,Winter,2018-12-11T17:40:00Z,D22,Confluence,CON,Centric Diatom,121936.14
2018,Dec,Winter,2018-12-11T17:40:00Z,D22,Confluence,CON,Cyanobacterium,81334.28
2018,Dec,Winter,2018-12-11T17:40:00Z,D22,Confluence,CON,Green Alga,8839.15
2018,Dec,Winter,2018-12-11T17:40:00Z,D22,Confluence,CON,Pennate Diatom,33270.66
2018,Dec,Winter,2018-12-11T17:40:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,726937.78
2018,Dec,Winter,2018-12-11T17:40:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,2709862.52
2018,Dec,Winter,2018-12-11T18:40:00Z,NZ068,Northern Interior Delta,NID,Centric Diatom,281583.65
2018,Dec,Winter,2018-12-11T18:40:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,30984.49
2018,Dec,Winter,2018-12-11T18:40:00Z,NZ068,Northern Interior Delta,NID,Green Alga,28320.19
2018,Dec,Winter,2018-12-11T18:40:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,81208.16
2018,Dec,Winter,2018-12-12T16:50:00Z,D12,Confluence,CON,Cyanobacterium,44773
2018,Dec,Winter,2018-12-12T16:50:00Z,D12,Confluence,CON,Green Alga,76785.49
2018,Dec,Winter,2018-12-12T18:00:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,50649.2
2018,Dec,Winter,2018-12-12T18:00:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,7416.860000000001
2018,Dec,Winter,2018-12-12T19:00:00Z,D19,Central Delta,CED,Centric Diatom,210006.04
2018,Dec,Winter,2018-12-12T19:00:00Z,D19,Central Delta,CED,Cryptophyte,202332.74
2018,Dec,Winter,2018-12-12T19:00:00Z,D19,Central Delta,CED,Cyanobacterium,24778.9
2018,Dec,Winter,2018-12-12T19:00:00Z,D19,Central Delta,CED,Green Alga,87725.54
2018,Dec,Winter,2018-12-12T19:00:00Z,D19,Central Delta,CED,Pennate Diatom,112070.53
2018,Dec,Winter,2018-12-12T19:40:00Z,D28A,Central Delta,CED,Cryptophyte,551203.14
2018,Dec,Winter,2018-12-12T19:40:00Z,D28A,Central Delta,CED,Cyanobacterium,17037.6
2018,Dec,Winter,2018-12-12T19:40:00Z,D28A,Central Delta,CED,Green Alga,35851.07
2018,Dec,Winter,2018-12-13T16:45:00Z,D16,Central Delta,CED,Cyanobacterium,27787.52
2018,Dec,Winter,2018-12-13T16:45:00Z,D16,Central Delta,CED,Green Alga,6531.74
2018,Dec,Winter,2018-12-13T16:45:00Z,D16,Central Delta,CED,Pennate Diatom,235099.74000000002
2018,Dec,Winter,2018-12-13T17:50:00Z,D26,Central Delta,CED,Cryptophyte,278613.02
2018,Dec,Winter,2018-12-13T17:50:00Z,D26,Central Delta,CED,Cyanobacterium,25120.7
2018,Dec,Winter,2018-12-13T17:50:00Z,D26,Central Delta,CED,Green Alga,2619.01
2018,Dec,Winter,2018-12-13T19:10:00Z,MD10A,Southern Interior Delta,SID,Cryptophyte,14125.68
2018,Dec,Winter,2018-12-13T19:10:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,20761.71
2018,Dec,Winter,2018-12-13T19:10:00Z,MD10A,Southern Interior Delta,SID,Green Alga,28067.54
2018,Dec,Winter,2018-12-13T20:05:00Z,P8,Southern Interior Delta,SID,Cryptophyte,419243.03
2018,Dec,Winter,2018-12-13T20:05:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,22013.67
2018,Dec,Winter,2018-12-13T20:05:00Z,P8,Southern Interior Delta,SID,Green Alga,5225.08
2018,Dec,Winter,2018-12-13T20:05:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,13805.39
2018,Dec,Winter,2018-12-14T19:05:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,46824.44
2018,Dec,Winter,2018-12-14T19:05:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,2336.08
2018,Dec,Winter,2018-12-14T19:55:00Z,D10,Confluence,CON,Cyanobacterium,82145.59
2018,Dec,Winter,2018-12-14T19:55:00Z,D10,Confluence,CON,Green Alga,7880.68
2018,Dec,Winter,2018-12-17T18:10:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,12302.48
2018,Dec,Winter,2018-12-17T18:10:00Z,D6,San Pablo Bay,SPB,Green Alga,188.54
2018,Dec,Winter,2018-12-18T18:35:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,68150.42
2018,Dec,Winter,2018-12-18T18:35:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,22837.4
2018,Dec,Winter,2018-12-18T19:25:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,150579.97
2018,Dec,Winter,2018-12-18T19:25:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,33303.6
2018,Dec,Winter,2018-12-18T20:35:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,110726.28
2018,Dec,Winter,2018-12-19T16:30:00Z,D41A,San Pablo Bay,SPB,Centric Diatom,15749178.68
2018,Dec,Winter,2018-12-19T16:30:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,20946.67
2018,Dec,Winter,2018-12-19T16:30:00Z,D41A,San Pablo Bay,SPB,Green Alga,981.05
2018,Dec,Winter,2018-12-19T16:30:00Z,D41A,San Pablo Bay,SPB,Pennate Diatom,132004.93
2018,Dec,Winter,2018-12-19T17:20:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,21065.45
2018,Dec,Winter,2018-12-19T18:15:00Z,NZ325,San Pablo Bay,SPB,Cryptophyte,375397.45
2018,Dec,Winter,2018-12-19T18:15:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,55812.71
2018,Dec,Winter,2018-12-19T18:15:00Z,NZ325,San Pablo Bay,SPB,Green Alga,8200.17
2018,Dec,Winter,2018-12-19T18:40:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,36959.88
2018,Dec,Winter,2018-12-19T18:40:00Z,NZ002,San Pablo Bay,SPB,Green Alga,2650.56
2018,Dec,Winter,2018-12-19T19:05:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,36779.59
2018,Jul 18,Summer,2018-07-09T19:10:00Z,D16,Central Delta,CED,Cryptophyte,118139.41
2018,Jul 18,Summer,2018-07-09T19:10:00Z,D16,Central Delta,CED,Cyanobacterium,739429.2699999999
2018,Jul 18,Summer,2018-07-09T19:10:00Z,D16,Central Delta,CED,Green Alga,9433.77
2018,Jul 18,Summer,2018-07-09T20:00:00Z,D26,Central Delta,CED,Cyanobacterium,496756.24
2018,Jul 18,Summer,2018-07-09T20:00:00Z,D26,Central Delta,CED,Green Alga,28590.62
2018,Jul 18,Summer,2018-07-09T20:00:00Z,D26,Central Delta,CED,Pennate Diatom,616465.11
2018,Jul 18,Summer,2018-07-09T21:15:00Z,MD10A,Southern Interior Delta,SID,Centric Diatom,100818.27
2018,Jul 18,Summer,2018-07-09T21:15:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,40776.27
2018,Jul 18,Summer,2018-07-09T21:15:00Z,MD10A,Southern Interior Delta,SID,Green Alga,42329.89
2018,Jul 18,Summer,2018-07-09T21:15:00Z,MD10A,Southern Interior Delta,SID,Pennate Diatom,10583.07
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Centric Diatom,56473.77
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cryptophyte,651803.8999999999
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,578893.68
2018,Jul 18,Summer,2018-07-09T22:30:00Z,P8,Southern Interior Delta,SID,Green Alga,33456.17
2018,Jul 18,Summer,2018-07-10T19:40:00Z,D8,Grizzly.Suisun Bay,GSB,Centric Diatom,83835.14
2018,Jul 18,Summer,2018-07-10T19:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,379895.8
2018,Jul 18,Summer,2018-07-10T19:40:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,138101.17
2018,Jul 18,Summer,2018-07-10T20:25:00Z,D10,Confluence,CON,Centric Diatom,52396.96
2018,Jul 18,Summer,2018-07-10T20:25:00Z,D10,Confluence,CON,Cryptophyte,326411.69
2018,Jul 18,Summer,2018-07-10T20:25:00Z,D10,Confluence,CON,Cyanobacterium,94282.2
2018,Jul 18,Summer,2018-07-10T21:11:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,153878.86
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Centric Diatom,112947.53
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,218080.62
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,22578.67
2018,Jul 18,Summer,2018-07-10T21:55:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,1566294.9
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Centric Diatom,19960.75
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,32013.86
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Green Alga,5035.14
2018,Jul 18,Summer,2018-07-11T20:30:00Z,D6,San Pablo Bay,SPB,Pennate Diatom,26847.71
2018,Jul 18,Summer,2018-07-11T21:15:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,49735.82
2018,Jul 18,Summer,2018-07-11T21:15:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,8063.81
2018,Jul 18,Summer,2018-07-11T22:05:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,144966.32
2018,Jul 18,Summer,2018-07-11T22:05:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,15094.03
2018,Jul 18,Summer,2018-07-11T23:00:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,95331.91
2018,Jul 18,Summer,2018-07-11T23:00:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,10990.52
2018,Jul 18,Summer,2018-07-12T19:15:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,24100.8
2018,Jul 18,Summer,2018-07-12T19:15:00Z,D41A,San Pablo Bay,SPB,Green Alga,760.99
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Centric Diatom,12060.29
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,37565.84
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Green Alga,6281.84
2018,Jul 18,Summer,2018-07-12T20:10:00Z,D41,San Pablo Bay,SPB,Pennate Diatom,5555.3
2018,Jul 18,Summer,2018-07-12T20:55:00Z,NZ325,San Pablo Bay,SPB,Cryptophyte,114025.99
2018,Jul 18,Summer,2018-07-12T20:55:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,40347.91
2018,Jul 18,Summer,2018-07-12T21:10:00Z,NZ002,San Pablo Bay,SPB,Centric Diatom,196430.49
2018,Jul 18,Summer,2018-07-12T21:10:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,28474.1
2018,Jul 18,Summer,2018-07-12T21:10:00Z,NZ002,San Pablo Bay,SPB,Green Alga,9697.44
2018,Jul 18,Summer,2018-07-12T21:25:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,40179.67
2018,Jul 18,Summer,2018-07-12T21:25:00Z,NZ004,San Pablo Bay,SPB,Green Alga,36724.56
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Centric Diatom,322707.24
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,1371095.65
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Green Alga,37313.9
2018,Jul 18,Summer,2018-07-16T15:55:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,29235.97
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,12029036.91
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,244565.88
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Green Alga,240464.15
2018,Jul 18,Summer,2018-07-16T17:30:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,1787529.28
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Centric Diatom,66429.56
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,46377.4
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,4806.27
2018,Jul 18,Summer,2018-07-17T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,314884.14
2018,Jul 18,Summer,2018-07-18T14:40:00Z,D4,Confluence,CON,Centric Diatom,188245.89
2018,Jul 18,Summer,2018-07-18T14:40:00Z,D4,Confluence,CON,Cyanobacterium,229351.74
2018,Jul 18,Summer,2018-07-18T15:25:00Z,D22,Confluence,CON,Centric Diatom,82096.45
2018,Jul 18,Summer,2018-07-18T15:25:00Z,D22,Confluence,CON,Cyanobacterium,85455.54
2018,Jul 18,Summer,2018-07-18T15:25:00Z,D22,Confluence,CON,Pennate Diatom,35133.52
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,47784.88
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,48592.36
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Green Alga,3773.51
2018,Jul 18,Summer,2018-07-18T16:15:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,190482.57
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Centric Diatom,55302.54
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Cyanobacterium,64618.66
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Green Alga,32640.85
2018,Jul 18,Summer,2018-07-19T16:00:00Z,D12,Confluence,CON,Pennate Diatom,23246.7
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Centric Diatom,182988.37
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,230308.67
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,10573.8
2018,Jul 18,Summer,2018-07-19T16:40:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Pennate Diatom,40028.36
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Cyanobacterium,805685.9299999999
2018,Jul 18,Summer,2018-07-19T17:40:00Z,D19,Central Delta,CED,Green Alga,20215.22
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Cyanobacterium,648246.26
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Green Alga,6278.17
2018,Jul 18,Summer,2018-07-19T18:15:00Z,D28A,Central Delta,CED,Pennate Diatom,106040.8
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Centric Diatom,39709.27
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,12481.76
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Green Alga,9787.220000000001
2018,Nov,Fall,2018-11-09T16:00:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,77397.93999999999
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Centric Diatom,200172.62
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Cryptophyte,49069.87
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,12393.5
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Green Alga,16652.16
2018,Nov,Fall,2018-11-09T17:45:00Z,C9,Southern Interior Delta,SID,Pennate Diatom,87425.38
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,227575.44
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,38376.59
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Green Alga,29310.809999999998
2018,Nov,Fall,2018-11-09T19:15:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,426166.74
2018,Nov,Fall,2018-11-13T17:20:00Z,D4,Confluence,CON,Cryptophyte,88663.67
2018,Nov,Fall,2018-11-13T17:20:00Z,D4,Confluence,CON,Cyanobacterium,42898.25
2018,Nov,Fall,2018-11-13T17:20:00Z,D4,Confluence,CON,Green Alga,23082.73
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Cryptophyte,65540.67
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Cyanobacterium,39653
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Green Alga,19225.129999999997
2018,Nov,Fall,2018-11-14T18:05:00Z,D12,Confluence,CON,Pennate Diatom,639833.5
2018,Nov,Fall,2018-11-14T18:55:00Z,D19,Central Delta,CED,Cyanobacterium,54358.07
