SampleID,Genus,BV.um3.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv
P8.Jan.2022,Staurosira,2694.192,,1/7/2022,P8,Jan,2022,Southern Interior Delta,SID
D22.Jan.2022,Achnanthidium,7618.9971,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Aulacoseira,97601.6704,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Cocconeis,26799.4532,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Cryptomonas,44044.3835,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Cyclotella,41067.9321,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Eucapsis,6182.4672,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Melosira,181636.6981,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Nitzschia,33411.6965,,1/10/2022,D22,Jan,2022,Confluence,CON
D22.Jan.2022,Plagioselmis,15741.8092,,1/10/2022,D22,Jan,2022,Confluence,CON
D4.Jan.2022,Achnanthidium,10019.462,,1/10/2022,D4,Jan,2022,Confluence,CON
D4.Jan.2022,Cocconeis,103900.3644,,1/10/2022,D4,Jan,2022,Confluence,CON
D4.Jan.2022,Eucapsis,22850.8128,,1/10/2022,D4,Jan,2022,Confluence,CON
D4.Jan.2022,Plagioselmis,25057.0876,,1/10/2022,D4,Jan,2022,Confluence,CON
NZ068.Jan.2022,Achnanthidium,3074.1882,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Aulacoseira,105466.6944,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Cocconeis,12297.171,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Cyclotella,34999.9944,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Eucapsis,5991.9696,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Nitzschia,11837.151,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Plagioselmis,6385.914,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
NZ068.Jan.2022,Ulnaria,316313.5158,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID
D10.Jan.2022,Achnanthidium,3953.1738,,1/11/2022,D10,Jan,2022,Confluence,CON
D10.Jan.2022,Cyclotella,182939.138,,1/11/2022,D10,Jan,2022,Confluence,CON
D10.Jan.2022,Eucapsis,19384.3512,,1/11/2022,D10,Jan,2022,Confluence,CON
D10.Jan.2022,Nitzschia,4422.6301,,1/11/2022,D10,Jan,2022,Confluence,CON
D10.Jan.2022,Plagioselmis,46562.7593,,1/11/2022,D10,Jan,2022,Confluence,CON
D6.Jan.2022,Cryptomonas,38101.4828,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB
D6.Jan.2022,Cyclotella,130919.2872,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB
D6.Jan.2022,Eucapsis,14535.684,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB
D6.Jan.2022,Plagioselmis,17105.4948,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB
D8.Jan.2022,Cocconeis,17559.7396,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB
D8.Jan.2022,Cyclotella,344385.8508,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB
D8.Jan.2022,Eucapsis,22630.032,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB
EZ2.Jan.2022,Eucapsis,17662.6944,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ
EZ2.Jan.2022,Nitzschia,2653.65,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ
EZ2.Jan.2022,Pseudanabaena,4453.4144,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ
EZ6.Jan.2022,Aulacoseira,211077.072,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ
EZ6.Jan.2022,Cryptomonas,2342.9778,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ
EZ6.Jan.2022,Eucapsis,21927.2616,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ
EZ6.Jan.2022,Nitzschia,15440.5164,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ
EZ6.Jan.2022,Planothidium,10509.252,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ
D7.Jan.2022,Cyclotella,48167.3945,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB
D7.Jan.2022,Eucapsis,28287.54,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB
D7.Jan.2022,Plagioselmis,29264.955,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB
NZ032.Jan.2022,Cyclotella,35403.1212,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB
NZ032.Jan.2022,Entomoneis,433068.4386,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB
NZ032.Jan.2022,Eucapsis,35021.3544,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB
NZS42.Jan.2022,Achnanthidium,7381.049,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB
NZS42.Jan.2022,Cyclotella,89828.8756,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB
NZS42.Jan.2022,Eucapsis,20957.292,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB
NZS42.Jan.2022,Monoraphidium,835.1294,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB
NZS42.Jan.2022,Nitzschia,4698.8606,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB
D41.Jan.2022,Cryptomonas,77044.986,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB
D41.Jan.2022,Cyclotella,57783.2856,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB
D41.Jan.2022,Eucapsis,8540.5824,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB
D41.Jan.2022,Plagioselmis,17814.6672,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Chrysochromulina,974.5911,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Cyclotella,7902.6894,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Eucapsis,5884.5096,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Navicula,13992.9597,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Ochromonas,7552.773,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Plagioselmis,115891.7367,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
D41A.Jan.2022,Staurosira,1548.339,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB
NZ002.Jan.2022,Cyclotella,35571.5352,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB
NZ002.Jan.2022,Eucapsis,12642.7032,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB
NZ002.Jan.2022,Plagioselmis,463921.3932,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB
NZ004.Jan.2022,Cryptomonas,28702.1084,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB
NZ004.Jan.2022,Cyclotella,191216.0824,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB
NZ004.Jan.2022,Eucapsis,7499.646,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB
NZ004.Jan.2022,Plagioselmis,58646.5824,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB
NZ004.Jan.2022,Thalassiosira,114954.5306,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB
NZ325.Jan.2022,Crucigenia,8288.3367,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB
NZ325.Jan.2022,Cyclotella,30481.6064,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB
NZ325.Jan.2022,Encyonema,17873.2533,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB
NZ325.Jan.2022,Eucapsis,13834.0188,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB
NZ325.Jan.2022,Plagioselmis,10035.3176,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB
D12.Jan.2022,Achnanthidium,1782.7168,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Cocconeis,403433.7184,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Cyclotella,47583.41,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Diatoma,30337.8738,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Eucapsis,14425.2864,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Melosira,358739.0456,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Monoraphidium,3574.6334,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Navicula,81331.343,,1/16/2022,D12,Jan,2022,Confluence,CON
D12.Jan.2022,Nitzschia,46888.314,,1/16/2022,D12,Jan,2022,Confluence,CON
C10A.Feb.2022,Achnanthidium,9672.0708,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Chlorella,9680.2155,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Chroococcus,275.9616,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Chrysochromulina,4681.7652,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Coccomyxa,5821.065,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Cyclotella,184319.352,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Eucapsis,5415.7464,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Navicula,70258.0986,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Nitzschia,30691.146,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Plagioselmis,69821.1594,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Planktolyngbya,881.544,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Scenedesmus,13644.768,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C10A.Feb.2022,Staurosira,55690.584,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID
C3A.Feb.2022,Cryptomonas,31499.3676,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Cyclotella,118710.8046,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Diatoma,8318.0733,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Encyonema,4943.454,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Eucapsis,5126.004,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Navicula,6654.3126,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Nitzschia,29713.2984,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Plagioselmis,22953.1068,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Planktolyngbya,3152.6385,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Planktothrix,2278.224,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C3A.Feb.2022,Scenedesmus,13219.5408,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID
C9.Feb.2022,Achnanthidium,5724.366,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Coccomyxa,2679.222,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Cyclotella,1109.9634,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Drepanochloris,117.6278,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Eucapsis,1630.2456,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Nitzschia,4960.4162,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Plagioselmis,262104.601,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
C9.Feb.2022,Planothidium,1650.0138,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID
D12.Feb.2022,Cocconeis,105691.3912,,2/8/2022,D12,Feb,2022,Confluence,CON
D12.Feb.2022,Cryptomonas,42819.4469,,2/8/2022,D12,Feb,2022,Confluence,CON
D12.Feb.2022,Cyclotella,88191.3272,,2/8/2022,D12,Feb,2022,Confluence,CON
D12.Feb.2022,Epithemia,9517.7042,,2/8/2022,D12,Feb,2022,Confluence,CON
D12.Feb.2022,Eucapsis,7249.4424,,2/8/2022,D12,Feb,2022,Confluence,CON
D12.Feb.2022,Navicula,2624.4985,,2/8/2022,D12,Feb,2022,Confluence,CON
D12.Feb.2022,Plagioselmis,62080.7615,,2/8/2022,D12,Feb,2022,Confluence,CON
D16.Feb.2022,Aulacoseira,4939.753,,2/8/2022,D16,Feb,2022,Central Delta,CED
D16.Feb.2022,Carteria,2874.9812,,2/8/2022,D16,Feb,2022,Central Delta,CED
D16.Feb.2022,Chrysochromulina,6382.0848,,2/8/2022,D16,Feb,2022,Central Delta,CED
D16.Feb.2022,Coccomyxa,383.838,,2/8/2022,D16,Feb,2022,Central Delta,CED
D16.Feb.2022,Eucapsis,4742.9928,,2/8/2022,D16,Feb,2022,Central Delta,CED
D16.Feb.2022,Nitzschia,15727.6756,,2/8/2022,D16,Feb,2022,Central Delta,CED
D16.Feb.2022,Plagioselmis,137447.8924,,2/8/2022,D16,Feb,2022,Central Delta,CED
D19.Feb.2022,Cryptomonas,103553.3504,,2/8/2022,D19,Feb,2022,Central Delta,CED
D19.Feb.2022,Cyclotella,19106.5854,,2/8/2022,D19,Feb,2022,Central Delta,CED
D19.Feb.2022,Eucapsis,3745.584,,2/8/2022,D19,Feb,2022,Central Delta,CED
D19.Feb.2022,Monoraphidium,657.9414,,2/8/2022,D19,Feb,2022,Central Delta,CED
D19.Feb.2022,Navicula,9152.3126,,2/8/2022,D19,Feb,2022,Central Delta,CED
D19.Feb.2022,Plagioselmis,232990.6576,,2/8/2022,D19,Feb,2022,Central Delta,CED
D28A.Feb.2022,Cocconeis,120960.5508,,2/8/2022,D28A,Feb,2022,Central Delta,CED
D28A.Feb.2022,Cyclotella,11408.2797,,2/8/2022,D28A,Feb,2022,Central Delta,CED
D28A.Feb.2022,Eucapsis,5126.004,,2/8/2022,D28A,Feb,2022,Central Delta,CED
D28A.Feb.2022,Navicula,12499.5636,,2/8/2022,D28A,Feb,2022,Central Delta,CED
D28A.Feb.2022,Nitzschia,2774.76,,2/8/2022,D28A,Feb,2022,Central Delta,CED
D28A.Feb.2022,Plagioselmis,51084.792,,2/8/2022,D28A,Feb,2022,Central Delta,CED
EZ2-SJR.Feb.2022,Cocconeis,154735.9696,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ
EZ2-SJR.Feb.2022,Cyclotella,245943.0984,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ
EZ2-SJR.Feb.2022,Encyonema,4407.4224,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ
EZ2-SJR.Feb.2022,Eucapsis,9788.8608,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ
EZ2-SJR.Feb.2022,Nitzschia,4458.1524,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ
EZ2-SJR.Feb.2022,Plagioselmis,32736.4072,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ
D26.Feb.2022,Cocconeis,8018.8164,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Crucigenia,3885.498,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Cyclotella,1941.8292,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Eucapsis,3699.1728,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Monoraphidium,1239.3648,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Navicula,6414.948,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Ochromonas,25928.8992,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Plagioselmis,34093.044,,2/9/2022,D26,Feb,2022,Central Delta,CED
D26.Feb.2022,Staurosira,1374.7068,,2/9/2022,D26,Feb,2022,Central Delta,CED
MD10A.Feb.2022,Chrysochromulina,1459.2724,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
MD10A.Feb.2022,Coccomyxa,1204.0845,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
MD10A.Feb.2022,Cryptomonas,40478.3851,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
MD10A.Feb.2022,Cyclotella,2030.8276,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
MD10A.Feb.2022,Eucapsis,2535.0444,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
MD10A.Feb.2022,Monoraphidium,278.7974,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
MD10A.Feb.2022,Plagioselmis,325427.3943,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID
P8.Feb.2022,Achnanthidium,1412.9388,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID
P8.Feb.2022,Cryptomonas,266520.5088,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID
P8.Feb.2022,Cyclotella,148065.3356,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID
P8.Feb.2022,Eucapsis,4842.5832,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID
P8.Feb.2022,Plagioselmis,62458.7418,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID
P8.Feb.2022,Scenedesmus,7833.0616,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID
D22.Feb.2022,Cocconeis,18288.909,,2/10/2022,D22,Feb,2022,Confluence,CON
D22.Feb.2022,Cyclotella,28735.209,,2/10/2022,D22,Feb,2022,Confluence,CON
D22.Feb.2022,Eucapsis,4765.878,,2/10/2022,D22,Feb,2022,Confluence,CON
D22.Feb.2022,Fragilaria,11106.9135,,2/10/2022,D22,Feb,2022,Confluence,CON
D22.Feb.2022,Nitzschia,13089.411,,2/10/2022,D22,Feb,2022,Confluence,CON
D22.Feb.2022,Plagioselmis,31131.945,,2/10/2022,D22,Feb,2022,Confluence,CON
D22.Feb.2022,Staurosira,1609.9785,,2/10/2022,D22,Feb,2022,Confluence,CON
D4.Feb.2022,Aulacoseira,7675.5384,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Chlorella,556.3458,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Coccomyxa,2292.687,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Cocconeis,39425.5008,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Cyclotella,5476.302,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Eucapsis,6902.7552,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Navicula,42288.0912,,2/10/2022,D4,Feb,2022,Confluence,CON
D4.Feb.2022,Plagioselmis,10264.0716,,2/10/2022,D4,Feb,2022,Confluence,CON
EZ2.Feb.2022,Cocconeis,187602.4152,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Cyclotella,212386.6272,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Encyonema,890.1753,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Eucapsis,12630.2076,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Gomphonema,50783.2833,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Navicula,9212.0066,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Nitzschia,6666.8448,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ2.Feb.2022,Plagioselmis,14351.9347,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ
EZ6.Feb.2022,Aulacoseira,35578.6048,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ
EZ6.Feb.2022,Entomoneis,113607.386,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ
EZ6.Feb.2022,Eucapsis,9060.7392,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ
EZ6.Feb.2022,Nitzschia,2325.232,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ
EZ6.Feb.2022,Plagioselmis,247201.5464,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ
NZ068.Feb.2022,Achnanthidium,3969.355,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID
NZ068.Feb.2022,Cocconeis,85949.097,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID
NZ068.Feb.2022,Cryptomonas,101234.0125,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID
