SampleID,Taxon,Organisms per mL,,SampleDate,Month,Year,StationCode,,Algal Type,Genus
Apr.2024_C10A,Monoraphidium sp.,209.0769333,,4/12/2024,Apr,2024,C10A,,Green Alga,Monoraphidium
Apr.2024_C10A,Navicula sp.,125.44616,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Navicula
Apr.2024_C10A,Nitzschia reversa,41.81538666,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Nitzschia
Apr.2024_C10A,Nitzschia sp.,127.7934915,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Nitzschia
Apr.2024_C10A,Plagioselmis nannoplanctica,10.64945763,,4/12/2024,Apr,2024,C10A,,Cryptophyte,Plagioselmis
Apr.2024_C10A,Planktolyngbya sp.,41.81538666,,4/12/2024,Apr,2024,C10A,,Cyanobacterium,Planktolyngbya
Apr.2024_C10A,Planktothrix sp.,83.63077333,,4/12/2024,Apr,2024,C10A,,Cyanobacterium,Planktothrix
Apr.2024_C10A,Pseudostaurosira sp.,42.59783051,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Pseudostaurosira
Apr.2024_C10A,Scenedesmus sp.,83.63077333,,4/12/2024,Apr,2024,C10A,,Green Alga,Scenedesmus
Apr.2024_C10A,Sellaphora sp.,41.81538666,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Sellaphora
Apr.2024_C10A,Skeletonema sp.,127.7934915,,4/12/2024,Apr,2024,C10A,,Centric Diatom,Skeletonema
Apr.2024_C10A,Staurosira sp.,42.59783051,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Staurosira
Apr.2024_C10A,Teleaulax sp.,83.63077333,,4/12/2024,Apr,2024,C10A,,Cryptophyte,Teleaulax
Apr.2024_C10A,Ulnaria sp.,21.29891525,,4/12/2024,Apr,2024,C10A,,Pennate Diatom,Ulnaria
Apr.2024_C10A,Unidentified Ciliate sp. #3,41.81538666,,4/12/2024,Apr,2024,C10A,,Ciliate,Unidentified Ciliate
Apr.2024_C10A,cf. Koliella sp.,21.29891525,,4/12/2024,Apr,2024,C10A,,Green Alga,Koliella
Apr.2024_C10A,cf. Lepocinclis sp.,10.64945763,,4/12/2024,Apr,2024,C10A,,Euglenoid,Lepocinclis
Apr.2024_C3A,Achnanthidium minutissimum,4.437274011,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Achnanthidium
Apr.2024_C3A,Achnanthidium sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Achnanthidium
Apr.2024_C3A,Amphora sp.,4.437274011,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Amphora
Apr.2024_C3A,Asterionella formosa,35.49819209,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Asterionella
Apr.2024_C3A,Aulacoseira alpigena,35.49819209,,4/12/2024,Apr,2024,C3A,,Centric Diatom,Aulacoseira
Apr.2024_C3A,Aulacoseira sp.,95.82692777,,4/12/2024,Apr,2024,C3A,,Centric Diatom,Aulacoseira
Apr.2024_C3A,Chlorella sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Green Alga,Chlorella
Apr.2024_C3A,Cocconeis sp.,143.7403917,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Cocconeis
Apr.2024_C3A,Cyclotella sp.,191.6538555,,4/12/2024,Apr,2024,C3A,,Centric Diatom,Cyclotella
Apr.2024_C3A,Diatoma sp.,95.82692777,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Diatoma
Apr.2024_C3A,Encyonema sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Encyonema
Apr.2024_C3A,Epithemia sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Epithemia
Apr.2024_C3A,Eucapsis microscopica,16865.53929,,4/12/2024,Apr,2024,C3A,,Cyanobacterium,Eucapsis
Apr.2024_C3A,Fragilaria sp.,13.31182203,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Fragilaria
Apr.2024_C3A,Gomphonema sp.,95.82692777,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Gomphonema
Apr.2024_C3A,Gyrosigma sp.,4.437274011,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Gyrosigma
Apr.2024_C3A,Melosira varians,143.7403917,,4/12/2024,Apr,2024,C3A,,Centric Diatom,Melosira
Apr.2024_C3A,Meridion sp.,4.437274011,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Meridion
Apr.2024_C3A,Monoraphidium sp.,95.82692777,,4/12/2024,Apr,2024,C3A,,Green Alga,Monoraphidium
Apr.2024_C3A,Navicula sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Navicula
Apr.2024_C3A,Nitzschia inconspicua,47.91346388,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Nitzschia
Apr.2024_C3A,Nitzschia sp.,527.0481027,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Nitzschia
Apr.2024_C3A,Nupela sp.,13.31182203,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Nupela
Apr.2024_C3A,Plagioselmis lacustris,4.437274011,,4/12/2024,Apr,2024,C3A,,Cryptophyte,Plagioselmis
Apr.2024_C3A,Plagioselmis nannoplanctica,47.91346388,,4/12/2024,Apr,2024,C3A,,Cryptophyte,Plagioselmis
Apr.2024_C3A,Planothidium sp.,95.82692777,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Planothidium
Apr.2024_C3A,Pseudostaurosira sp.,862.4423499,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Pseudostaurosira
Apr.2024_C3A,Scenedesmus sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Green Alga,Scenedesmus
Apr.2024_C3A,Skeletonema sp.,95.82692777,,4/12/2024,Apr,2024,C3A,,Centric Diatom,Skeletonema
Apr.2024_C3A,Staurosira sp.,66.55911017,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Staurosira
Apr.2024_C3A,Tetrastrum heteracanthum,4.437274011,,4/12/2024,Apr,2024,C3A,,Green Alga,Tetrastrum
Apr.2024_C3A,Ulnaria sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Pennate Diatom,Ulnaria
Apr.2024_C3A,Unidentified Ciliate sp. #1,8.874548023,,4/12/2024,Apr,2024,C3A,,Ciliate,Unidentified Ciliate
Apr.2024_C3A,cf. Chlamydomonas sp.,4.437274011,,4/12/2024,Apr,2024,C3A,,Green Alga,Chlamydomonas
Apr.2024_C3A,cf. Cyclotella sp.,47.91346388,,4/12/2024,Apr,2024,C3A,,Centric Diatom,Cyclotella
Apr.2024_D19,Achnanthidium minutissimum,2.047972621,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Achnanthidium
Apr.2024_D19,Achnanthidium sp.,37.24447395,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Achnanthidium
Apr.2024_D19,Bacillaria paxillifera,4.095945241,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Bacillaria
Apr.2024_D19,Chlamydomonas sp.,4.095945241,,4/15/2024,Apr,2024,D19,,Green Alga,Chlamydomonas
Apr.2024_D19,Cocconeis sp.,16.38378096,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Cocconeis
Apr.2024_D19,Cryptomonas sp.,12.28783572,,4/15/2024,Apr,2024,D19,,Cryptophyte,Cryptomonas
Apr.2024_D19,Cyclotella sp.,93.11118488,,4/15/2024,Apr,2024,D19,,Centric Diatom,Cyclotella
Apr.2024_D19,Eucapsis microscopica,6964.716629,,4/15/2024,Apr,2024,D19,,Cyanobacterium,Eucapsis
Apr.2024_D19,Fragilaria sp.,2.047972621,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Fragilaria
Apr.2024_D19,Gomphonema sp.,18.62223698,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Gomphonema
Apr.2024_D19,Gyrosigma sp.,18.62223698,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Gyrosigma
Apr.2024_D19,Melosira sp.,2.047972621,,4/15/2024,Apr,2024,D19,,Centric Diatom,Melosira
Apr.2024_D19,Monoraphidium convolutum,55.866710930000004,,4/15/2024,Apr,2024,D19,,Green Alga,Monoraphidium
Apr.2024_D19,Monoraphidium minutum,2.047972621,,4/15/2024,Apr,2024,D19,,Green Alga,Monoraphidium
Apr.2024_D19,Monoraphidium sp.,74.4889479,,4/15/2024,Apr,2024,D19,,Green Alga,Monoraphidium
Apr.2024_D19,Navicula sp.,37.24447395,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Navicula
Apr.2024_D19,Nitzschia sp.,20.47972621,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Nitzschia
Apr.2024_D19,Nupela sp.,2.047972621,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Nupela
Apr.2024_D19,Plagioselmis lacustris,74.4889479,,4/15/2024,Apr,2024,D19,,Cryptophyte,Plagioselmis
Apr.2024_D19,Plagioselmis nannoplanctica,148.9778958,,4/15/2024,Apr,2024,D19,,Cryptophyte,Plagioselmis
Apr.2024_D19,Planktolyngbya limnetica,4.095945241,,4/15/2024,Apr,2024,D19,,Cyanobacterium,Planktolyngbya
Apr.2024_D19,Planothidium sp.,4.095945241,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Planothidium
Apr.2024_D19,Pseudostaurosira sp.,2.047972621,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Pseudostaurosira
Apr.2024_D19,Rhoicosphenia sp.,18.62223698,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Rhoicosphenia
Apr.2024_D19,Scenedesmus sp.,4.095945241,,4/15/2024,Apr,2024,D19,,Green Alga,Scenedesmus
Apr.2024_D19,Sellaphora sp.,2.047972621,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Sellaphora
Apr.2024_D19,Skeletonema sp.,30.71958931,,4/15/2024,Apr,2024,D19,,Centric Diatom,Skeletonema
Apr.2024_D19,Teleaulax sp.,20.47972621,,4/15/2024,Apr,2024,D19,,Cryptophyte,Teleaulax
Apr.2024_D19,Thalassiosira sp.,10.239863100000001,,4/15/2024,Apr,2024,D19,,Centric Diatom,Thalassiosira
Apr.2024_D19,Tryblionella sp.,4.095945241,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Tryblionella
Apr.2024_D19,Ulnaria sp.,4.095945241,,4/15/2024,Apr,2024,D19,,Pennate Diatom,Ulnaria
Apr.2024_D19,cf. Chlorella sp.,30.71958931,,4/15/2024,Apr,2024,D19,,Green Alga,Chlorella
Apr.2024_D19,cf. Cyclotella sp.,18.62223698,,4/15/2024,Apr,2024,D19,,Centric Diatom,Cyclotella
Apr.2024_D26,Achnanthidium sp.,15.2135109,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Achnanthidium
Apr.2024_D26,Aulacoseira sp.,1.901688862,,4/16/2024,Apr,2024,D26,,Centric Diatom,Aulacoseira
Apr.2024_D26,Chlorella sp.,136.8956111,,4/16/2024,Apr,2024,D26,,Green Alga,Chlorella
Apr.2024_D26,Cocconeis sp.,1.901688862,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Cocconeis
Apr.2024_D26,Cryptomonas sp.,27.37912222,,4/16/2024,Apr,2024,D26,,Cryptophyte,Cryptomonas
Apr.2024_D26,Cyclotella sp.,328.5494666,,4/16/2024,Apr,2024,D26,,Centric Diatom,Cyclotella
Apr.2024_D26,Dinobryon sp.,3.803377724,,4/16/2024,Apr,2024,D26,,Chrysophyte,Dinobryon
Apr.2024_D26,Encyonema sp.,27.37912222,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Encyonema
Apr.2024_D26,Epithemia sp.,1.901688862,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Epithemia
Apr.2024_D26,Eucapsis microscopica,10376.687320000001,,4/16/2024,Apr,2024,D26,,Cyanobacterium,Eucapsis
Apr.2024_D26,Hemiselmis sp.,3.803377724,,4/16/2024,Apr,2024,D26,,Cryptophyte,Hemiselmis
Apr.2024_D26,Humidophila sp.,1.901688862,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Humidophila
Apr.2024_D26,Kephyrion sp.,54.75824444,,4/16/2024,Apr,2024,D26,,Chrysophyte,Kephyrion
Apr.2024_D26,Melosira varians,1.901688862,,4/16/2024,Apr,2024,D26,,Centric Diatom,Melosira
Apr.2024_D26,Monoraphidium contortum,5.705066586,,4/16/2024,Apr,2024,D26,,Green Alga,Monoraphidium
Apr.2024_D26,Monoraphidium sp.,27.37912222,,4/16/2024,Apr,2024,D26,,Green Alga,Monoraphidium
Apr.2024_D26,Nitzschia spp.,1.901688862,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Nitzschia
Apr.2024_D26,Plagioselmis lacustris,54.75824444,,4/16/2024,Apr,2024,D26,,Cryptophyte,Plagioselmis
Apr.2024_D26,Plagioselmis nannoplanctica,109.5164889,,4/16/2024,Apr,2024,D26,,Cryptophyte,Plagioselmis
Apr.2024_D26,Planothidium sp.,27.37912222,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Planothidium
Apr.2024_D26,Psammodictyon sp.,1.901688862,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Psammodictyon
Apr.2024_D26,Pseudostaurosira sp.,1.901688862,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Pseudostaurosira
Apr.2024_D26,Rhoicosphenia sp.,5.705066586,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Rhoicosphenia
Apr.2024_D26,Skeletonema sp.,82.13736666,,4/16/2024,Apr,2024,D26,,Centric Diatom,Skeletonema
Apr.2024_D26,Staurosira construens,36.13208838,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Staurosira
Apr.2024_D26,Staurosira venter,27.37912222,,4/16/2024,Apr,2024,D26,,Pennate Diatom,Staurosira
Apr.2024_D26,Stephanodiscus sp.,7.606755448,,4/16/2024,Apr,2024,D26,,Centric Diatom,Stephanodiscus
Apr.2024_D26,Teleaulax amphioxeia,273.7912222,,4/16/2024,Apr,2024,D26,,Cryptophyte,Teleaulax
Apr.2024_D28A,Achnanthidium sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Achnanthidium
Apr.2024_D28A,Bacillaria paxillifera,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Bacillaria
Apr.2024_D28A,Cocconeis sp.,72.26417676,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Cocconeis
Apr.2024_D28A,Cryptomonas sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Cryptophyte,Cryptomonas
Apr.2024_D28A,Cyclotella sp.,91.26374073,,4/15/2024,Apr,2024,D28A,,Centric Diatom,Cyclotella
Apr.2024_D28A,Eucapsis microscopica,6132.923377,,4/15/2024,Apr,2024,D28A,,Cyanobacterium,Eucapsis
Apr.2024_D28A,Gomphonema sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Gomphonema
Apr.2024_D28A,Gyrosigma sp.,7.606755448,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Gyrosigma
Apr.2024_D28A,Melosira varians,22.82026634,,4/15/2024,Apr,2024,D28A,,Centric Diatom,Melosira
Apr.2024_D28A,Monoraphidium convolutum,3.803377724,,4/15/2024,Apr,2024,D28A,,Green Alga,Monoraphidium
Apr.2024_D28A,Monoraphidium sp.,19.01688862,,4/15/2024,Apr,2024,D28A,,Green Alga,Monoraphidium
Apr.2024_D28A,Navicula sp.,7.606755448,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Navicula
Apr.2024_D28A,Nitzschia inconspicua,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Nitzschia
Apr.2024_D28A,Nitzschia sp.,19.01688862,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Nitzschia
Apr.2024_D28A,Plagioselmis lacustris,64.65742131,,4/15/2024,Apr,2024,D28A,,Cryptophyte,Plagioselmis
Apr.2024_D28A,Plagioselmis nannoplanctica,146.0219852,,4/15/2024,Apr,2024,D28A,,Cryptophyte,Plagioselmis
Apr.2024_D28A,Planktolyngbya limnetica,11.41013317,,4/15/2024,Apr,2024,D28A,,Cyanobacterium,Planktolyngbya
Apr.2024_D28A,Planothidium sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Planothidium
Apr.2024_D28A,Pseudanabaena sp.,18.25274815,,4/15/2024,Apr,2024,D28A,,Cyanobacterium,Pseudanabaena
Apr.2024_D28A,Scenedesmus sp.,18.25274815,,4/15/2024,Apr,2024,D28A,,Green Alga,Scenedesmus
Apr.2024_D28A,Skeletonema sp.,182.5274815,,4/15/2024,Apr,2024,D28A,,Centric Diatom,Skeletonema
Apr.2024_D28A,Teleaulax sp.,456.3187037,,4/15/2024,Apr,2024,D28A,,Cryptophyte,Teleaulax
Apr.2024_D28A,Tetraedron minimum,3.803377724,,4/15/2024,Apr,2024,D28A,,Green Alga,Tetraedron
Apr.2024_D28A,Thalassiosira sp.,7.606755448,,4/15/2024,Apr,2024,D28A,,Centric Diatom,Thalassiosira
Apr.2024_D28A,Tryblionella sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Tryblionella
Apr.2024_D28A,Ulnaria sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Pennate Diatom,Ulnaria
Apr.2024_D28A,cf. Chlamydomonas sp.,19.01688862,,4/15/2024,Apr,2024,D28A,,Green Alga,Chlamydomonas
Apr.2024_D28A,cf. Chlorella sp.,127.769237,,4/15/2024,Apr,2024,D28A,,Green Alga,Chlorella
Apr.2024_D28A,cf. Cyclotella sp.,219.0329778,,4/15/2024,Apr,2024,D28A,,Centric Diatom,Cyclotella
Apr.2024_D28A,cf. Koliella sp.,3.803377724,,4/15/2024,Apr,2024,D28A,,Green Alga,Koliella
Apr.2024_D4,Achnanthidium minutissimum,23.95673194,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Achnanthidium
Apr.2024_D4,Achnanthidium sp.,23.95673194,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Achnanthidium
Apr.2024_D4,Asterionella formosa,53.24728814,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Asterionella
Apr.2024_D4,Aulacoseira alpigena,4.437274011,,4/17/2024,Apr,2024,D4,,Centric Diatom,Aulacoseira
Apr.2024_D4,Aulacoseira sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Centric Diatom,Aulacoseira
Apr.2024_D4,Chlamydomonas sp.,23.95673194,,4/17/2024,Apr,2024,D4,,Green Alga,Chlamydomonas
Apr.2024_D4,Cocconeis sp.,48.81001412,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Cocconeis
Apr.2024_D4,Cryptomonas sp.,48.81001412,,4/17/2024,Apr,2024,D4,,Cryptophyte,Cryptomonas
Apr.2024_D4,Cyclotella sp.,66.55911017,,4/17/2024,Apr,2024,D4,,Centric Diatom,Cyclotella
Apr.2024_D4,Desmodesmus sp.,8.874548023,,4/17/2024,Apr,2024,D4,,Green Alga,Desmodesmus
Apr.2024_D4,Diatoma sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Diatoma
Apr.2024_D4,Encyonema sp.,47.91346388,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Encyonema
Apr.2024_D4,Eucapsis microscopica,8648.380231,,4/17/2024,Apr,2024,D4,,Cyanobacterium,Eucapsis
Apr.2024_D4,Gymnodinium sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Dinoflagellate,Gymnodinium
Apr.2024_D4,Gyrosigma sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Gyrosigma
Apr.2024_D4,Kephyrion sp.,23.95673194,,4/17/2024,Apr,2024,D4,,Chrysophyte,Kephyrion
Apr.2024_D4,Luticola sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Luticola
Apr.2024_D4,Monoraphidium minutum,4.437274011,,4/17/2024,Apr,2024,D4,,Green Alga,Monoraphidium
Apr.2024_D4,Monoraphidium sp.,95.82692777,,4/17/2024,Apr,2024,D4,,Green Alga,Monoraphidium
Apr.2024_D4,Navicula sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Navicula
Apr.2024_D4,Nitzschia acicularis,23.95673194,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Nitzschia
Apr.2024_D4,Nitzschia inconspicua,8.874548023,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Nitzschia
Apr.2024_D4,Nitzschia sp.,31.06091808,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Nitzschia
Apr.2024_D4,Nupela sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Nupela
Apr.2024_D4,Plagioselmis lacustris,119.7836597,,4/17/2024,Apr,2024,D4,,Cryptophyte,Plagioselmis
Apr.2024_D4,Plagioselmis nannoplanctica,551.0048347,,4/17/2024,Apr,2024,D4,,Cryptophyte,Plagioselmis
Apr.2024_D4,Planktolyngbya limnetica,8.874548023,,4/17/2024,Apr,2024,D4,,Cyanobacterium,Planktolyngbya
Apr.2024_D4,Scenedesmus sp.,23.95673194,,4/17/2024,Apr,2024,D4,,Green Alga,Scenedesmus
Apr.2024_D4,Skeletonema sp.,53.24728814,,4/17/2024,Apr,2024,D4,,Centric Diatom,Skeletonema
Apr.2024_D4,Staurosira sp.,4.437274011,,4/17/2024,Apr,2024,D4,,Pennate Diatom,Staurosira
Apr.2024_D4,Teleaulax sp.,13.31182203,,4/17/2024,Apr,2024,D4,,Cryptophyte,Teleaulax
Apr.2024_D4,cf. Chlorella sp.,119.7836597,,4/17/2024,Apr,2024,D4,,Green Alga,Chlorella
Apr.2024_D4,cf. Cyclotella sp.,167.6971236,,4/17/2024,Apr,2024,D4,,Centric Diatom,Cyclotella
Apr.2024_D4,cf. Koliella sp.,23.95673194,,4/17/2024,Apr,2024,D4,,Green Alga,Koliella
Apr.2024_D41,Asterionellopsis glacialis,5.705066586,,4/22/2024,Apr,2024,D41,,Pennate Diatom,Asterionellopsis
Apr.2024_D41,Chaetoceros sp.,3.803377724,,4/22/2024,Apr,2024,D41,,Centric Diatom,Chaetoceros
Apr.2024_D41,Chlorella sp.,17.29207719,,4/22/2024,Apr,2024,D41,,Green Alga,Chlorella
Apr.2024_D41,Cryptomonas sp.,17.29207719,,4/22/2024,Apr,2024,D41,,Cryptophyte,Cryptomonas
Apr.2024_D41,Cyclotella sp.,17.29207719,,4/22/2024,Apr,2024,D41,,Centric Diatom,Cyclotella
Apr.2024_D41,Eucampia zodiacus,7.606755448,,4/22/2024,Apr,2024,D41,,Centric Diatom,Eucampia
Apr.2024_D41,Eucapsis microscopica,6207.855712,,4/22/2024,Apr,2024,D41,,Cyanobacterium,Eucapsis
Apr.2024_D41,Eutreptia sp.,17.29207719,,4/22/2024,Apr,2024,D41,,Euglenoid,Eutreptia
Apr.2024_D41,Gyrosigma spp.,3.803377724,,4/22/2024,Apr,2024,D41,,Pennate Diatom,Gyrosigma
Apr.2024_D41,Heterocapsa rotundata,3.803377724,,4/22/2024,Apr,2024,D41,,Dinoflagellate,Heterocapsa
Apr.2024_D41,Heterocapsa triquetra,1.901688862,,4/22/2024,Apr,2024,D41,,Dinoflagellate,Heterocapsa
Apr.2024_D41,Karlodinium sp.,3.803377724,,4/22/2024,Apr,2024,D41,,Dinoflagellate,Karlodinium
Apr.2024_D41,Navicula sp.,17.29207719,,4/22/2024,Apr,2024,D41,,Pennate Diatom,Navicula
Apr.2024_D41,Nitzschia spp.,3.803377724,,4/22/2024,Apr,2024,D41,,Pennate Diatom,Nitzschia
Apr.2024_D41,Plagioselmis nannoplanctica,207.5049263,,4/22/2024,Apr,2024,D41,,Cryptophyte,Plagioselmis
Apr.2024_D41,Protoperidinium bipes,1.901688862,,4/22/2024,Apr,2024,D41,,Dinoflagellate,Protoperidinium
Apr.2024_D41,Pyramimonas cf. orientalis,17.29207719,,4/22/2024,Apr,2024,D41,,Green Alga,Pyramimonas
Apr.2024_D41,Pyramimonas sp.,51.87623157,,4/22/2024,Apr,2024,D41,,Green Alga,Pyramimonas
Apr.2024_D41,Skeletonema cf. costatum,121.0445403,,4/22/2024,Apr,2024,D41,,Centric Diatom,Skeletonema
Apr.2024_D41,Strombidium sp.,3.803377724,,4/22/2024,Apr,2024,D41,,Ciliate,Strombidium
Apr.2024_D41,Teleaulax amphioxeia,242.0890807,,4/22/2024,Apr,2024,D41,,Cryptophyte,Teleaulax
Apr.2024_D41,Teleaulax sp.,69.16830877,,4/22/2024,Apr,2024,D41,,Cryptophyte,Teleaulax
Apr.2024_D41,Thalassiosira eccentrica,17.29207719,,4/22/2024,Apr,2024,D41,,Centric Diatom,Thalassiosira
Apr.2024_D41,Thalassiosira sp.,5.705066586,,4/22/2024,Apr,2024,D41,,Centric Diatom,Thalassiosira
Apr.2024_D41,cf. Chrysosaccus sp.,34.58415438,,4/22/2024,Apr,2024,D41,,Chrysophyte,Chrysosaccus
Apr.2024_D41,cf. Cyclotella sp.,34.58415438,,4/22/2024,Apr,2024,D41,,Centric Diatom,Cyclotella
Apr.2024_D41,cf. Eutreptiella sp.,3.803377724,,4/22/2024,Apr,2024,D41,,Euglenoid,Eutreptiella
Apr.2024_D41,cf. Peridinium sp.,17.29207719,,4/22/2024,Apr,2024,D41,,Dinoflagellate,Peridinium
Apr.2024_D41,cf. Pyramimonas sp.,86.46038596,,4/22/2024,Apr,2024,D41,,Green Alga,Pyramimonas
Apr.2024_D41,cf. Scrippsiella sp.,7.606755448,,4/22/2024,Apr,2024,D41,,Dinoflagellate,Scrippsiella
