Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,TotAlkalinity,DissAmmonia,DissBromide,DissCalcium,DissChloride,Chla,DissNitrateNitrite,DOC,TOC,DON,Pheoa,TotPhos,DissSilica,TDS,TSS,VSS,TKN,DissOrthophos
Blank; Equipment,Blank; Equipment,5/15/2023 14:40,E0523B1063,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,5/16/2023 15:20,E0523B1129,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,5/17/2023 15:10,E0523B1171,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,5/18/2023 15:40,E0523B1219,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/7/2023 14:15,E0623B1226,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/8/2023 10:05,E0623B1237,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/9/2023 11:20,E0623B1254,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/12/2023 12:50,E0623B1279,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/13/2023 13:40,E0623B1339,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/14/2023 14:20,E0623B1378,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,6/15/2023 13:50,E0623B1423,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/7/2023 14:45,E0723B1539,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/10/2023 13:25,E0723B1550,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/11/2023 15:10,E0723B1567,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/12/2023 14:15,E0723B1592,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/13/2023 15:15,E0723B1652,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/14/2023 17:30,E0723B1691,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,7/17/2023 15:55,E0723B1736,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/4/2023 13:30,E0823B1752,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/8/2023 12:50,E0823B1763,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,0.8,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/9/2023 15:15,E0823B1865,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,0.8,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/10/2023 14:45,E0823B1906,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/11/2023 16:15,E0823B1998,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/14/2023 16:40,E0823B2053,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,8/15/2023 15:25,E0823B2114,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/1/2023 13:50,E0923B2121,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/5/2023 12:05,E0923B2132,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/6/2023 13:40,E0923B2198,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/7/2023 14:15,E0923B2233,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/8/2023 14:45,E0923B2362,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/11/2023 16:20,E0923B2417,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,9/12/2023 14:40,E0923B2478,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/2/2023 15:05,E1023B2485,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/3/2023 11:00,E1023B2496,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/4/2023 13:05,E1023B2530,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,1.5,0.7,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/5/2023 12:20,E1023B2558,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,1,0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/6/2023 14:00,E1023B2624,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/9/2023 14:15,E1023B2666,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,10/10/2023 11:50,E1023B2714,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,11/3/2023 12:25,E1123B2721,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,11/6/2023 16:35,E1123B2835,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,11/7/2023 15:10,E1123B2876,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,11/8/2023 14:15,E1123B2968,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,"<0.01,<0.01**",<0.1,<2.5,<2.5,<2.5,"<0.1,<0.1**",<0.05
Blank; Equipment,Blank; Equipment,11/9/2023 14:20,E1123B3023,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,11/13/2023 15:05,E1123B3151,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,11/29/2023 15:30,E1123B3084,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/4/2023 14:45,E1223B3169,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,0.179,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/5/2023 16:30,E1223B3235,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/6/2023 14:40,E1223B3270,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/7/2023 12:00,E1223B3310,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/11/2023 15:20,E1223B3402,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/12/2023 13:15,E1223B3457,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
Blank; Equipment,Blank; Equipment,12/14/2023 13:50,E1223B3522,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<0.05,<0.5,0.6,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,1/11/2023 14:45,E0123B0004,3 Feet,,Normal Sample,0,63,0.3,N/A,15.3,23.8,4.35,0.941,8.8,9.1,1.09,4.25,0.498,15.5,167,144,19.4,1.55,0.296
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,1/11/2023 14:45,E0123B0005,3 Feet,,"Duplicate, Specific Analyte(s)",E0123B0004,62.8,0.299,N/A,15.8,23.8,4.31,0.935,8.9,8.8,1.17,4.32,0.493,15.8,165,131,17.8,1.55,0.295
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,2/10/2023 12:30,E0223B0224,3 Feet,,Normal Sample,0,65.9,<0.05,N/A,18.3,37.8,9.06,0.772,5.2,5.1,0.5,1.59,0.16,13.7,219,13.3,2.9,0.602,0.113
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,3/10/2023 10:45,E0323B0452,3 Feet,,Normal Sample,0,43.4,<0.05,N/A,"10.5,10.9**",13.8,10.5,0.431,4.7,4.6,0.38,2.34,0.129,"13.1,13.4**","116,117**",30.7,4.3,0.483,0.07
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,4/11/2023 11:45,E0423B0757,3 Feet,,Normal Sample,0,38.7,<0.05,N/A,8.56,9.64,4.25,0.127,3.6,3.5,0.18,0.9,0.08,9.61,"84,85**",11.1,<2.5,0.221,0.06
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,5/10/2023 11:30,E0523B0993,3 Feet,,Normal Sample,0,30.3,<0.05,N/A,6.42,4.85,2.25,0.107,3.4,3.3,0.21,0.75,0.082,10.2,63,11.7,<2.5,0.234,0.068
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,6/7/2023 10:45,E0623B1229,3 Feet,,Normal Sample,0,24.7,<0.05,N/A,5.56,3.66,5.22,0.088,3.2,3,0.26,2.27,0.101,9.05,52,19.9,3.2,0.312,0.067
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,7/7/2023 11:15,E0723B1542,3 Feet,,Normal Sample,0,28.1,<0.05,N/A,7.16,9.28,12.4,0.242,2.8,2.6,0.11,4.21,0.119,9.3,71,45,5,0.352,0.057
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,8/4/2023 10:15,E0823B1755,3 Feet,,Normal Sample,0,47.8,<0.05,N/A,12.7,25.1,23.7,0.397,2.9,3,0.12,6.39,0.082,11,"139,140**",21.3,4.5,0.415,<0.05
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,9/1/2023 9:45,E0923B2124,3 Feet,,Normal Sample,0,44.7,<0.05,N/A,11.8,22.2,10.9,0.691,2.8,2.8,0.13,2.92,0.07,11.4,118,24.4,3.6,0.315,<0.05
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,10/2/2023 12:15,E1023B2488,3 Feet,,Normal Sample,0,68.4,<0.05,N/A,17.4,38.6,7.67,1.65,3.2,3.3,0.24,3.36,0.111,11,212,29.7,4,0.385,0.072
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,11/29/2023 11:30,E1123B3087,3 Feet,,Normal Sample,0,115,<0.05,N/A,"31.5,33**",85.5,2.08,1.86,"4.6,4.8**","4.6,4.6**",0.38,1.26,0.108,"15.3,15.4**",401,"15.2,15.4**","<2.5,2.5**",0.467,0.068
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,12/14/2023 11:00,E1223B3525,3 Feet,,Normal Sample,0,121,<0.05,N/A,35.1,100,5.72,1.68,3.2,3.1,0.29,1.55,0.101,14.2,456,15.4,2.7,0.418,0.058
C9 - West Canal @ Clifton Court Intake,B9C74981333,1/11/2023 12:45,E0123B0003,3 Feet,,Normal Sample,0,63.7,0.232,N/A,"26.1,26.6**",70.6,1.57,2.9,7.8,8.2,0.87,1.59,0.273,"14.3,14.5**",309,"54.9,55.4**","9.7,10.3**",1.15,0.17
C9 - West Canal @ Clifton Court Intake,B9C74981333,2/10/2023 11:00,E0223B0223,3 Feet,,Normal Sample,0,66.1,0.085,N/A,"21.1,21.2**",43.1,0.68,1.73,7.3,7,0.54,0.89,0.16,"15.5,15.6**",244,10.9,<2.5,0.823,0.131
C9 - West Canal @ Clifton Court Intake,B9C74981333,3/10/2023 9:15,E0323B0451,3 Feet,,Normal Sample,0,66.2,0.079,N/A,20.1,45.9,2.26,1.08,5.3,5.7,0.47,2.92,"0.142,0.147**",13.1,241,24.9,5.4,"0.68,0.698**",0.089
