SampleID,Genus,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
D22.Jan.2022,Melosira,43.81,,1/10/2022,D22,Jan,2022,Confluence,CON,Winter
D22.Jan.2022,Nitzschia,306.67,,1/10/2022,D22,Jan,2022,Confluence,CON,Winter
D22.Jan.2022,Plagioselmis,87.62,,1/10/2022,D22,Jan,2022,Confluence,CON,Winter
D4.Jan.2022,Achnanthidium,153.32,,1/10/2022,D4,Jan,2022,Confluence,CON,Winter
D4.Jan.2022,Cocconeis,153.32,,1/10/2022,D4,Jan,2022,Confluence,CON,Winter
D4.Jan.2022,Eucapsis,63474.48,,1/10/2022,D4,Jan,2022,Confluence,CON,Winter
D4.Jan.2022,Plagioselmis,153.32,,1/10/2022,D4,Jan,2022,Confluence,CON,Winter
NZ068.Jan.2022,Achnanthidium,41.82,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Aulacoseira,334.56,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Cocconeis,41.82,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Cyclotella,41.82,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Eucapsis,16644.36,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Nitzschia,125.46,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Plagioselmis,83.64,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Ulnaria,41.82,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
D10.Jan.2022,Achnanthidium,270.58,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Cyclotella,541.16,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Eucapsis,53845.42,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Nitzschia,135.29,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Plagioselmis,135.29,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D6.Jan.2022,Cryptomonas,102.22,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D6.Jan.2022,Cyclotella,204.44,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D6.Jan.2022,Eucapsis,40376.9,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D6.Jan.2022,Plagioselmis,204.44,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D8.Jan.2022,Cocconeis,153.32,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Jan.2022,Cyclotella,459.96,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Jan.2022,Eucapsis,62861.2,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
EZ2.Jan.2022,Eucapsis,49063.04,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ,Winter
EZ2.Jan.2022,Nitzschia,117.94,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ,Winter
EZ2.Jan.2022,Pseudanabaena,117.94,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Aulacoseira,836.28,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Cryptomonas,139.38,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Eucapsis,60909.06,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Nitzschia,278.76,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Planothidium,139.38,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
D7.Jan.2022,Cyclotella,191.65,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Jan.2022,Eucapsis,78576.5,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Jan.2022,Plagioselmis,383.3,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Jan.2022,Cyclotella,229.98,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Jan.2022,Entomoneis,229.98,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Jan.2022,Eucapsis,97281.54,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Achnanthidium,143.74,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Cyclotella,287.48,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Eucapsis,58214.7,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Monoraphidium,143.74,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Nitzschia,143.74,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D41.Jan.2022,Cryptomonas,181.56,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41.Jan.2022,Cyclotella,363.12,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41.Jan.2022,Eucapsis,23723.84,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41.Jan.2022,Plagioselmis,60.52,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Chrysochromulina,41.07,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Cyclotella,41.07,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Eucapsis,16345.86,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Navicula,41.07,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Ochromonas,82.14,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Plagioselmis,287.49,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Staurosira,41.07,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
NZ002.Jan.2022,Cyclotella,176.92,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB,Winter
NZ002.Jan.2022,Eucapsis,35118.62,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB,Winter
NZ002.Jan.2022,Plagioselmis,530.76,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Cryptomonas,54.11,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Cyclotella,432.88,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Eucapsis,20832.35,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Plagioselmis,324.66,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Thalassiosira,108.22,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Crucigenia,95.83,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Cyclotella,191.66,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Encyonema,95.83,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Eucapsis,38427.83,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Plagioselmis,191.66,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
D12.Jan.2022,Achnanthidium,102.22,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Cocconeis,408.88,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Cyclotella,204.44,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Diatoma,102.22,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Eucapsis,40070.24,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Melosira,102.22,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Monoraphidium,102.22,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Navicula,102.22,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Nitzschia,306.66,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
C10A.Feb.2022,Achnanthidium,95.82,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Chlorella,431.19,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Chroococcus,47.91,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Chrysochromulina,191.64,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Coccomyxa,479.1,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Cyclotella,2012.22,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Eucapsis,15043.74,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Navicula,143.73,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Nitzschia,191.64,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Plagioselmis,95.82,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Planktolyngbya,47.91,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Scenedesmus,47.91,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Staurosira,479.1,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C3A.Feb.2022,Cryptomonas,73.02,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Cyclotella,219.06,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Diatoma,36.51,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Encyonema,36.51,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Eucapsis,14238.9,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Navicula,36.51,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Nitzschia,292.08,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Plagioselmis,109.53,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Planktolyngbya,109.53,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Planktothrix,73.02,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Scenedesmus,73.02,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C9.Feb.2022,Achnanthidium,28.04,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Coccomyxa,182.26,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Cyclotella,14.02,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Drepanochloris,14.02,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Eucapsis,4528.46,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Nitzschia,14.02,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Plagioselmis,869.24,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Planothidium,14.02,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
D12.Feb.2022,Cocconeis,204.44,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Cryptomonas,51.11,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Cyclotella,102.22,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Epithemia,51.11,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Eucapsis,20137.34,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Navicula,51.11,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Plagioselmis,255.55,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D16.Feb.2022,Aulacoseira,34.58,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Carteria,69.16,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Chrysochromulina,103.74,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Coccomyxa,34.58,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Eucapsis,13174.98,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Nitzschia,69.16,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Plagioselmis,345.8,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Cryptomonas,27.38,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Cyclotella,109.52,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Eucapsis,10404.4,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Monoraphidium,27.38,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Navicula,27.38,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Plagioselmis,465.46,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Cocconeis,146.04,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Cyclotella,36.51,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Eucapsis,14238.9,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Navicula,73.02,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Nitzschia,73.02,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Plagioselmis,292.08,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
EZ2-SJR.Feb.2022,Cocconeis,135.28,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Cyclotella,135.28,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Encyonema,67.64,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Eucapsis,27191.28,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Nitzschia,202.92,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Plagioselmis,135.28,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
D26.Feb.2022,Cocconeis,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Crucigenia,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Cyclotella,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Eucapsis,10275.48,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Monoraphidium,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Navicula,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Ochromonas,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Plagioselmis,131.4,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Staurosira,26.28,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
MD10A.Feb.2022,Chrysochromulina,41.06,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Coccomyxa,102.65,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Cryptomonas,20.53,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Cyclotella,20.53,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Eucapsis,7041.79,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Monoraphidium,41.06,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Plagioselmis,1047.03,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Achnanthidium,34.58,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Cryptomonas,276.64,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Cyclotella,69.16,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Eucapsis,13451.62,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Plagioselmis,311.22,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Scenedesmus,34.58,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
D22.Feb.2022,Cocconeis,65.7,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Cyclotella,131.4,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Eucapsis,13238.55,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Fragilaria,32.85,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Nitzschia,98.55,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Plagioselmis,164.25,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Staurosira,32.85,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Aulacoseira,48.42,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Chlorella,48.42,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Coccomyxa,242.1,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Cocconeis,96.84,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Cyclotella,48.42,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Eucapsis,19174.32,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Navicula,48.42,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Plagioselmis,96.84,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
EZ2.Feb.2022,Cocconeis,360.76,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Cyclotella,270.57,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Encyonema,90.19,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Eucapsis,35083.91,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Gomphonema,270.57,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
