SampleID,AlgalType,BV.um3.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
D4.Jan.2022,Pennate Diatom,113919.8264,,1/10/2022,D4,Jan,2022,Confluence,CON,Winter
NZ068.Jan.2022,Centric Diatom,140466.6888,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Cryptophyte,6385.914,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Cyanobacterium,5991.9696,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
NZ068.Jan.2022,Pennate Diatom,343522.026,,1/10/2022,NZ068,Jan,2022,Northern Interior Delta,NID,Winter
D10.Jan.2022,Centric Diatom,182939.138,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Cryptophyte,46562.7593,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Cyanobacterium,19384.3512,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D10.Jan.2022,Pennate Diatom,8375.8039,,1/11/2022,D10,Jan,2022,Confluence,CON,Winter
D6.Jan.2022,Centric Diatom,130919.2872,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D6.Jan.2022,Cryptophyte,55206.9776,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D6.Jan.2022,Cyanobacterium,14535.684,,1/11/2022,D6,Jan,2022,San Pablo Bay,SPB,Winter
D8.Jan.2022,Centric Diatom,344385.8508,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Jan.2022,Cyanobacterium,22630.032,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Jan.2022,Pennate Diatom,17559.7396,,1/11/2022,D8,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
EZ2.Jan.2022,Cyanobacterium,22116.1088,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ,Winter
EZ2.Jan.2022,Pennate Diatom,2653.65,,1/11/2022,EZ2,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Centric Diatom,211077.072,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Cryptophyte,2342.9778,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Cyanobacterium,21927.2616,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
EZ6.Jan.2022,Pennate Diatom,25949.7684,,1/11/2022,EZ6,Jan,2022,Entrapment Zone,EZ,Winter
D7.Jan.2022,Centric Diatom,48167.3945,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Jan.2022,Cryptophyte,29264.955,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Jan.2022,Cyanobacterium,28287.54,,1/12/2022,D7,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Jan.2022,Centric Diatom,35403.1212,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Jan.2022,Cyanobacterium,35021.3544,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Jan.2022,Pennate Diatom,433068.4386,,1/12/2022,NZ032,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Centric Diatom,89828.8756,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Cyanobacterium,20957.292,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Green Alga,835.1294,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Jan.2022,Pennate Diatom,12079.9096,,1/12/2022,NZS42,Jan,2022,Grizzly and Suisun Bay,GSB,Winter
D41.Jan.2022,Centric Diatom,57783.2856,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41.Jan.2022,Cryptophyte,94859.6532,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41.Jan.2022,Cyanobacterium,8540.5824,,1/13/2022,D41,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Centric Diatom,7902.6894,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Chrysophyte,7552.773,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Cryptophyte,115891.7367,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Cyanobacterium,5884.5096,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Haptophyte,974.5911,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
D41A.Jan.2022,Pennate Diatom,15541.2987,,1/13/2022,D41A,Jan,2022,San Pablo Bay,SPB,Winter
NZ002.Jan.2022,Centric Diatom,35571.5352,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB,Winter
NZ002.Jan.2022,Cryptophyte,463921.3932,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB,Winter
NZ002.Jan.2022,Cyanobacterium,12642.7032,,1/13/2022,NZ002,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Centric Diatom,306170.613,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Cryptophyte,87348.6908,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ004.Jan.2022,Cyanobacterium,7499.646,,1/13/2022,NZ004,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Centric Diatom,30481.6064,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Cryptophyte,10035.3176,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Cyanobacterium,13834.0188,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Green Alga,8288.3367,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
NZ325.Jan.2022,Pennate Diatom,17873.2533,,1/13/2022,NZ325,Jan,2022,San Pablo Bay,SPB,Winter
D12.Jan.2022,Centric Diatom,406322.4556,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Cyanobacterium,14425.2864,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Green Alga,3574.6334,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
D12.Jan.2022,Pennate Diatom,563773.966,,1/16/2022,D12,Jan,2022,Confluence,CON,Winter
C10A.Feb.2022,Centric Diatom,184319.352,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Cryptophyte,69821.1594,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Cyanobacterium,6573.252,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Green Alga,29146.0485,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Haptophyte,4681.7652,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C10A.Feb.2022,Pennate Diatom,166311.8994,,2/7/2022,C10A,Feb,2022,Southern Interior Delta,SID,Winter
C3A.Feb.2022,Centric Diatom,118710.8046,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Cryptophyte,54452.4744,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Cyanobacterium,10556.8665,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Green Alga,13219.5408,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C3A.Feb.2022,Pennate Diatom,49629.1383,,2/7/2022,C3A,Feb,2022,Northern Interior Delta,NID,Winter
C9.Feb.2022,Centric Diatom,1109.9634,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Cryptophyte,262104.601,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Cyanobacterium,1630.2456,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Green Alga,2796.8498,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
C9.Feb.2022,Pennate Diatom,12334.796,,2/7/2022,C9,Feb,2022,Southern Interior Delta,SID,Winter
D12.Feb.2022,Centric Diatom,88191.3272,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Cryptophyte,104900.2084,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Cyanobacterium,7249.4424,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D12.Feb.2022,Pennate Diatom,117833.5939,,2/8/2022,D12,Feb,2022,Confluence,CON,Winter
D16.Feb.2022,Centric Diatom,4939.753,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Cryptophyte,137447.8924,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Cyanobacterium,4742.9928,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Green Alga,3258.8192,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Haptophyte,6382.0848,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D16.Feb.2022,Pennate Diatom,15727.6756,,2/8/2022,D16,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Centric Diatom,19106.5854,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Cryptophyte,336544.008,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Cyanobacterium,3745.584,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Green Alga,657.9414,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D19.Feb.2022,Pennate Diatom,9152.3126,,2/8/2022,D19,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Centric Diatom,11408.2797,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Cryptophyte,51084.792,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Cyanobacterium,5126.004,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
D28A.Feb.2022,Pennate Diatom,136234.8744,,2/8/2022,D28A,Feb,2022,Central Delta,CED,Winter
EZ2-SJR.Feb.2022,Centric Diatom,245943.0984,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Cryptophyte,32736.4072,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Cyanobacterium,9788.8608,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
EZ2-SJR.Feb.2022,Pennate Diatom,163601.5444,,2/8/2022,EZ2-SJR,Feb,2022,Entrapment Zone,EZ,Winter
D26.Feb.2022,Centric Diatom,1941.8292,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Chrysophyte,25928.8992,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Cryptophyte,34093.044,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Cyanobacterium,3699.1728,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Green Alga,5124.8628,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
D26.Feb.2022,Pennate Diatom,15808.4712,,2/9/2022,D26,Feb,2022,Central Delta,CED,Winter
MD10A.Feb.2022,Centric Diatom,2030.8276,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Cryptophyte,365905.7794,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Cyanobacterium,2535.0444,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Green Alga,1482.8819,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
MD10A.Feb.2022,Haptophyte,1459.2724,,2/9/2022,MD10A,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Centric Diatom,148065.3356,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Cryptophyte,328979.2506,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Cyanobacterium,4842.5832,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Green Alga,7833.0616,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
P8.Feb.2022,Pennate Diatom,1412.9388,,2/9/2022,P8,Feb,2022,Southern Interior Delta,SID,Winter
D22.Feb.2022,Centric Diatom,28735.209,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Cryptophyte,31131.945,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Cyanobacterium,4765.878,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D22.Feb.2022,Pennate Diatom,44095.212,,2/10/2022,D22,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Centric Diatom,13151.8404,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Cryptophyte,10264.0716,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Cyanobacterium,6902.7552,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Green Alga,2849.0328,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
D4.Feb.2022,Pennate Diatom,81713.592,,2/10/2022,D4,Feb,2022,Confluence,CON,Winter
EZ2.Feb.2022,Centric Diatom,212386.6272,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Cryptophyte,14351.9347,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Cyanobacterium,12630.2076,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ2.Feb.2022,Pennate Diatom,255154.7252,,2/10/2022,EZ2,Feb,2022,Entrapment Zone,EZ,Winter
EZ6.Feb.2022,Centric Diatom,35578.6048,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ,Winter
EZ6.Feb.2022,Cryptophyte,247201.5464,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ,Winter
EZ6.Feb.2022,Cyanobacterium,9060.7392,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ,Winter
EZ6.Feb.2022,Pennate Diatom,115932.618,,2/10/2022,EZ6,Feb,2022,Entrapment Zone,EZ,Winter
NZ068.Feb.2022,Centric Diatom,15903.702,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID,Winter
NZ068.Feb.2022,Cryptophyte,150251.875,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID,Winter
NZ068.Feb.2022,Cyanobacterium,9867.7315,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID,Winter
NZ068.Feb.2022,Green Alga,1520.491,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID,Winter
NZ068.Feb.2022,Pennate Diatom,111765.3645,,2/10/2022,NZ068,Feb,2022,Northern Interior Delta,NID,Winter
D10.Feb.2022,Centric Diatom,69163.1034,,2/11/2022,D10,Feb,2022,Confluence,CON,Winter
D10.Feb.2022,Cryptophyte,88345.6145,,2/11/2022,D10,Feb,2022,Confluence,CON,Winter
D10.Feb.2022,Cyanobacterium,14491.7292,,2/11/2022,D10,Feb,2022,Confluence,CON,Winter
D10.Feb.2022,Pennate Diatom,254297.9202,,2/11/2022,D10,Feb,2022,Confluence,CON,Winter
D6.Feb.2022,Centric Diatom,4357.2933,,2/11/2022,D6,Feb,2022,San Pablo Bay,SPB,Winter
D6.Feb.2022,Cryptophyte,104464.1756,,2/11/2022,D6,Feb,2022,San Pablo Bay,SPB,Winter
D6.Feb.2022,Cyanobacterium,8279.388,,2/11/2022,D6,Feb,2022,San Pablo Bay,SPB,Winter
D6.Feb.2022,Green Alga,4570.7647,,2/11/2022,D6,Feb,2022,San Pablo Bay,SPB,Winter
D6.Feb.2022,Pennate Diatom,13314.8363,,2/11/2022,D6,Feb,2022,San Pablo Bay,SPB,Winter
D8.Feb.2022,Centric Diatom,391961.1144,,2/11/2022,D8,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Feb.2022,Cryptophyte,170999.0199,,2/11/2022,D8,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Feb.2022,Cyanobacterium,10699.9704,,2/11/2022,D8,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Feb.2022,Green Alga,12679.8738,,2/11/2022,D8,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D8.Feb.2022,Pennate Diatom,84601.1622,,2/11/2022,D8,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Feb.2022,Centric Diatom,35687.5575,,2/14/2022,D7,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Feb.2022,Cryptophyte,68190.962,,2/14/2022,D7,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D7.Feb.2022,Cyanobacterium,7231.0428,,2/14/2022,D7,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Feb.2022,Centric Diatom,501741.9225,,2/14/2022,NZ032,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Feb.2022,Cyanobacterium,12488.5656,,2/14/2022,NZ032,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZ032.Feb.2022,Pennate Diatom,166508.4582,,2/14/2022,NZ032,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Feb.2022,Centric Diatom,115058.994,,2/14/2022,NZS42,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Feb.2022,Cryptophyte,14632.4775,,2/14/2022,NZS42,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Feb.2022,Cyanobacterium,27804.582,,2/14/2022,NZS42,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Feb.2022,Haptophyte,48123.315,,2/14/2022,NZS42,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
NZS42.Feb.2022,Pennate Diatom,33611.577,,2/14/2022,NZS42,Feb,2022,Grizzly and Suisun Bay,GSB,Winter
D41.Feb.2022,Centric Diatom,735907.632,,2/15/2022,D41,Feb,2022,San Pablo Bay,SPB,Winter
D41.Feb.2022,Chrysophyte,1202.256,,2/15/2022,D41,Feb,2022,San Pablo Bay,SPB,Winter
D41.Feb.2022,Cryptophyte,70143.744,,2/15/2022,D41,Feb,2022,San Pablo Bay,SPB,Winter
D41.Feb.2022,Cyanobacterium,4994.496,,2/15/2022,D41,Feb,2022,San Pablo Bay,SPB,Winter
D41.Feb.2022,Green Alga,3329.664,,2/15/2022,D41,Feb,2022,San Pablo Bay,SPB,Winter
D41A.Feb.2022,Cryptophyte,100227.7224,,2/15/2022,D41A,Feb,2022,San Pablo Bay,SPB,Winter
D41A.Feb.2022,Cyanobacterium,21206.4696,,2/15/2022,D41A,Feb,2022,San Pablo Bay,SPB,Winter
D41A.Feb.2022,Pennate Diatom,61537.6374,,2/15/2022,D41A,Feb,2022,San Pablo Bay,SPB,Winter
NZ002.Feb.2022,Centric Diatom,14505.6288,,2/15/2022,NZ002,Feb,2022,San Pablo Bay,SPB,Winter
NZ002.Feb.2022,Cryptophyte,6161.2322,,2/15/2022,NZ002,Feb,2022,San Pablo Bay,SPB,Winter
NZ002.Feb.2022,Cyanobacterium,7051.0176,,2/15/2022,NZ002,Feb,2022,San Pablo Bay,SPB,Winter
NZ002.Feb.2022,Haptophyte,1236.9946,,2/15/2022,NZ002,Feb,2022,San Pablo Bay,SPB,Winter
NZ002.Feb.2022,Pennate Diatom,22477.097,,2/15/2022,NZ002,Feb,2022,San Pablo Bay,SPB,Winter
NZ004.Feb.2022,Centric Diatom,31642.7121,,2/15/2022,NZ004,Feb,2022,San Pablo Bay,SPB,Winter
NZ004.Feb.2022,Cryptophyte,120814.8402,,2/15/2022,NZ004,Feb,2022,San Pablo Bay,SPB,Winter
NZ004.Feb.2022,Cyanobacterium,7212.6432,,2/15/2022,NZ004,Feb,2022,San Pablo Bay,SPB,Winter
NZ004.Feb.2022,Green Alga,1924.8026,,2/15/2022,NZ004,Feb,2022,San Pablo Bay,SPB,Winter
NZ004.Feb.2022,Haptophyte,2858.0712,,2/15/2022,NZ004,Feb,2022,San Pablo Bay,SPB,Winter
NZ004.Feb.2022,Pennate Diatom,4696.4979,,2/15/2022,NZ004,Feb,2022,San Pablo Bay,SPB,Winter
NZ325.Feb.2022,Centric Diatom,149894.548,,2/15/2022,NZ325,Feb,2022,San Pablo Bay,SPB,Winter
NZ325.Feb.2022,Cyanobacterium,16662.3728,,2/15/2022,NZ325,Feb,2022,San Pablo Bay,SPB,Winter
NZ325.Feb.2022,Dinoflagellate,119984.636,,2/15/2022,NZ325,Feb,2022,San Pablo Bay,SPB,Winter
NZ325.Feb.2022,Pennate Diatom,823693.3488,,2/15/2022,NZ325,Feb,2022,San Pablo Bay,SPB,Winter
C10A.Mar.2022,Centric Diatom,931634.5916,,3/9/2022,C10A,Mar,2022,Southern Interior Delta,SID,Spring
C10A.Mar.2022,Cryptophyte,20418.2376,,3/9/2022,C10A,Mar,2022,Southern Interior Delta,SID,Spring
C10A.Mar.2022,Cyanobacterium,12388.444,,3/9/2022,C10A,Mar,2022,Southern Interior Delta,SID,Spring
C10A.Mar.2022,Green Alga,25122.4572,,3/9/2022,C10A,Mar,2022,Southern Interior Delta,SID,Spring
C10A.Mar.2022,Pennate Diatom,320668.246,,3/9/2022,C10A,Mar,2022,Southern Interior Delta,SID,Spring
C3A.Mar.2022,Centric Diatom,325652.8869,,3/9/2022,C3A,Mar,2022,Northern Interior Delta,NID,Spring
C3A.Mar.2022,Cryptophyte,44914.9482,,3/9/2022,C3A,Mar,2022,Northern Interior Delta,NID,Spring
C3A.Mar.2022,Cyanobacterium,16952.1336,,3/9/2022,C3A,Mar,2022,Northern Interior Delta,NID,Spring
C3A.Mar.2022,Green Alga,7896.8241,,3/9/2022,C3A,Mar,2022,Northern Interior Delta,NID,Spring
C3A.Mar.2022,Pennate Diatom,13337.2017,,3/9/2022,C3A,Mar,2022,Northern Interior Delta,NID,Spring
C9.Mar.2022,Centric Diatom,616124.5186,,3/9/2022,C9,Mar,2022,Southern Interior Delta,SID,Spring
C9.Mar.2022,Cryptophyte,181227.8534,,3/9/2022,C9,Mar,2022,Southern Interior Delta,SID,Spring
