MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,25.9,,,i,BSA.07-02,CB,High sediment.,elliptic prism,756.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,14.8,,,i,BSA.07-02,CB,High sediment.,elliptic prism,150.53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,24.1,,,i,BSA.07-02,CB,High sediment.,prism on parallelogram,110.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,7.4,,,i,BSA.07-02,CB,High sediment.,cylinder + 2 half spheres,79.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,18.5,,,i,BSA.07-02,CB,High sediment.,prolate spheroid,821.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.07-02,CB,High sediment.,cone + half sphere,251.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,3.7,,,c,BSA.07-02,CB,High sediment.,sphere,26.52,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,366,732,0.8,0.8,0.8,c,BSA.07-02,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,1468,Merismopedia sp.,Soft Body,Merismopedia,sp.,,1,8,1.9,,,c,BSA.07-02,CB,High sediment.,cube,6.86,,,,,,,,,
Phyto,7/21/2022,12:20,E0722B1475,NZ068,3,62,7,11.29%,0.0683,314.159,1.1611,17,38.65,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,5,5,5.6,,,i,BSA.07-02,CB,High sediment.,sphere,77.95,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,3,3,22.2,,,i,BSA.07-03,CB,High sediment.,elliptic prism,673.2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,9.3,,,i,BSA.07-03,CB,High sediment.,cylinder,216.52,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,4,4,16.7,,,i,BSA.07-03,CB,High sediment.,prolate spheroid,532.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.07-03,CB,High sediment.,cone + half sphere,245.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1402,cf. Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,1,8,1.9,,,c,BSA.07-03,CB,High sediment.,sphere,3.59,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,3.7,,,c,BSA.07-03,CB,High sediment.,sphere,26.52,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1767,Dolichospermum spp.,Soft Body,Dolichospermum,spp.,,24,220,5.6,,,f,BSA.07-03,CB,High sediment.,sphere,40.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,358,716,0.8,0.8,0.8,c,BSA.07-03,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,11:50,E0722B1413,D28A,3,62,8,12.90%,0.0683,314.159,0.9562,14,41.07,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,7.4,,,i,BSA.07-03,CB,High sediment.,sphere,212.17,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,22.2,,,i,BSA.07-04,AB,Moderate sediment.,elliptic prism,284.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,9.3,,,i,BSA.07-04,AB,Moderate sediment.,cylinder,209.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,27.8,,,i,BSA.07-04,AB,Moderate sediment.,cymbelloid,148.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,18.5,,,i,BSA.07-04,AB,Moderate sediment.,prism on parallelogram,120.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,5,5,7.4,,,i,BSA.07-04,AB,Moderate sediment.,cylinder + 2 half spheres,22.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1015,Ankistrodesmus sp.,Soft Body,Ankistrodesmus,sp.,,1,1,18.2,,,i,BSA.07-04,AB,Moderate sediment.,cylinder + 2 cones,112.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,16,16,4.3,,,i,BSA.07-04,AB,Moderate sediment.,cylinder + 2 cones,3.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,4.2,,,i,BSA.07-04,AB,Moderate sediment.,ellipsoid,5.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,4,4,6.3,,,i,BSA.07-04,AB,Moderate sediment.,2 cones,4.78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,8,8,9.5,,,i,BSA.07-04,AB,Moderate sediment.,cone + half sphere,202.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,15,21,7.4,,,f,BSA.07-04,AB,Moderate sediment.,sphere,209.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,239,478,0.8,0.8,0.8,c,BSA.07-04,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,100,137,5.6,,,c,BSA.07-04,AB,Moderate sediment.,sphere,57.91,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,13,46,3.2,,,f,BSA.07-04,AB,Moderate sediment.,cylinder,6.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,10:40,E0722B1401,C9,3,63,8,12.70%,0.0683,314.159,1.0928,16,35.94,1588,Trachelomonas sp.,Soft Body,Trachelomonas,sp.,,1,1,12.5,,,i,BSA.07-04,AB,Moderate sediment.,ellipsoid,590.68,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,25.4,,,i,BSA.07-05,AB,,elliptic prism,395.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,9,,,i,BSA.07-05,AB,,cylinder,146.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,35.2,,,i,BSA.07-05,AB,,prism on parallelogram,176.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1005,Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,135.2,,,i,BSA.07-05,AB,,elliptic prism,5734.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,3.7,,,i,BSA.07-05,AB,,sphere,10.31,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,4.3,,,i,BSA.07-05,AB,,cylinder + 2 cones,4.32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,14.8,,,i,BSA.07-05,AB,,2 cones,15.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,4,4,5.6,,,i,BSA.07-05,AB,,cone + half sphere,87.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,30,30,14.6,,,i,BSA.07-05,AB,,cone + half sphere,764.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,16,16,5.4,,,i,BSA.07-05,AB,,cone + half sphere,57.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,2,8,7.5,,,f ,BSA.07-05,AB,,sphere,166.3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,308,616,0.8,0.8,0.8,c,BSA.07-05,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1468,Merismopedia sp.,Soft Body,Merismopedia,sp.,,1,8,1,,,c,BSA.07-05,AB,,cube,1,,,,,,,,,
Phyto,7/19/2022,10:50,E0722B1412,D19,3,63,8,12.70%,0.0683,314.159,2.1173,31,18.55,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,22,35,5.8,,,c,BSA.07-05,AB,,sphere,96.97,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.5,,,i,BSA.07-06,AB,Moderate detritus.,elliptic prism,223.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,9,9,9.5,,,i,BSA.07-06,AB,Moderate detritus.,cylinder,221.58,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,22.7,,,i,BSA.07-06,AB,Moderate detritus.,cymbelloid,108.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,3,3,5.2,,,i,BSA.07-06,AB,Moderate detritus.,2 cones,3.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,39,39,11.1,,,i,BSA.07-06,AB,Moderate detritus.,cone + half sphere,247.53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,21,21,5.6,,,i,BSA.07-06,AB,Moderate detritus.,cone + half sphere,72.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,16,63,7.4,,,f,BSA.07-06,AB,Moderate detritus.,sphere,186.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,281,562,0.8,0.8,0.8,c,BSA.07-06,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/20/2022,9:15,E0722B1446,D26,3,60,6,10.00%,0.0683,314.159,2.049,30,25.55,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,35,41,5.6,,,c,BSA.07-06,AB,Moderate detritus.,sphere,69.46,,,,,,,,,
Phyto,7/24/2022,11:25,E0722B1474,D22,3,58,3,5.17%,0.0683,314.159,1.1611,17,90.19,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,14.8,,,i,BSA.07-07,CB,,elliptic prism,189.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/24/2022,11:25,E0722B1474,D22,3,58,3,5.17%,0.0683,314.159,1.1611,17,90.19,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.07-07,CB,,cylinder,134.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/24/2022,11:25,E0722B1474,D22,3,58,3,5.17%,0.0683,314.159,1.1611,17,90.19,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,11.1,,,i,BSA.07-07,CB,,cylinder + 2 half spheres,119.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/24/2022,11:25,E0722B1474,D22,3,58,3,5.17%,0.0683,314.159,1.1611,17,90.19,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,9.3,,,i,BSA.07-07,CB,,cone + half sphere,253.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/24/2022,11:25,E0722B1474,D22,3,58,3,5.17%,0.0683,314.159,1.1611,17,90.19,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.07-07,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/24/2022,11:25,E0722B1474,D22,3,58,3,5.17%,0.0683,314.159,1.1611,17,90.19,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,2,2,4.6,,,c,BSA.07-07,CB,,sphere,41.63,,,,,,,,,
Phyto,7/19/2022,10:50,D19 Microcystis Tow,D19,3,65,0.5,0.77%,0.0683,314.159,0.9562,14,657.1,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,16.7,,,i,BSA.07-08,CB,,prism on parallelogram,108.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
