MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/14/2022,14:30,E1122B2487,D28A,3,59,5,8.47%,0.0683,314.159,1.1611,17,54.11,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,22,2,,,f,BSA.11-01,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,10:15,E1122B2485,D12,3,58,3,5.17%,0.0683,314.159,1.0245,15,102.22,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,,,i,BSA.11-02,CB,,prism on parallelogram,132.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,10:15,E1122B2485,D12,3,58,3,5.17%,0.0683,314.159,1.0245,15,102.22,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.11-02,CB,,cone + half sphere,223.52,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,10:15,E1122B2485,D12,3,58,3,5.17%,0.0683,314.159,1.0245,15,102.22,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,0.8,0.8,c,BSA.11-02,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,545,Meridion sp.,Diatom,Meridion,sp.,,1,1,23.6,,,i,BSA.11-03,CB,,gomphonemoid,309.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.11-03,CB,,prism on parallelogram,167.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,9.3,,,i,BSA.11-03,CB,,cylinder + 2 half spheres,99.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,11.1,,,i,BSA.11-03,CB,,prolate spheroid,182.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,5.6,,,i,BSA.11-03,CB,,cone + half sphere,91.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,6,6,11.1,,,i,BSA.11-03,CB,,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1393,cf. Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,1,7.9,,,f,BSA.11-03,CB,,cylinder,68.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,11:05,E1122B2475,C9,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,392,784,0.8,0.8,0.8,c,BSA.11-03,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.11-04,CB,,cylinder,68.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,85.2,,,i,BSA.11-04,CB,,elliptic prism,2061.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,538,Melosira sp.,Diatom,Melosira,sp.,,1,1,22.2,,,i,BSA.11-04,CB,,cylinder,7256.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA.11-04,CB,,prism on parallelogram,84.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,,,i,BSA.11-04,CB,,sphere,212.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,18.5,,,i,BSA.11-04,CB,,prolate spheroid,783.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.11-04,CB,,cone + half sphere,283.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,5.6,,,i,BSA.11-04,CB,,cone + half sphere,76.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/15/2022,16:00,E1122B2522,P8,3,49,4,8.16%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,396,792,0.8,0.8,0.8,c,BSA.11-04,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,8,8,5.6,,,i,BSA.11-05,AB,,cylinder,80.78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,921,Staurosira sp.,Diatom,Staurosira,sp.,,1,1,7.4,,,i,BSA.11-05,AB,,elliptic prism,28.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.4,,,i,BSA.11-05,AB,,sphere,4.85,,,,,,,,,
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,18.7,,,i,BSA.11-05,AB,,prolate spheroid,921.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,13.5,,,i,BSA.11-05,AB,,cone + half sphere,997.2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,7,7,6,,,i,BSA.11-05,AB,,cone + half sphere,72.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/16/2022,11:15,E1122B2547,D4,3,61,2,3.28%,0.0683,314.159,1.366,20,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,383,766,0.8,0.8,0.8,c,BSA.11-05,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,22,22,7.4,,,i,BSA.11-06,APB,,cylinder,96.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,464,cf. Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,9.7,,,i,BSA.11-06,APB,,gomphonemoid,73.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,37,37,2.9,,,i,BSA.11-06,APB,,sphere,6.37,,,,,,,,,
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,18,,,i,BSA.11-06,APB,,prolate spheroid,980.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,7,13.2,,,i,BSA.11-06,APB,,cone + half sphere,768.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,49,49,7.4,,,i,BSA.11-06,APB,,cone + half sphere,115.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/14/2022,13:25,E1122B2486,D19,3,59,6,10.17%,0.0683,314.159,1.366,20,38.33,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,290,580,0.8,0.8,0.8,c,BSA.11-06,APB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/16/2022,12:15,E1122B2548,D22,3,63,1,1.59%,0.0683,314.159,1.5026,22,209.08,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,35.2,,,i,BSA.11-07,ACS,High sediment and detritus.,elliptic prism,3832.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/16/2022,12:15,E1122B2548,D22,3,63,1,1.59%,0.0683,314.159,1.5026,22,209.08,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,5.6,,,i,BSA.11-07,ACS,High sediment and detritus.,sphere,31.06,,,,,,,,,
Phyto,11/16/2022,12:15,E1122B2548,D22,3,63,1,1.59%,0.0683,314.159,1.5026,22,209.08,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,782,0.8,0.8,0.8,c,BSA.11-07,ACS,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,4,4,21.6,,,i,BSA.11-08,APB,,elliptic prism,394.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,9,9,13,,,i,BSA.11-08,APB,,cylinder,215.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,310,Encyonema sp.,Diatom,Encyonema,sp.,,3,3,22.2,,,i,BSA.11-08,APB,,cymbelloid,145.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,22.7,,,i,BSA.11-08,APB,,elliptic prism,320.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,44.4,,,i,BSA.11-08,APB,,prism on parallelogram,447.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,893,Sellaphora sp.,Diatom,Sellaphora,sp.,,1,1,18.5,,,i,BSA.11-08,APB,,box,588.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,911,Staurosira construens,Diatom,Staurosira,construens,,1,1,19.1,,,i,BSA.11-08,APB,,elliptic prism,781.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,923,Staurosira venter,Diatom,Staurosira,venter,,5,5,9.3,,,i,BSA.11-08,APB,,elliptic prism,49.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,,,i,BSA.11-08,APB,,sphere,139.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,34,34,2.6,,,i,BSA.11-08,APB,,sphere,5.58,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,4,7.3,,,c,BSA.11-08,APB,,prolate spheroid,18.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1820,Schroederia sp.,Soft Body,Schroederia,sp.,,1,1,11.1,,,i,BSA.11-08,APB,,2 cones,88.4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,7,7,7.4,,,i,BSA.11-08,APB,,cone + half sphere,112.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,18.5,,,i,BSA.11-08,APB,,prolate spheroid,601.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,6.5,,,i,BSA.11-08,APB,,cone + half sphere,121.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,273,546,0.8,0.8,0.8,c,BSA.11-08,APB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1468,Merismopedia sp.,Soft Body,Merismopedia,sp.,,1,8,1.2,,,c,BSA.11-08,APB,,cube,1.73,,,,,,,,,
Phyto,11/10/2022,12:45,E1122B2476,C10A,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1509,Pseudanabaena spp.,Soft Body,Pseudanabaena,spp.,,63,440,3.2,,,f,BSA.11-08,APB,,cylinder,7.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,9:15,E1122B2474,C3A,3,63,6,9.52%,0.0683,314.159,1.5709,23,33.33,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,70.4,,,i,BSA.11-09,ACS,Moderate sediment and detritus.,prism on parallelogram,481.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,9:15,E1122B2474,C3A,3,63,6,9.52%,0.0683,314.159,1.5709,23,33.33,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,7.4,,,i,BSA.11-09,ACS,Moderate sediment and detritus.,sphere,65.45,,,,,,,,,
Phyto,11/10/2022,9:15,E1122B2474,C3A,3,63,6,9.52%,0.0683,314.159,1.5709,23,33.33,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,7.4,,,c,BSA.11-09,ACS,Moderate sediment and detritus.,prolate spheroid,50.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,9:15,E1122B2474,C3A,3,63,6,9.52%,0.0683,314.159,1.5709,23,33.33,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.11-09,ACS,Moderate sediment and detritus.,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,11/10/2022,9:15,E1122B2474,C3A,3,63,6,9.52%,0.0683,314.159,1.5709,23,33.33,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,423,846,0.8,0.8,0.8,c,BSA.11-09,ACS,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/10/2022,9:15,E1122B2474,C3A,3,63,6,9.52%,0.0683,314.159,1.5709,23,33.33,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,15,2,,,f,BSA.11-09,ACS,Moderate sediment and detritus.,cylinder,1.27,,,,,,,,,
