MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.02-04,AB,Moderate sediment and detritus.,cylinder,126.58,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9,,,i,BSA.02-04,AB,Moderate sediment and detritus.,cylinder,318.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,19,,,i,BSA.02-04,AB,Moderate sediment and detritus.,elliptic prism,334.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,20.4,,,i,BSA.02-04,AB,Moderate sediment and detritus.,2 cones,24.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,25.9,,,i,BSA.02-04,AB,Moderate sediment and detritus.,prolate spheroid,3782.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,17,17,12,,,i,BSA.02-04,AB,Moderate sediment and detritus.,cone + half sphere,500.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/8/2022,12:10,E0222B0316,D19,3,57,7,12.28%,0.0683,314.159,1.6392,24,27.38,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,380,760,0.8,0.8,0.8,c,BSA.02-04,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,22.2,,,i,BSA.02-05,CB,,elliptic prism,520.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,13,,,i,BSA.02-05,CB,,cylinder,784.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,14.8,,,i,BSA.02-05,CB,,cymbelloid,9.87,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,3,3,22.3,,,i,BSA.02-05,CB,,gomphonemoid,187.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,18.5,,,i,BSA.02-05,CB,,elliptic prism,102.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,22.2,,,i,BSA.02-05,CB,,prism on parallelogram,36.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.02-05,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,13:15,E0222B0411,EZ2,3,60,3,5.00%,0.0683,314.159,1.1611,17,90.19,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,778,0.8,0.8,0.8,c,BSA.02-05,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/10/2022,12:05,E0222B0410,EZ6,3,59,3,5.13%,0.0683,314.159,1.6392,24,63.88,1917,Aulacoseira cf. granulata var. angustissima,Diatom,Aulacoseira,granulata var. angustissima,,2,2,25.9,,,i,BSA.02-06,AB,Low sediment and detritus.,cylinder,278.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,12:05,E0222B0410,EZ6,3,59,3,5.13%,0.0683,314.159,1.6392,24,63.88,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,1,1,37,,,i,BSA.02-06,AB,Low sediment and detritus.,elliptic prism,1778.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,12:05,E0222B0410,EZ6,3,59,3,5.13%,0.0683,314.159,1.6392,24,63.88,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA.02-06,AB,Low sediment and detritus.,prism on parallelogram,36.4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,12:05,E0222B0410,EZ6,3,59,3,5.13%,0.0683,314.159,1.6392,24,63.88,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,10,10,11.1,,,i,BSA.02-06,AB,Low sediment and detritus.,cone + half sphere,333.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,12:05,E0222B0410,EZ6,3,59,3,5.13%,0.0683,314.159,1.6392,24,63.88,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,11.1,,,i,BSA.02-06,AB,Low sediment and detritus.,cone + half sphere,538.68,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,12:05,E0222B0410,EZ6,3,59,3,5.13%,0.0683,314.159,1.6392,24,63.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,788,0.8,0.8,0.8,c,BSA.02-06,AB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,17.5,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,elliptic prism,305.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,cylinder,73.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,18.5,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,elliptic prism,244.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,921,Staurosira sp.,Diatom,Staurosira,sp.,,1,1,11.1,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,elliptic prism,52.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,1077,Crucigenia sp.,Soft Body,Crucigenia,sp.,,1,1,11.1,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,cube,147.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,27.8,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,2 cones,47.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,13,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,986.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,11.1,,,i,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,259.46,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/9/2022,10:15,E0222B0351,D26,3,58,7,12.07%,0.0683,314.159,1.7075,25,26.28,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,391,782,0.8,0.8,0.8,c,BSA.02-07,AB,Low sediment and moderate detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/14/2022,12:50,E0222B0425,NZS42,3,56,2,3.57%,0.0683,314.159,0.8196,12,191.65,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,13,,,i,BSA.02-08,AB,High sediment and detritus. Many broken diatoms. ,elliptic prism,151.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/14/2022,12:50,E0222B0425,NZS42,3,56,2,3.57%,0.0683,314.159,0.8196,12,191.65,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.02-08,AB,High sediment and detritus. Many broken diatoms. ,cylinder,150.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/14/2022,12:50,E0222B0425,NZS42,3,56,2,3.57%,0.0683,314.159,0.8196,12,191.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,9.3,,,i,BSA.02-08,AB,High sediment and detritus. Many broken diatoms. ,prism on parallelogram,24.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/14/2022,12:50,E0222B0425,NZS42,3,56,2,3.57%,0.0683,314.159,0.8196,12,191.65,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,10,10,3.8,,,i,BSA.02-08,AB,High sediment and detritus. Many broken diatoms. ,prolate spheroid,25.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/14/2022,12:50,E0222B0425,NZS42,3,56,2,3.57%,0.0683,314.159,0.8196,12,191.65,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,,,i,BSA.02-08,AB,High sediment and detritus. Many broken diatoms. ,cone + half sphere,76.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/14/2022,12:50,E0222B0425,NZS42,3,56,2,3.57%,0.0683,314.159,0.8196,12,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,806,0.8,0.8,0.8,c,BSA.02-08,AB,High sediment and detritus. Many broken diatoms. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/10/2022,14:45,E0222B0380,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,2,2,9.3,,,i,BSA.02-09,CB,,elliptic prism,51.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,20.4,,,i,BSA.02-09,CB,,elliptic prism,1111.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.02-09,CB,,cylinder,102.87,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,22.2,,,i,BSA.02-09,CB,,cymbelloid,52.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,77.8,,,i,BSA.02-09,CB,,prism on parallelogram,118.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,846,Planothidium sp.,Diatom,Planothidium,sp.,,1,1,7.4,,,i,BSA.02-09,CB,,elliptic prism,40.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,2,2,13,,,i,BSA.02-09,CB,,2 cones,19.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,29.6,,,i,BSA.02-09,CB,,prolate spheroid,2619.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,8.6,,,i,BSA.02-09,CB,,cone + half sphere,253.65,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,770,0.8,0.8,0.8,c,BSA.02-09,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/10/2022,14:45,E0222B0386,NZ068,3,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,3,31,2,,,f,BSA.02-09,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
