MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,13:45,E0622B1201,D19,3,59,9,15.25%,0.0683,314.159,2.1173,31,16.49,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,3,3,8.5,i,BSA.06-01,AB,Moderate sediment.,cone + half sphere,250.78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,13:45,E0622B1201,D19,3,59,9,15.25%,0.0683,314.159,2.1173,31,16.49,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,25,25,11.1,i,BSA.06-01,AB,Moderate sediment.,cone + half sphere,282.02,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,13:45,E0622B1201,D19,3,59,9,15.25%,0.0683,314.159,2.1173,31,16.49,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,29,29,7.4,i,BSA.06-01,AB,Moderate sediment.,cone + half sphere,112.82,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,13:45,E0622B1201,D19,3,59,9,15.25%,0.0683,314.159,2.1173,31,16.49,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,320,640,0.8,c,BSA.06-01,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,24,24,9.5,i,BSA.06-02,AB,Moderate sediment and detritus.,cylinder,133.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,5,5,19.1,i,BSA.06-02,AB,Moderate sediment and detritus.,prism on parallelogram,104.40,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9.3,i,BSA.06-02,AB,Moderate sediment and detritus.,sphere,394.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.9,i,BSA.06-02,AB,Moderate sediment and detritus.,sphere,10.31,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,6,6,7.4,i,BSA.06-02,AB,Moderate sediment and detritus.,2 cones,5.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1806,Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.8,i,BSA.06-02,AB,Moderate sediment and detritus.,prolate spheroid,27.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,18.5,i,BSA.06-02,AB,Moderate sediment and detritus.,prolate spheroid,1047.70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,23,23,13,i,BSA.06-02,AB,Moderate sediment and detritus.,cone + half sphere,379.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,11,11,6.1,i,BSA.06-02,AB,Moderate sediment and detritus.,cone + half sphere,80.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,325,650,0.8,c,BSA.06-02,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/21/2022,12:15,E0622B1200,D16,3,61,7,11.48%,0.0683,314.159,1.5709,23,28.57,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,4.5,c,BSA.06-02,AB,Moderate sediment and detritus.,sphere,47.71,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,4,4,22.2,i,BSA.06-03,CB,,elliptic prism,503.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,i,BSA.06-03,CB,,cylinder,109.50,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,46.3,i,BSA.06-03,CB,,elliptic prism,14836.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,540,Melosira varians,Diatom,Melosira,varians,,1,1,18.5,i,BSA.06-03,CB,,cylinder,2455.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,22.2,i,BSA.06-03,CB,,elliptic prism,207.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,3.7,i,BSA.06-03,CB,,sphere,26.52,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,13,i,BSA.06-03,CB,,2 cones,24.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,8,8,24.1,i,BSA.06-03,CB,,prolate spheroid,800.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,12,12,9.3,i,BSA.06-03,CB,,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/23/2022,14:20,E0622B1247,NZ068,3,54,7,12.96%,0.0683,314.159,1.0245,15,43.81,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,368,776,0.8,c,BSA.06-03,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,16.7,i,BSA.06-04,CB,,elliptic prism,561.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,14.8,i,BSA.06-04,CB,,cylinder,312.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,20.4,i,BSA.06-04,CB,,elliptic prism,102.70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,5.6,i,BSA.06-04,CB,,2 cones,10.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,14.8,i,BSA.06-04,CB,,prolate spheroid,670.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,29,29,9.3,i,BSA.06-04,CB,,cone + half sphere,284.10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,369,739,0.8,c,BSA.06-04,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2022,9:50,E0622B1199,D12,3,57,7,12.28%,0.0683,314.159,1.0928,16,41.07,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,29,2,i,BSA.06-04,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,19.1,i,BSA.06-05,AB,Moderate sediment.,elliptic prism,251.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,26,26,7.4,i,BSA.06-05,AB,Moderate sediment.,cylinder,119.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,24.1,i,BSA.06-05,AB,Moderate sediment.,prism on parallelogram,151.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,22.2,i,BSA.06-05,AB,Moderate sediment.,prism on parallelogram,116.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,2.7,i,BSA.06-05,AB,Moderate sediment.,sphere,6.37,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,11,11,4.2,i,BSA.06-05,AB,Moderate sediment.,cylinder + 2 cones,5.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,18.2,i,BSA.06-05,AB,Moderate sediment.,2 cones,16.10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,5.2,i,BSA.06-05,AB,Moderate sediment.,2 cones,4.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,22.2,i,BSA.06-05,AB,Moderate sediment.,prolate spheroid,930.30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,28,28,13.9,i,BSA.06-05,AB,Moderate sediment.,cone + half sphere,644.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,30,30,6,i,BSA.06-05,AB,Moderate sediment.,cone + half sphere,75.53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/21/2022,14:45,E0622B1202,D28A,3,61,8,13.11%,0.0683,314.159,1.5026,22,26.13,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,294,588,0.8,c,BSA.06-05,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,9,9,9,i,BSA.06-06,AB,Moderate sediment and detritus.,cylinder,126.10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,55.6,i,BSA.06-06,AB,Moderate sediment and detritus.,gomphonemoid,11281.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,18,i,BSA.06-06,AB,Moderate sediment and detritus.,prism on parallelogram,100.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,923,Staurosira cf. venter,Diatom,Staurosira,venter,,1,1,5.9,i,BSA.06-06,AB,Moderate sediment and detritus.,elliptic prism,57.46,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,4,4,4.3,i,BSA.06-06,AB,Moderate sediment and detritus.,cylinder + 2 cones,5.32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,7.4,i,BSA.06-06,AB,Moderate sediment and detritus.,2 cones,8.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,23,23,13,i,BSA.06-06,AB,Moderate sediment and detritus.,cone + half sphere,269.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,16,16,5.6,i,BSA.06-06,AB,Moderate sediment and detritus.,cone + half sphere,66.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/22/2022,10:05,E0622B1224,D26,3,61,6,9.84%,0.0683,314.159,2.3222,34,22.55,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,341,681,0.8,c,BSA.06-06,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,15.2,i,BSA.06-07,AB,,elliptic prism,233.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,10,10,9.3,i,BSA.06-07,AB,,cylinder,159.04,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,16.5,i,BSA.06-07,AB,,elliptic prism,279.92,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,i,BSA.06-07,AB,,sphere,189.86,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,4.5,i,BSA.06-07,AB,,ellipsoid,5.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,16.5,i,BSA.06-07,AB,,2 cones,19.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,8,i,BSA.06-07,AB,,2 cones,6.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,14.2,i,BSA.06-07,AB,,cone + half sphere,352.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,9,9,5.9,i,BSA.06-07,AB,,cone + half sphere,68.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1402,cf. Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,1,15,1.6,c,BSA.06-07,AB,,sphere,2.14,,,,,,,,,
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,170,340,0.8,c,BSA.06-07,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/20/2022,11:45,E0622B1195,C9,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,1,156,4.3,c,BSA.06-07,AB,,sphere,33.51,,,,,,,,,
