MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,11.1,,,i,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,cylinder,286.28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,2.7,,,i,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,sphere,9.2,,,,,,,,,
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,5.6,,,c,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,prolate spheroid,60.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,16.7,,,i,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,prolate spheroid,562.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,cone + half sphere,241.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,2,3.7,,,c,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,sphere,26.52,,,,,,,,,
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,415,834,0.8,0.8,0.8,c,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/17/2022,13:00,E1022B2337,EZ2,3,61,6,9.84%,0.0683,314.159,1.2294,18,42.59,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,8,2,,,f,BSA.10-02,ACS,High sediment and low detritus. Many broken diatoms.,cylinder,5.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2022,13:30,E1022B2384,NZ032,3,61,2,3.28%,0.0683,314.159,1.9124,28,82.14,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,11.5,,,i,BSA.10-03,APB,Low sediment.,cylinder,141.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2022,13:30,E1022B2384,NZ032,3,61,2,3.28%,0.0683,314.159,1.9124,28,82.14,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,11,11,2.3,,,i,BSA.10-03,APB,Low sediment.,sphere,4.19,,,,,,,,,
Phyto,10/19/2022,13:30,E1022B2384,NZ032,3,61,2,3.28%,0.0683,314.159,1.9124,28,82.14,1342,cf. Chroomonas sp.,Soft Body,Chroomonas,sp.,,1,1,11.7,,,i,BSA.10-03,APB,Low sediment.,cone + half sphere,684.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2022,13:30,E1022B2384,NZ032,3,61,2,3.28%,0.0683,314.159,1.9124,28,82.14,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,18.9,,,i,BSA.10-03,APB,Low sediment.,prolate spheroid,1197.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/19/2022,13:30,E1022B2384,NZ032,3,61,2,3.28%,0.0683,314.159,1.9124,28,82.14,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,788,0.8,0.8,0.8,c,BSA.10-03,APB,Low sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,cylinder,167.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,4.7,,,i,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,sphere,26.52,,,,,,,,,
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,16.7,,,i,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,prolate spheroid,1077.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,11.1,,,i,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,cone + half sphere,386.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,1,1.9,,,c,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,sphere,3.59,,,,,,,,,
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,459,930,0.8,0.8,0.8,c,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/13/2022,9:55,E1022B2303,EZ6-SJR,3,62,6,9.68%,0.0683,314.159,1.1611,17,45.1,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,10,2,,,f,BSA.10-04,ACS,High sediment and detritus. Many broken diatoms.,cylinder,1.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,10:35,E1022B2416,D41,3,59,4,6.78%,0.0683,314.159,1.2977,19,60.52,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.10-05,CB,,cylinder,163.46,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,10:35,E1022B2416,D41,3,59,4,6.78%,0.0683,314.159,1.2977,19,60.52,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,3.7,,,i,BSA.10-05,CB,,sphere,26.52,,,,,,,,,
Phyto,10/20/2022,10:35,E1022B2416,D41,3,59,4,6.78%,0.0683,314.159,1.2977,19,60.52,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.10-05,CB,,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,10:35,E1022B2416,D41,3,59,4,6.78%,0.0683,314.159,1.2977,19,60.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,400,800,0.8,0.8,0.8,c,BSA.10-05,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/20/2022,10:35,E1022B2416,D41,3,59,4,6.78%,0.0683,314.159,1.2977,19,60.52,1629,Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,20.4,,,i,BSA.10-05,CB,,ellipsoid,1997.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,9:00,E1022B2415,D41A,3,61,2,3.28%,0.0683,314.159,1.2977,19,121.04,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,6.5,,,i,BSA.10-06,APB,Low sediment and detritus.,cylinder,86.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,9:00,E1022B2415,D41A,3,61,2,3.28%,0.0683,314.159,1.2977,19,121.04,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,14.8,,,i,BSA.10-06,APB,Low sediment and detritus.,cylinder,1479.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,9:00,E1022B2415,D41A,3,61,2,3.28%,0.0683,314.159,1.2977,19,121.04,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,22,22,2.6,,,i,BSA.10-06,APB,Low sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,10/20/2022,9:00,E1022B2415,D41A,3,61,2,3.28%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,377,754,0.8,0.8,0.8,c,BSA.10-06,APB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/20/2022,11:25,E1022B2417,NZ325,3,58,3,5.17%,0.0683,314.159,1.5026,22,69.69,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,6.5,,,i,BSA.10-07,APB,Low sediment and detritus.,cylinder,83.15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:25,E1022B2417,NZ325,3,58,3,5.17%,0.0683,314.159,1.5026,22,69.69,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,18.5,,,i,BSA.10-07,APB,Low sediment and detritus.,prolate spheroid + 2 cylinders,57.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:25,E1022B2417,NZ325,3,58,3,5.17%,0.0683,314.159,1.5026,22,69.69,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,45,45,2.3,,,i,BSA.10-07,APB,Low sediment and detritus.,sphere,4.19,,,,,,,,,
Phyto,10/20/2022,11:25,E1022B2417,NZ325,3,58,3,5.17%,0.0683,314.159,1.5026,22,69.69,1149,Nephroselmis sp.,Soft Body,Nephroselmis,sp.,,3,3,5,,,i,BSA.10-07,APB,Low sediment and detritus.,sphere,47.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:25,E1022B2417,NZ325,3,58,3,5.17%,0.0683,314.159,1.5026,22,69.69,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,3,3,11.6,,,i,BSA.10-07,APB,Low sediment and detritus.,cone + half sphere,509.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:25,E1022B2417,NZ325,3,58,3,5.17%,0.0683,314.159,1.5026,22,69.69,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,359,719,0.8,0.8,0.8,c,BSA.10-07,APB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/20/2022,11:45,E1022B2418,NZ002,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,9.3,,,i,BSA.10-08,CB,High sediment.,cylinder,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:45,E1022B2418,NZ002,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.10-08,CB,High sediment.,prism on parallelogram,31.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:45,E1022B2418,NZ002,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.10-08,CB,High sediment.,cone + half sphere,323.8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/20/2022,11:45,E1022B2418,NZ002,3,61,4,6.56%,0.0683,314.159,1.2977,19,60.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.10-08,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,22.2,,,i,BSA.10-09,ACS,High sediment and detritus.,elliptic prism,386.78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,13,,,i,BSA.10-09,ACS,High sediment and detritus.,cylinder,353.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,984,Thalassionema sp.,Diatom,Thalassionema,sp.,,2,2,120.4,,,i,BSA.10-09,ACS,High sediment and detritus.,box,3296.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,999,cf. Tryblionella sp.,Diatom,Tryblionella,sp.,,1,1,18.5,,,i,BSA.10-09,ACS,High sediment and detritus.,elliptic prism,1591.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,7.4,,,i,BSA.10-09,ACS,High sediment and detritus.,sphere,22.45,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,16.7,,,i,BSA.10-09,ACS,High sediment and detritus.,prolate spheroid,759.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.1,,,i,BSA.10-09,ACS,High sediment and detritus.,cone + half sphere,452.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,490,992,0.8,0.8,0.8,c,BSA.10-09,ACS,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,4,3,,,f,BSA.10-09,ACS,High sediment and detritus.,cylinder,8.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:00,E1022B2304,EZ2-SJR,3,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1629,Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,25.9,,,i,BSA.10-09,ACS,High sediment and detritus.,ellipsoid,7876.48,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,16.7,,,i,BSA.10-10,APB,Low sediment and detritus.,elliptic prism,266.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,14,14,7.4,,,i,BSA.10-10,APB,Low sediment and detritus.,cylinder,95.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,37,,,i,BSA.10-10,APB,Low sediment and detritus.,elliptic prism,1264.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,16.1,,,i,BSA.10-10,APB,Low sediment and detritus.,prism on parallelogram,37.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,22.2,,,i,BSA.10-10,APB,Low sediment and detritus.,cylinder,4490.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,32,32,2.4,,,i,BSA.10-10,APB,Low sediment and detritus.,sphere,4.85,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,2,2,13.9,,,i,BSA.10-10,APB,Low sediment and detritus.,cone + half sphere,866.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,31,31,9.3,,,i,BSA.10-10,APB,Low sediment and detritus.,cone + half sphere,167.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,328,656,0.8,0.8,0.8,c,BSA.10-10,APB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/17/2022,13:30,E1022B2321,NZ068,3,61,9,14.75%,0.0683,314.159,1.0928,16,31.94,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,2,4,4.6,,,c,BSA.10-10,APB,Low sediment and detritus.,sphere,41.63,,,,,,,,,
Phyto,10/13/2022,11:35,E1022B2306,D16,3,64,6,9.38%,0.0683,314.159,1.0245,15,51.11,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,,,i,BSA.10-11,CB,,elliptic prism,1135.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:35,E1022B2306,D16,3,64,6,9.38%,0.0683,314.159,1.0245,15,51.11,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.10-11,CB,,cylinder,93.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:35,E1022B2306,D16,3,64,6,9.38%,0.0683,314.159,1.0245,15,51.11,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,2,2,35.2,,,i,BSA.10-11,CB,,elliptic prism,969.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:35,E1022B2306,D16,3,64,6,9.38%,0.0683,314.159,1.0245,15,51.11,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,18.5,,,i,BSA.10-11,CB,,elliptic prism,227.83,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/13/2022,11:35,E1022B2306,D16,3,64,6,9.38%,0.0683,314.159,1.0245,15,51.11,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,5.6,,,c,BSA.10-11,CB,,prolate spheroid,10.59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
