MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,,,i,BSA.08-02,AB,,elliptic prism,387.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.08-02,AB,,cylinder,129.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9,,,i,BSA.08-02,AB,,sphere,251.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,33,33,2.5,,,i,BSA.08-02,AB,,sphere,5.58,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,3.9,,,i,BSA.08-02,AB,,cylinder + 2 cones,4.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,5,5,7,,,i,BSA.08-02,AB,,2 cones,4.87,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,18,18,15,,,i,BSA.08-02,AB,,cone + half sphere,1254.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,32,32,11.1,,,i,BSA.08-02,AB,,cone + half sphere,239.87,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,306,612,0.8,0.8,0.8,c,BSA.08-02,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/17/2022,10:55,E0822B1772,P8,3,64,5,7.81%,0.0683,314.159,1.0928,16,57.5,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,13,17,5.8,,,c,BSA.08-02,AB,,sphere,61.6,,,,,,,,,
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,14.8,,,i,BSA.08-03,CB,,elliptic prism,206.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.08-03,CB,,cylinder,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.08-03,CB,,prism on parallelogram,37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.08-03,CB,,cone + half sphere,283.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,1,3.7,,,i,BSA.08-03,CB,,sphere,26.52,,,,,,,,,
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,810,0.8,0.8,0.8,c,BSA.08-03,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/18/2022,11:15,E0822B1799,NZ068,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,16,1.2,,,c,BSA.08-03,CB,,cube,1.73,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,7,7,18.5,,,i,BSA.08-04,CB,,cylinder,312.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,1,1,81.5,,,i,BSA.08-04,CB,,prism on parallelogram,2487.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,18.5,,,i,BSA.08-04,CB,,prism on parallelogram,108.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,13,,,i,BSA.08-04,CB,,cylinder + 2 half spheres,91.89,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,2,2,11.1,,,i,BSA.08-04,CB,,2 cones,15.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,7.4,,,c,BSA.08-04,CB,,prolate spheroid,44.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.08-04,CB,,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,9.3,,,i,BSA.08-04,CB,,cone + half sphere,261.29,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,6,109,7.4,,,f,BSA.08-04,CB,,sphere,109.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,0.8,0.8,c,BSA.08-04,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/16/2022,11:30,E0822B1737,D28A,3,62,5,8.06%,0.0683,314.159,1.0928,16,57.5,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,16,2,,,f,BSA.08-04,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/19/2022,11:50,E0822B1865,D10,3,62,1,1.61%,0.0683,314.159,1.2977,19,242.09,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.08-05,CB,,cylinder,109.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/19/2022,11:50,E0822B1865,D10,3,62,1,1.61%,0.0683,314.159,1.2977,19,242.09,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.08-05,CB,,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/19/2022,11:50,E0822B1865,D10,3,62,1,1.61%,0.0683,314.159,1.2977,19,242.09,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,816,0.8,0.8,0.8,c,BSA.08-05,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/22/2022,13:10,E0822B1906,NZS42,3,63,1,1.59%,0.0683,314.159,1.2294,18,255.54,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.08-06,CB,,cylinder,68.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2022,13:10,E0822B1906,NZS42,3,63,1,1.59%,0.0683,314.159,1.2294,18,255.54,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,92.6,,,i,BSA.08-06,CB,,prism on parallelogram,1980.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2022,13:10,E0822B1906,NZS42,3,63,1,1.59%,0.0683,314.159,1.2294,18,255.54,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,40.7,,,i,BSA.08-06,CB,,cylinder,26410.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/22/2022,13:10,E0822B1906,NZS42,3,63,1,1.59%,0.0683,314.159,1.2294,18,255.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,410,820,0.8,0.8,0.8,c,BSA.08-06,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/18/2022,9:00,E0822B1797,D4,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.08-07,CB,,cylinder,163.46,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/18/2022,9:00,E0822B1797,D4,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.08-07,CB,,cone + half sphere,337.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/18/2022,9:00,E0822B1797,D4,3,62,1,1.61%,0.0683,314.159,1.2294,18,255.54,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,412,829,0.8,0.8,0.8,c,BSA.08-07,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,2,2,13,,,i,BSA.08-08,AB,,elliptic prism,112.52,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,12.6,,,i,BSA.08-08,AB,,cylinder,221.58,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,22.2,,,i,BSA.08-08,AB,,prism on parallelogram,134.98,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,7,,,i,BSA.08-08,AB,,cylinder + 2 half spheres,49.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,921,Staurosira sp.,Diatom,Staurosira,sp.,,1,1,13,,,i,BSA.08-08,AB,,elliptic prism,195.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.4,,,i,BSA.08-08,AB,,sphere,73.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,33,33,2.7,,,i,BSA.08-08,AB,,sphere,6.37,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,4,5.6,,,c,BSA.08-08,AB,,prolate spheroid,11.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.9,,,i,BSA.08-08,AB,,cone + half sphere,194.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,5.6,,,i,BSA.08-08,AB,,cone + half sphere,76.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,2,10,2.3,,,c,BSA.08-08,AB,,sphere,4.85,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,353,706,0.8,0.8,0.8,c,BSA.08-08,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,23,3.9,,,f,BSA.08-08,AB,,cylinder,9.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,7,1,,,c,BSA.08-08,AB,,sphere,0.52,,,,,,,,,
Phyto,8/15/2022,8:00,E0822B1724,C3A,3,63,7,11.11%,0.0683,314.159,1.9124,28,23.47,1629,cf. Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,24.1,,,i,BSA.08-08,AB,,ellipsoid,4762.3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,10,10,11.1,,,i,BSA.08-09,AB,,cylinder,278.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,310,Encyonema sp.,Diatom,Encyonema,sp.,,2,2,17.2,,,i,BSA.08-09,AB,,cymbelloid,158.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,59.3,,,i,BSA.08-09,AB,,elliptic prism,1043.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,29.8,,,i,BSA.08-09,AB,,elliptic prism,1143.84,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,8,8,44.4,,,i,BSA.08-09,AB,,prism on parallelogram,197.14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,923,Staurosira venter,Diatom,Staurosira,venter,,49,49,7.4,,,i,BSA.08-09,AB,,elliptic prism,79.04,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,11.2,,,i,BSA.08-09,AB,,cylinder,729.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,5,5,11.1,,,i,BSA.08-09,AB,,sphere,316.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,42,42,2.5,,,i,BSA.08-09,AB,,sphere,5.58,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,3,10,11.6,,,c,BSA.08-09,AB,,prolate spheroid,38.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,5.9,,,i,BSA.08-09,AB,,2 cones,4.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1149,Nephroselmis sp.,Soft Body,Nephroselmis,sp.,,1,1,5.4,,,i,BSA.08-09,AB,,sphere,76.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,2077,Tetradesmus sp.,Soft Body,Tetradesmus,sp.,,1,4,11.1,,,c,BSA.08-09,AB,,2 cones,30.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.08-09,AB,,cone + half sphere,190.67,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,275,550,0.8,0.8,0.8,c,BSA.08-09,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1448,cf. Komvophoron sp.,Soft Body,Komvophoron,sp.,,1,5,1.9,,,f,BSA.08-09,AB,,cylinder,3.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/15/2022,11:30,E0822B1726,C10A,3,62,5,8.06%,0.0683,314.159,1.7758,26,35.38,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,4.5,,,i,BSA.08-09,AB,,sphere,47.71,,,,,,,,,
