"TOTAL ORG. CARBON, COMBUSTION, mg/L",112,(event),(T ORGCZ),DATA XCHG-DWR ISE,01/20/2005 to 09/13/2012
"WATER, DISSOLVED FLUORIDE, F, mg/L",153,(event),(Diss F),DATA XCHG-DWR ISE,10/25/2007 to 07/09/2012
"FLOW, RIVER DISCHARGE, CFS",20,(event),(FLOW),DATA XCHG-DWR ISE,01/20/2005 to 04/07/2009
"RIVER STAGE, FEET",1,(event),(RIV STG),DATA XCHG-DWR ISE,01/20/2005 to 04/07/2009
"WATER, TURBIDITY, NTU",27,(hourly),(TURB W),SATELLITE,02/21/2008 to 01/01/2009
"TEMPERATURE, WATER, DEG F",25,(hourly),(TEMP W),SATELLITE,04/16/2008 to 10/21/2008
"TEMPERATURE, WATER C, DEG C",146,(hourly),(TEMPW C),SATELLITE,02/21/2008 to 04/16/2008
"TEMPERATURE, WATER C, DEG C",146,(event),(TEMPW C),SATELLITE,01/20/2005 to 02/21/2008
"BATTERY VOLTAGE, VOLTS",14,(hourly),(BAT VOL),SATELLITE,02/21/2008 to 02/21/2008
"CHLOROPHYLL, ug/L",28,(hourly),(CHLORPH),SATELLITE,02/21/2008 to 02/21/2008
"ELECTRICAL CONDUCTIVTY MICRO S, uS/cm",100,(hourly),(EL COND),SATELLITE,02/21/2008 to 02/21/2008
"WATER, DISSOLVED OXYGEN, MG/L",61,(hourly),(DIS OXY),SATELLITE,02/21/2008 to 02/21/2008
"WATER, PH VALUE, PH",62,(hourly),(PH VAL),SATELLITE,02/21/2008 to 02/21/2008
"WATER, DISSOLVED PHOSPHATE,PO4, mg/L",151,(event),(DissPO4),DATA XCHG-DWR ISE,10/25/2007 to 10/25/2007
