Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Planktothrix	#6	#7	#8	#9	Turbidity	unbound Phycocyanin	Yellow substances	Total conc.	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	Planktothrix	#6	#7	#8	#9	Turbidity	unbound Phycocyanin	Yellow substances	Total cell count	LED 1 [700 nm] det. 1	LED 3 [525 nm] det. 1	LED 4 [570 nm] det. 1	LED 5 [610 nm] det. 1	LED 6 [370 nm] det. 1	LED 7 [590 nm] det. 1	LED 8 [470 nm] det. 1	LED 1 [700 nm] det. 2	LED 3 [525 nm] det. 2	LED 4 [570 nm] det. 2	LED 5 [610 nm] det. 2	LED 6 [370 nm] det. 2	LED 7 [590 nm] det. 2	LED 8 [470 nm] det. 2	Pressure	Temp. LEDs	Temp. Sensor
7/17/2023 09:42:53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.71	0.86	0.00	0.00	-0.01	20.43	0	0	0	0	0	0	0	0	0	0	0	0	0	21.01	0.29	0.22	-0.05	3.01	0.25	0.65	2.17	0.67	0.66	6.61	3.16	5.70	0.57	1.00	36.25	30.05
7/17/2023 09:42:56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.88	0.00	0.00	-0.01	20.41	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0.22	0.28	-0.08	3.03	0.36	0.61	2.13	0.70	0.73	6.65	3.23	5.84	0.61	1.00	36.25	30.06
7/17/2023 09:42:59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.85	0.00	0.00	-0.01	20.43	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0.26	0.29	-0.10	3.08	0.20	0.62	2.21	0.65	0.63	6.40	3.36	5.61	0.60	1.00	36.26	30.06
7/17/2023 09:49:27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.84	0.00	0.00	-0.01	20.45	0	0	0	0	0	0	0	0	0	0	0	0	0	20.77	0.22	0.30	-0.11	2.80	0.40	0.57	2.14	0.60	0.64	6.41	3.06	5.87	0.62	1.00	36.31	30.05
7/17/2023 09:49:30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.85	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.85	0.27	0.30	-0.06	2.83	0.46	0.64	2.13	0.65	0.67	6.56	3.01	5.82	0.62	1.00	36.31	30.08
7/17/2023 09:49:33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.85	0.00	0.00	-0.02	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.77	0.22	0.22	-0.08	2.77	0.37	0.56	2.10	0.67	0.66	6.46	3.09	5.94	0.56	1.00	36.30	30.12
7/17/2023 09:49:36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.84	0.00	0.00	-0.02	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.85	0.22	0.22	-0.14	2.82	0.46	0.59	2.20	0.65	0.62	6.42	2.94	5.90	0.60	1.00	36.33	30.11
7/17/2023 09:49:38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.69	0.29	0.26	-0.14	2.84	0.39	0.61	2.04	0.68	0.72	6.41	3.09	5.94	0.61	1.00	36.31	30.05
7/17/2023 09:49:41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.85	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.89	0.26	0.28	-0.09	2.75	0.46	0.65	2.09	0.69	0.68	6.49	3.02	5.94	0.65	1.00	36.31	30.08
7/17/2023 09:49:44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.60	0.85	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55	0.26	0.25	-0.11	2.82	0.41	0.61	2.14	0.72	0.67	6.58	2.96	5.86	0.56	1.00	36.32	30.14
7/17/2023 09:49:47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.84	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.72	0.29	0.35	-0.12	2.80	0.48	0.68	2.19	0.72	0.70	6.35	2.97	5.89	0.64	1.00	36.31	30.03
7/17/2023 09:49:49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.84	0.00	0.00	-0.02	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.75	0.30	0.26	-0.18	2.84	0.50	0.60	2.15	0.65	0.62	6.41	2.92	5.88	0.55	1.00	36.33	30.11
7/17/2023 09:49:52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.61	0.82	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.61	0.24	0.27	-0.20	2.79	0.45	0.56	2.16	0.58	0.66	6.30	2.95	5.81	0.58	1.00	36.31	30.09
7/17/2023 09:49:55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.80	0.27	0.29	-0.06	2.85	0.41	0.62	2.14	0.61	0.64	6.40	3.07	5.88	0.57	1.00	36.32	30.08
7/17/2023 09:49:57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.70	0.85	0.00	0.00	-0.02	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.98	0.29	0.30	-0.13	2.73	0.44	0.56	2.07	0.71	0.66	6.52	3.02	5.90	0.58	1.00	36.33	30.09
7/17/2023 09:50:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.83	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.78	0.24	0.34	-0.12	2.78	0.41	0.57	2.18	0.64	0.65	6.38	3.02	5.82	0.55	1.00	36.31	30.08
7/17/2023 09:50:03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.69	0.84	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.97	0.26	0.28	-0.10	2.84	0.47	0.64	2.22	0.72	0.67	6.56	2.95	5.70	0.63	1.00	36.33	30.06
7/17/2023 09:50:06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.85	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.76	0.30	0.22	-0.19	2.82	0.44	0.69	2.12	0.74	0.68	6.57	3.07	5.81	0.64	1.00	36.31	30.09
7/17/2023 09:50:08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.70	0.36	0.29	-0.15	2.87	0.47	0.65	2.08	0.73	0.61	6.48	3.10	5.77	0.55	1.00	36.32	30.06
7/17/2023 09:50:11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.75	0.19	0.30	-0.11	2.83	0.46	0.61	2.16	0.60	0.67	6.34	3.02	5.98	0.55	1.00	36.33	30.11
7/17/2023 09:50:14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.85	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.89	0.32	0.32	-0.14	2.74	0.49	0.65	2.11	0.72	0.64	6.52	3.08	5.83	0.69	1.00	36.31	30.08
7/17/2023 09:50:17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.83	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.75	0.24	0.29	-0.17	2.80	0.50	0.64	2.14	0.66	0.70	6.43	2.96	5.75	0.61	1.00	36.34	30.14
7/17/2023 09:50:19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	0.86	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.84	0.29	0.33	-0.12	2.85	0.44	0.65	2.18	0.71	0.73	6.52	3.10	5.89	0.57	1.00	36.30	30.05
7/17/2023 09:50:22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	0.83	0.00	0.00	-0.01	20.45	0	0	0	0	0	0	0	0	0	0	0	0	0	20.82	0.26	0.27	-0.15	2.76	0.46	0.61	2.10	0.62	0.59	6.33	3.00	5.82	0.61	1.00	36.31	30.11
7/17/2023 09:50:25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.84	0.00	0.00	-0.02	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.79	0.25	0.25	-0.09	2.78	0.50	0.60	2.01	0.70	0.61	6.47	2.98	5.83	0.59	1.00	36.35	30.16
7/17/2023 09:50:28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.69	0.84	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.96	0.22	0.26	-0.09	2.73	0.53	0.64	2.10	0.65	0.63	6.45	2.89	5.94	0.58	1.00	36.31	30.11
7/17/2023 09:50:30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.84	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0.29	0.24	-0.12	2.74	0.50	0.55	2.15	0.71	0.66	6.48	3.02	5.76	0.56	1.00	36.34	30.12
7/17/2023 09:50:33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.81	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0.25	0.30	-0.17	2.80	0.44	0.61	2.13	0.77	0.68	6.42	2.92	5.48	0.68	1.00	36.30	30.09
7/17/2023 09:50:36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.84	0.00	0.00	-0.01	20.45	0	0	0	0	0	0	0	0	0	0	0	0	0	20.71	0.28	0.37	-0.04	2.69	0.44	0.62	2.12	0.74	0.70	6.56	2.92	5.76	0.56	1.00	36.30	30.11
7/17/2023 09:50:39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0.30	0.28	-0.10	2.80	0.43	0.60	2.06	0.72	0.66	6.52	3.05	5.80	0.63	1.00	36.34	30.12
7/17/2023 09:50:41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.86	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.86	0.28	0.32	-0.17	2.81	0.48	0.71	2.11	0.67	0.67	6.49	3.02	5.94	0.62	1.00	36.31	30.08
7/17/2023 09:50:44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.85	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.90	0.31	0.30	-0.08	2.86	0.51	0.61	2.17	0.68	0.69	6.46	3.05	5.77	0.64	1.00	36.35	30.06
7/17/2023 09:50:47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.84	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.69	0.21	0.31	-0.13	2.83	0.41	0.57	2.23	0.62	0.68	6.46	3.01	5.83	0.53	1.00	36.32	30.09
7/17/2023 09:50:50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.83	0.27	0.25	-0.12	2.85	0.43	0.59	2.24	0.70	0.60	6.49	3.02	5.91	0.59	1.00	36.32	30.08
7/17/2023 09:50:52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.69	0.87	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.94	0.28	0.25	-0.11	2.88	0.45	0.59	2.11	0.69	0.71	6.50	3.10	5.98	0.59	1.00	36.34	30.12
7/17/2023 09:50:55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	0.82	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.84	0.29	0.28	-0.13	2.76	0.44	0.60	2.00	0.71	0.61	6.37	2.91	5.77	0.63	1.00	36.30	30.11
7/17/2023 09:50:58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.85	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.78	0.28	0.26	-0.07	2.77	0.46	0.55	2.13	0.69	0.71	6.46	3.07	5.88	0.58	1.00	36.35	30.12
7/17/2023 09:51:01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.86	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.87	0.28	0.28	-0.10	2.79	0.49	0.60	2.24	0.70	0.64	6.47	3.03	6.00	0.56	1.00	36.32	30.09
7/17/2023 09:51:03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.69	0.85	0.00	0.00	-0.01	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.97	0.19	0.33	-0.11	2.79	0.49	0.64	2.16	0.61	0.69	6.61	2.99	5.87	0.57	1.00	36.31	30.14
7/17/2023 09:51:06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.85	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.68	0.28	0.34	-0.15	2.84	0.46	0.61	2.13	0.68	0.70	6.51	3.09	5.78	0.62	1.00	36.34	30.11
7/17/2023 09:51:09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.85	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.79	0.28	0.32	-0.09	2.78	0.44	0.62	2.18	0.67	0.65	6.48	3.01	5.95	0.65	1.00	36.31	30.11
7/17/2023 09:51:12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.84	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.79	0.27	0.38	-0.14	2.82	0.46	0.62	2.19	0.65	0.70	6.41	2.97	5.78	0.59	1.00	36.36	30.12
7/17/2023 09:51:14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.84	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.86	0.28	0.31	-0.09	2.90	0.47	0.58	2.20	0.68	0.72	6.39	2.97	5.79	0.56	1.00	36.32	30.11
7/17/2023 09:51:17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.82	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.89	0.27	0.30	-0.14	2.81	0.44	0.60	2.10	0.70	0.69	6.41	2.96	5.54	0.59	1.00	36.32	30.08
7/17/2023 09:51:20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.70	0.78	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.99	0.31	0.32	-0.15	2.74	0.45	0.59	2.08	0.66	0.62	6.36	2.91	5.21	0.58	1.00	36.35	30.12
7/17/2023 09:51:22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.80	0.00	0.00	-0.01	20.49	0	0	0	0	0	0	0	0	0	0	0	0	0	20.79	0.20	0.29	-0.14	2.78	0.43	0.70	2.10	0.68	0.63	6.47	2.95	5.29	0.60	1.00	36.32	30.08
7/17/2023 09:51:25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.66	0.77	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.83	0.20	0.27	-0.13	2.74	0.54	0.57	2.04	0.68	0.58	6.30	2.82	5.13	0.51	1.00	36.35	30.18
7/17/2023 09:51:28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.61	0.77	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.62	0.30	0.31	-0.08	2.69	0.42	0.60	2.00	0.76	0.55	6.38	2.95	4.95	0.62	1.00	36.32	30.15
7/17/2023 09:51:31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.67	0.77	0.00	0.00	-0.02	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.85	0.24	0.24	-0.14	2.71	0.48	0.59	2.05	0.78	0.49	6.42	2.90	5.04	0.55	1.00	36.32	30.09
7/17/2023 09:51:33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.78	0.00	0.00	-0.02	20.46	0	0	0	0	0	0	0	0	0	0	0	0	0	20.68	0.23	0.35	-0.18	2.77	0.50	0.62	2.04	0.68	0.58	6.37	2.83	5.25	0.56	1.00	36.35	30.15
7/17/2023 09:51:36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.61	0.80	0.00	0.00	-0.02	20.49	0	0	0	0	0	0	0	0	0	0	0	0	0	20.60	0.35	0.32	-0.10	2.68	0.48	0.62	2.04	0.70	0.58	6.35	3.02	5.31	0.53	1.00	36.33	30.11
7/17/2023 09:51:39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.82	0.00	0.00	-0.01	20.49	0	0	0	0	0	0	0	0	0	0	0	0	0	20.76	0.25	0.33	-0.17	2.77	0.46	0.60	2.19	0.64	0.62	6.44	3.03	5.54	0.55	1.00	36.36	30.19
7/17/2023 09:51:42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.61	0.84	0.00	0.00	-0.02	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.63	0.30	0.27	-0.16	2.64	0.52	0.62	2.08	0.69	0.63	6.56	3.00	5.76	0.53	1.00	36.32	30.08
7/17/2023 09:51:44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.69	0.82	0.00	0.00	-0.01	20.47	0	0	0	0	0	0	0	0	0	0	0	0	0	20.94	0.30	0.33	-0.19	2.76	0.54	0.61	2.18	0.68	0.64	6.40	3.05	5.47	0.61	1.00	36.32	30.08
7/17/2023 09:51:47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.71	0.83	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	21.02	0.30	0.23	-0.15	2.68	0.49	0.64	2.15	0.66	0.64	6.50	2.90	5.74	0.63	1.00	36.34	30.08
7/17/2023 09:51:50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.81	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.73	0.28	0.27	-0.12	2.78	0.42	0.57	2.13	0.67	0.61	6.56	2.94	5.39	0.61	1.00	36.32	30.09
7/17/2023 09:51:53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.64	0.79	0.00	0.00	-0.01	20.48	0	0	0	0	0	0	0	0	0	0	0	0	0	20.75	0.23	0.33	-0.14	2.87	0.49	0.64	2.06	0.70	0.61	6.43	2.91	5.17	0.62	1.00	36.34	30.09
7/17/2023 09:51:55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	243.83	3.95	6.46	0.00	-0.02	18.84	0	0	0	0	0	0	0	0	0	0	0	0	0	1020.05	-0.13	-1.66	-0.18	70.80	1.31	20.76	141.71	3.94	3.90	38.21	132.79	29.78	28.20	1.00	36.31	30.08
7/17/2023 09:51:58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	416.33	0.00	15.42	0.00	-0.02	16.68	0	0	0	0	0	0	0	0	0	0	0	0	0	1740.76	-0.51	-3.14	-1.34	112.70	0.64	37.76	249.44	5.65	5.18	38.83	218.82	22.19	46.77	1.00	36.33	30.11
7/17/2023 09:52:01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	387.49	0.00	10.29	0.00	-0.02	16.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1620.26	-0.73	-2.85	-0.70	93.20	0.61	36.59	171.03	5.09	5.47	28.49	149.51	17.68	33.97	1.00	36.35	30.16
7/17/2023 09:52:03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	330.89	0.00	6.47	0.00	-0.02	15.73	0	0	0	0	0	0	0	0	0	0	0	0	0	1383.82	0.95	-1.75	1.47	80.62	2.69	36.55	102.06	4.78	5.58	17.24	96.91	14.17	23.46	1.00	36.32	30.14
7/17/2023 09:52:06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	69.69	1.04	1.51	0.00	-0.02	15.90	0	0	0	0	0	0	0	0	0	0	0	0	0	292.52	3.69	1.04	2.60	33.65	3.85	17.71	24.20	4.03	5.33	6.55	40.86	10.10	11.25	1.00	36.36	30.15
7/17/2023 09:52:09	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.91	1.08	1.37	0.41	-0.02	16.11	220	0	0	0	0	0	0	0	0	0	0	0	220	230.75	4.02	1.27	2.95	33.35	4.20	17.37	21.53	3.96	5.36	5.78	38.64	9.54	11.26	1.00	36.31	30.15
