Observation ID,Location ID,Observed Property ID,Observed DateTime,Analyzed DateTime,Depth,Depth Unit,Data Classification,Result Value,Result Unit,Source of Rounded Value,Rounded Value,Rounding Specification,Result Status,Result Grade,Medium,Activity ID,Activity Name,Collection Method,Field: Device ID,Field: Device Type,Field: Comment,Lab: Specimen Name,Lab: Analysis Method,Lab: Detection Condition,Lab: Limit Type,Lab: MDL,Lab: MRL,Lab: Quality Flag,Lab: Received DateTime,Lab: Prepared DateTime,Lab: Sample Fraction,Lab: From Laboratory,Lab: Sample ID,Lab: Dilution Factor,Lab: Comment,QC: Type,QC: Source Sample ID,Standards Violations,Specimen: Taxonomy Element,CAS Number,Latitude,Longitude,Elevation,Elevation Unit,Country,State,County,Location Type,Field Visit Start Date,Validation Warnings,Location Group,EA_Current Name,EA_Field Quality Flag,EA_Filter Container ID,EA_Modified Method,EA_Parent Sample ID,EA_Profile Type,EA_Project Type,EA_Reports To,EA_Sampling Depth
00a422a3-0cc8-4266-b34c-2fc32d4cf812,D4,Volatile Suspended Solids,2024-09-11 11:20:00.000[PST],2024-09-16 13:15:00.000[PST],30.8,ft,LAB,,mg/L,,,,Preliminary,Unknown,Water,26e0846b-6ee8-4d31-be0b-c2044970fecc,E0925B1100,,,,,Lab Data,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NOT_DETECTED,,,2.5,,2024-09-12 10:30:00.000[PST],,,Bryte,,1,,,,,,,38.065164,-121.83486,,,,,,River,9/11/2024,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
00aa7e03-ff61-4edc-8172-5ec2d964c0e8,LSZ6,Dissolved Ammonia,2024-11-08 11:30:00.000[PST],2024-11-22 13:40:00.000[PST],33.8,ft,LAB,0.07,mg/L,,,,Preliminary,Unknown,Water,1edc55d5-4854-458e-a168-1bfd0002e8de,E1124B2480,,,,,Lab Data,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,,,,0.05,,2024-11-12 12:10:00.000[PST],,,Bryte,,1,,,,,,,,,,,,,,,11/8/2024,,Low Salinity Zone,,,,FALSE,,,Routine Monitoring,MRL,3
00acc65c-0586-41de-9348-30b6db739b39,D6,(Bottom) Chlorophyll Fluorescence ug/L,2024-07-16 12:00:00.000[PST],1950-01-01 12:00:00.000[PST],46.9,ft,FIELD,2.83,ug/L,,,,Preliminary,Unknown,Water,41ecb714-d181-48e7-820e-688f08332b0a,E0725B0753,,EMP-3,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.046308,-122.121838,,,,,,Bay,7/16/2024,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,43.9
00ba5725-8207-4166-bd9b-db23d4365b27,D6,Churn Bucket ID,2024-08-16 13:30:00.000[PST],1950-01-01 12:00:00.000[PST],50.2,ft,LAB,10,,,,,Preliminary,Unknown,Water,1f5b1fc1-2609-4723-a343-2c365230f428,E0825B0981,,,,,Lab Data,,,,,,,,,,,,,,,,,,,38.046308,-122.121838,,,,,,Bay,8/16/2024,,Suisun & Grizzly Bay,,,,FALSE,,,Routine Monitoring,MRL,
00bca628-6220-4cc7-ba12-f1b95e76e51a,D41A,Total Dissolved Solids,2024-11-05 13:00:00.000[PST],2024-11-07 14:45:00.000[PST],8.9,ft,LAB,23200,mg/L,,,,Preliminary,Unknown,Water,3cddb1ea-c51f-4886-afe9-0658755df448,E1124B2403,,,,,Lab Data,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,,,,2.5,,2024-11-06 11:00:00.000[PST],,,Bryte,,1,,,,,,,38.083333,-122.396333,,,,,,Bay,11/5/2024,,San Pablo Bay,,,,FALSE,,,Routine Monitoring,MRL,3
00bd13c0-42a0-4d77-a3e5-9902c0ed9e44,D12,Volatile Suspended Solids,2024-09-09 09:25:00.000[PST],2024-09-13 10:40:00.000[PST],36,ft,LAB,,mg/L,,,,Preliminary,Unknown,Water,7726a267-24d6-4474-9944-65fa786dfa6b,E0925B1052,,,,,Lab Data,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NOT_DETECTED,,,2.5,,2024-09-10 11:20:00.000[PST],,,Bryte,,1,,,,,,,38.021427,-121.806965,,,,,,River,9/9/2024,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
00c1aa76-4d37-4038-99ba-9a215f4bb1c6,D8,Chlorophyll Fluorescence RFU,2024-09-13 13:15:00.000[PST],1950-01-01 12:00:00.000[PST],44.9,ft,FIELD,0.64,RFU,,,,Preliminary,Unknown,Water,c42253b6-a9b8-49ae-a581-58517a753628,E0925B1134,,EMP-1,YSI EXO2 Sonde,,Field Data,,,,,,,,,,,,,,,,,,,38.059971,-121.992062,,,,,,Bay,9/13/2024,,Suisun & Grizzly Bay,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
00c9d598-69a2-4fb4-9e8d-fff1f0f40fb7,D12,Dissolved Chloride,2024-07-11 07:00:00.000[PST],2024-07-30 23:00:00.000[PST],37.4,ft,LAB,421,mg/L,,,,Preliminary,Unknown,Water,3258f9cb-7e6a-4142-82f8-c8d612f121b2,E0725B0675,,,,,Lab Data,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,,,,5,,2024-07-12 10:40:00.000[PST],,,Bryte,,5,,,,,,,38.021427,-121.806965,,,,,,River,7/11/2024,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
00cb0ba9-4907-4087-88ef-070736fdb2c5,NZ068,Total Organic Carbon,2024-08-14 14:45:00.000[PST],2024-08-30 06:30:00.000[PST],17.1,ft,LAB,1.8,mg/L,,,,Preliminary,Unknown,Water,c6e370a7-f185-4e9b-a278-077b9042908c,E0825B0884,,,,,Lab Data,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,,,,0.5,,2024-08-15 11:35:00.000[PST],,,Bryte,,1,,,,,,,38.142716,-121.68948,,,,,,River,8/14/2024,,North Delta,,,,FALSE,,,Routine Monitoring,MRL,3
00d48a3e-8981-4b4c-bf06-a86145014ee0,NZ032,Total Kjeldahl Nitrogen,2024-08-15 14:35:00.000[PST],2024-08-27 13:20:00.000[PST],27.2,ft,LAB,0.354,mg/L,,,,Preliminary,Unknown,Water,e5630a7c-0029-4d9f-abeb-e680ff2878e2,E0825B0944,,,,,Lab Data,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,,,,0.1,,2024-08-16 10:20:00.000[PST],,,Bryte,,1,,,,,,,38.171063,-122.020467,,,,,,Slough,8/15/2024,,Suisun Marsh,,,,FALSE,,,Routine Monitoring,MRL,3
00f1b84b-ef4e-4f83-91da-e5eaa9a2867b,P8,Total Kjeldahl Nitrogen,2024-08-13 14:45:00.000[PST],2024-08-22 08:00:00.000[PST],36.4,ft,LAB,0.429,mg/L,,,,Preliminary,Unknown,Water,e56d8944-5903-4cb9-9976-82a573dd4287,E0825B0861,,,,,Lab Data,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,,,,0.1,,2024-08-14 10:30:00.000[PST],,,Bryte,,1,,REPLICATE,a2b2546c-e02b-48e8-906e-5b89ea5653b9,,,,37.978248,-121.38232,,,,,,River,8/13/2024,,South Delta,,,,FALSE,E0825B0860,,Routine Monitoring,MRL,3
00f48471-af95-42fc-97d0-df1f7f5985c5,Equipment Blank,Total Dissolved Solids,2024-12-09 14:05:00.000[PST],2024-12-11 14:25:00.000[PST],,,LAB,,mg/L,,,,Preliminary,Unknown,Water,6ea27578-205b-4f11-a83b-f48eec810720,E1224B2607,,,,,Lab Data,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NOT_DETECTED,,,2.5,,2024-12-10 10:30:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,12/9/2024,,,,,,FALSE,,,Routine Monitoring,MRL,3
00f852b2-3047-42f6-8069-352fae1757d0,Equipment Blank,Churn Bucket ID,2024-11-19 15:55:00.000[PST],1950-01-01 12:00:00.000[PST],,,LAB,5,,,,,Preliminary,Unknown,Water,442a4dc0-d2d5-432a-a8f9-74c7d4e16f09,E1124B2509,,EMP-2,,,Lab Data,,,,,,,,,,,,,,BLANK,,,,,,,,,,,,,11/19/2024,,,,,,FALSE,,,Routine Monitoring,MRL,
00ff80fb-0b53-4fdb-b362-4d82d8078118,D19,Specific Conductance,2024-07-11 08:20:00.000[PST],1950-01-01 12:00:00.000[PST],7.9,ft,FIELD,298,uS/cm,,,,Preliminary,Unknown,Water,aa2f48fb-b65d-48fe-b616-bcf7e68b79d9,E0725B0676,,EMP-3,YSI EXO2 Sonde,,Field Data,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,,,,,,,,,,,,,,,,,,38.047662,-121.622335,,,,,,Bay,7/11/2024,,Central Delta,,,,FALSE,,Discrete,Routine Monitoring,MRL,3
0100de7e-5368-4b7c-89d1-6a5296c13da4,D28A,Dissolved Silica,2024-10-08 11:50:00.000[PST],2024-10-25 09:15:00.000[PST],19,ft,LAB,13.4,mg/L,,,,Preliminary,Unknown,Water,74482694-6f2e-43ea-ae8f-058245f8660e,E1025B1234,,,,,Lab Data,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,,,,0.1,,2024-10-09 14:35:00.000[PST],,,Bryte,,1,,,,,,,37.969697,-121.573145,,,,,,River,10/8/2024,,Central Delta,,,,FALSE,,,Routine Monitoring,MRL,3
0102fdb3-c888-4a15-9d72-a8e19a70ca9f,D41A,Pheophytin a,2024-11-05 13:00:00.000[PST],2024-11-12 14:50:00.000[PST],8.9,ft,LAB,,ug/L,,,,Preliminary,Unknown,Water,3cddb1ea-c51f-4886-afe9-0658755df448,E1124B2403,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NOT_DETECTED,,,0.5,,2024-11-06 11:00:00.000[PST],,,Bryte,,1,,,,,,,38.083333,-122.396333,,,,,,Bay,11/5/2024,,San Pablo Bay,,,,FALSE,,,Routine Monitoring,MRL,3
010f95bb-5135-4b70-af6f-990b3743ace8,D12,Pheophytin a,2024-07-11 07:00:00.000[PST],2024-07-25 11:10:00.000[PST],37.4,ft,LAB,0.57,ug/L,,,,Preliminary,Unknown,Water,3258f9cb-7e6a-4142-82f8-c8d612f121b2,E0725B0675,,,,,Lab Data,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,,,,0.5,,2024-07-12 10:40:00.000[PST],,,Bryte,,1,,,,,,,38.021427,-121.806965,,,,,,River,7/11/2024,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,3
011bc85a-f231-4cc1-a22b-f3a10b8a16b0,D10,Wave Scale,2024-07-16 13:40:00.000[PST],1950-01-01 12:00:00.000[PST],37.1,ft,FIELD,4,,,,,Preliminary,Unknown,Water,f2f48281-1166-4506-9a82-e791a3fdbaad,E0725B0755,,,,Passed through D10 during EZ6 tow.,Field Data,,,,,,,,,,,,,,,,,,,38.048364,-121.918587,,,,,,River,7/16/2024,,Confluence,,,,FALSE,,,Routine Monitoring,MRL,
0124a2bc-75a6-43e1-a471-fd6c7b566104,Equipment Blank,Total Phosphorus,2024-08-19 14:40:00.000[PST],2024-08-30 08:05:00.000[PST],,,LAB,,mg/L,,,,Preliminary,Unknown,Water,76f949d7-a58f-450e-982b-cce6d6c2c283,E0825B1025,,,,,Lab Data,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NOT_DETECTED,,,0.01,,2024-08-20 09:50:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,8/19/2024,,,,,,FALSE,,,Routine Monitoring,MRL,3
012811f6-d193-4e7f-97ec-60007363d3aa,D41A,Dissolved Organic Nitrogen,2024-07-18 11:40:00.000[PST],2024-07-30 11:00:00.000[PST],7.9,ft,LAB,,mg/L,,,,Preliminary,Unknown,Water,5319517d-2871-432e-b3e7-2a4ae5ef92b4,E0725B0827,,,,,Lab Data,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NOT_DETECTED,,,0.1,,2024-07-19 14:00:00.000[PST],,,Bryte,,1,,REPLICATE,05e883ef-ddcb-473d-b71e-cbfca8450aad,,,,38.083333,-122.396333,,,,,,Bay,7/18/2024,,San Pablo Bay,,,,FALSE,E0725B0825,,Routine Monitoring,MRL,3
013082ac-b912-498e-bf3e-d3e9163bb1ef,C9,Dissolved Calcium,2024-08-09 11:00:00.000[PST],2024-09-09 10:45:00.000[PST],11.5,ft,LAB,11.6,mg/L,,,,Preliminary,Unknown,Water,7d80d089-1241-45e4-abde-5f2c0ff098b7,E0825B0830,,,,,Lab Data,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,,,,1,,2024-08-12 11:35:00.000[PST],,,Bryte,,1,,,,,,,37.830917,-121.554004,,,,,,River,8/9/2024,,South Delta,,,,FALSE,,,Routine Monitoring,MRL,3
013b9cb2-3204-48cd-af7f-cb591216b5fa,Equipment Blank,Total Alkalinity,2024-10-07 15:40:00.000[PST],2024-10-17 15:35:00.000[PST],,,LAB,,mg/L,,,,Preliminary,Unknown,Water,22a45fc5-86f6-494b-a883-cb651e22ed33,E1025B1220,,,,,Lab Data,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NOT_DETECTED,,,20,,2024-10-08 12:10:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,10/7/2024,,,,,,FALSE,,,Routine Monitoring,MRL,3
013caae7-debf-4399-b8e0-f026a5a8209c,LSZ2,(Bottom) Dissolved Oxygen % Saturation,2024-11-08 13:00:00.000[PST],1950-01-01 12:00:00.000[PST],32.2,ft,FIELD,93.8,% Saturation,,,,Preliminary,Unknown,Water,b89b231c-73f3-4691-b987-181c0d1124f1,E1124B2481,,EMP-1,YSI EXO2 Sonde,across from northern tip of Decker Island. Lat/Long coordinates not available due to GPS malfunction.,Field Data,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,,,,,,,,,,,,,,,,,,,,,,,,,,11/8/2024,,Low Salinity Zone,,,,FALSE,,Discrete,Routine Monitoring,MRL,29.2
0140ca65-a946-4ac4-ade8-f654b5faf2bd,C3A,Air Temperature,2024-08-09 09:00:00.000[PST],1950-01-01 12:00:00.000[PST],15.4,ft,FIELD,70,degF,,,,Preliminary,Unknown,Water,728bf870-907b-4de9-aba6-445c9195600c,E0825B0829,,EMP-4,,Chla volume: 500,Field Data,,,,,,,,,,,,,,,,,,,38.367655,-121.520475,,,,,,River,8/9/2024,,North Delta,,,,FALSE,,,Routine Monitoring,MRL,
01421663-acb3-41db-9b01-34de90d0795e,NZS42,Dissolved Chloride,2024-11-13 12:55:00.000[PST],2024-11-23 02:05:00.000[PST],18.7,ft,LAB,5460,mg/L,,,,Preliminary,Unknown,Water,fd774466-f6d4-4401-add9-e69046627151,E1124B2549,,,,,Lab Data,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,,,,250,,2024-11-14 12:35:00.000[PST],,,Bryte,,250,,,,,,,38.1808,-122.049008,,,,,,Slough,11/13/2024,,Suisun Marsh,,,,FALSE,,,Routine Monitoring,MRL,3
0142d135-4a1c-4c96-bc62-1ea65be3803b,Equipment Blank,Dissolved Nitrate + Nitrite,2024-12-09 14:05:00.000[PST],2024-12-13 12:05:00.000[PST],,,LAB,,mg/L,,,,Preliminary,Unknown,Water,6ea27578-205b-4f11-a83b-f48eec810720,E1224B2607,,,,,Lab Data,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NOT_DETECTED,,,0.05,,2024-12-10 10:30:00.000[PST],,,Bryte,,1,,BLANK,,,,,,,,,,,,,12/9/2024,,,,,,FALSE,,,Routine Monitoring,MRL,3
