region,analyte,date,n,n.cen,median,mean,sd,RL
Confluence,chla,5/1/2019,4,0,1.93,2.55,1.10233086,
Confluence,chla,6/1/2019,4,0,1.4,1.5075,0.61467471,
Confluence,chla,7/1/2019,4,0,2.79,2.955,1.05894602,
Confluence,chla,8/1/2019,4,1,2.27,2.9375,0.8765005,0.5
Confluence,chla,9/1/2019,4,0,1.99,2.29,0.52921325,
Confluence,chla,10/1/2019,4,0,1.6,1.7575,0.39533741,
Confluence,chla,11/1/2019,4,0,2,1.9425,0.35084422,
Confluence,chla,12/1/2019,4,0,0.84,0.8325,0.11441882,
Northern Interior Delta,chla,1/2/2018,0,NA,2.185,0.67175144,,
Northern Interior Delta,chla,2/2/2018,0,NA,2.02,0.80610173,,
Northern Interior Delta,chla,3/2/2018,0,NA,2.565,1.4495689,,
Northern Interior Delta,chla,4/2/2018,0,NA,3.315,1.91625938,,
Northern Interior Delta,chla,5/2/2018,0,NA,3.955,2.31223917,,
Northern Interior Delta,chla,6/2/2018,0,NA,2.305,0.79903066,,
Northern Interior Delta,chla,7/2/2018,0,NA,2.765,1.68998521,,
Northern Interior Delta,chla,8/2/2018,0,NA,2.04,1.20208153,,
Northern Interior Delta,chla,9/2/2018,0,NA,1.395,0.33234019,,
Northern Interior Delta,chla,10/2/2018,1,NA,1.07,,#NUM!,0.5
Northern Interior Delta,chla,11/2/2018,0,NA,0.915,0.28991378,,
Northern Interior Delta,chla,12/2/2018,0,NA,0.765,0.30405592,,
Northern Interior Delta,chla,1/2/2019,0,NA,1.965,1.26572114,,
Northern Interior Delta,chla,2/2/2019,0,NA,1.73,0.21213203,,
Northern Interior Delta,chla,3/2/2019,0,NA,2.04,0.4384062,,
Northern Interior Delta,chla,4/2/2019,0,NA,3.26,0.18384776,,
Northern Interior Delta,chla,5/2/2019,0,NA,1.005,0.16263456,,
Northern Interior Delta,chla,6/2/2019,0,NA,0.975,0.06363961,,
Northern Interior Delta,chla,7/2/2019,0,NA,0.89,0.3959798,,
Northern Interior Delta,chla,8/2/2019,0,NA,1.905,0.53033009,,
Northern Interior Delta,chla,9/2/2019,0,NA,1.29,0.36769553,,
Northern Interior Delta,chla,10/2/2019,0,NA,1.025,0.0212132,,
Northern Interior Delta,chla,11/2/2019,1,NA,1.22,,#NUM!,0.5
Northern Interior Delta,chla,12/2/2019,0,NA,1.07,0.48083261,,
San Pablo Bay,chla,1/1/2018,6,0,1.1,1.186667,0.23669953,
San Pablo Bay,chla,2/1/2018,6,0,1.61,2.081667,0.61068541,
San Pablo Bay,chla,3/1/2018,6,0,1.91,1.95,0.42393396,
San Pablo Bay,chla,4/1/2018,6,0,5,8.571667,9.28989864,
San Pablo Bay,chla,5/1/2018,6,0,2.67,2.595,0.74505704,
San Pablo Bay,chla,6/1/2018,6,0,2.64,3.048333,0.87914542,
San Pablo Bay,chla,7/1/2018,6,0,1.99,2.38,0.55508558,
San Pablo Bay,chla,8/1/2018,6,0,2.02,2.218333,0.53026094,
San Pablo Bay,chla,9/1/2018,6,0,1.72,2.01,0.79929969,
San Pablo Bay,chla,10/1/2018,6,0,2.12,2.333333,0.44567552,
San Pablo Bay,chla,11/1/2018,3,0,1.74,1.74,0.05,
San Pablo Bay,chla,12/1/2018,6,0,1.09,1.491667,0.56439053,
San Pablo Bay,chla,1/1/2019,6,0,1.12,1.443333,0.85831618,
San Pablo Bay,chla,2/1/2019,6,0,1.58,1.581667,0.13029454,
San Pablo Bay,chla,3/1/2019,6,0,1.69,2.091667,0.96188184,
San Pablo Bay,chla,4/1/2019,6,0,2.2,2.608333,0.93516665,
San Pablo Bay,chla,5/1/2019,6,0,1.68,1.631667,0.31593776,
San Pablo Bay,chla,6/1/2019,6,0,2.58,2.673333,0.65101971,
San Pablo Bay,chla,7/1/2019,6,0,1.8,2.025,0.58002586,
San Pablo Bay,chla,8/1/2019,6,0,2.32,2.301667,0.82722226,
San Pablo Bay,chla,9/1/2019,6,0,1.17,1.766667,0.86136326,
San Pablo Bay,chla,10/1/2019,6,0,1.69,1.663333,0.8005165,
San Pablo Bay,chla,11/1/2019,6,0,0.7,1.036667,0.58318665,
San Pablo Bay,chla,12/1/2019,6,0,1.02,1.233333,0.4034683,
Southern Interior Delta,chla,1/4/2018,0,2.02,2.75,2.00610734,,
Southern Interior Delta,chla,2/4/2018,0,0.91,4.45,6.88211208,,
Southern Interior Delta,chla,3/4/2018,0,1.58,5.4325,7.35640934,,
Southern Interior Delta,chla,4/4/2018,0,2.37,3.9725,2.88943334,,
Southern Interior Delta,chla,5/4/2018,0,4.99,4.2625,1.97070842,,
Southern Interior Delta,chla,6/4/2018,4,0,2.62,14.3075,22.73946258,
Southern Interior Delta,chla,7/4/2018,4,0,7.87,24.1075,31.85570004,
Southern Interior Delta,chla,8/4/2018,4,0,4.31,13.4525,11.08913996,
Southern Interior Delta,chla,9/4/2018,4,0,3.9,13.12,19.15861512,
Southern Interior Delta,chla,10/4/2018,0,2.22,2.8125,1.93065403,,
Southern Interior Delta,chla,11/4/2018,0,1.42,1.8725,0.99664019,,
Southern Interior Delta,chla,12/4/2018,1,0.76,1.515,1.51107164,,0.5
Southern Interior Delta,chla,1/4/2019,0,0.84,2.5975,3.05900174,,
Southern Interior Delta,chla,2/4/2019,0,1.01,2.7225,2.8478925,,
Southern Interior Delta,chla,3/4/2019,0,1.29,2.0625,0.9320363,,
Southern Interior Delta,chla,4/4/2019,0,1.59,2.285,1.36074734,,
Southern Interior Delta,chla,5/4/2019,0,1.04,1.2275,0.29101833,,
Southern Interior Delta,chla,6/4/2019,0,2.49,2.44,0.84817451,,
Southern Interior Delta,chla,7/4/2019,4,0,4.06,11.92,17.50698146,
Southern Interior Delta,chla,8/4/2019,0,3.12,7.275,7.96067208,,
Southern Interior Delta,chla,9/4/2019,0,3.7,6.045,3.55477613,,
Southern Interior Delta,chla,10/4/2019,0,2.16,2.28,0.79225417,,
Southern Interior Delta,chla,11/4/2019,0,1.95,2.1375,0.75194747,,
Southern Interior Delta,chla,12/4/2019,0,1.31,2.0975,1.7859148,,
Suisun & Grizzly Bays,chla,1/1/2018,4,0,0.9,1.26,0.47840011,
Suisun & Grizzly Bays,chla,2/1/2018,4,0,1.91,2.06,0.29131884,
Suisun & Grizzly Bays,chla,3/1/2018,4,0,2.46,3.655,1.50975715,
Suisun & Grizzly Bays,chla,4/1/2018,4,0,1.71,2.0875,0.55138462,
Suisun & Grizzly Bays,chla,5/1/2018,4,0,6.38 10.190000,6.10061199,,
Suisun & Grizzly Bays,chla,6/1/2018,4,0,2.44,2.71,0.834386,
Suisun & Grizzly Bays,chla,7/1/2018,4,0,2.29,2.945,1.33909173,
Suisun & Grizzly Bays,chla,8/1/2018,4,0,2.44,2.47,0.30757113,
Suisun & Grizzly Bays,chla,9/1/2018,4,0,4,3.885,1.39662689,
Suisun & Grizzly Bays,chla,10/1/2018,4,0,1.32,2.16,1.42947543,
Suisun & Grizzly Bays,chla,11/1/2018,4,0,1.38,1.46,0.11105554,
Suisun & Grizzly Bays,chla,12/1/2018,4,0,0.98,2.0975,1.8798648,
Suisun & Grizzly Bays,chla,1/1/2019,4,0,0.88,1.04,0.34302575,
Suisun & Grizzly Bays,chla,2/1/2019,4,0,1.57,1.6325,0.21654484,
Suisun & Grizzly Bays,chla,3/1/2019,4,0,2.41,2.5775,0.75891919,
Suisun & Grizzly Bays,chla,4/1/2019,4,0,2.81,3.3725,1.43778475,
Suisun & Grizzly Bays,chla,5/1/2019,4,0,1.59,2.1925,1.1237252,
Suisun & Grizzly Bays,chla,6/1/2019,4,0,4.2,4.88,2.14403047,
Suisun & Grizzly Bays,chla,7/1/2019,4,0,4.31,4.8725,2.44426369,
Suisun & Grizzly Bays,chla,8/1/2019,4,0,3.29,6.195,4.49208563,
Suisun & Grizzly Bays,chla,9/1/2019,4,0,2.08,2.0275,0.40778875,
Suisun & Grizzly Bays,chla,10/1/2019,4,0,1.1,1.7875,0.99904538,
Suisun & Grizzly Bays,chla,11/1/2019,4,1,1.05,3.44,4.85322831,0.5
Suisun & Grizzly Bays,chla,12/1/2019,4,0,0.79,1.265,0.83048179,
Central Delta,dissAmmonia,4/1/2018,4,0,0.05,0.0625,0.015,
Central Delta,dissAmmonia,4/1/2019,4,2,NA,0.0525,0.006123724,
Central Delta,dissAmmonia,8/1/2018,4,0,0.024,0.03275,0.018172782,
Central Delta,dissAmmonia,8/1/2019,4,3,NA,0.083,#NUM!,
Central Delta,dissAmmonia,12/1/2018,4,0,NA,0.12425,0.017327723,
Central Delta,dissAmmonia,12/1/2019,4,1,0.13,0.15375,0.061332852,
Central Delta,dissAmmonia,2/1/2018,4,0,0.07,0.0775,0.037749172,
Central Delta,dissAmmonia,2/1/2019,4,0,0.08,0.09525,0.02401909,
Central Delta,dissAmmonia,1/1/2018,4,0,0.14,0.1425,0.041129876,
Central Delta,dissAmmonia,1/1/2019,4,0,0.15,0.14575,0.017670597,
Central Delta,dissAmmonia,7/1/2018,4,0,0.02,0.035,0.019148542,
Central Delta,dissAmmonia,7/1/2019,4,3,NA,0.076,#NUM!,
Central Delta,dissAmmonia,6/1/2018,4,0,0.02,0.0275,0.015,
Central Delta,dissAmmonia,6/1/2019,4,4,NA,0,0,0.05
Central Delta,dissAmmonia,3/1/2018,4,0,0.06,0.085,0.047958315,
Central Delta,dissAmmonia,3/1/2019,4,1,NA,0.06,0,
Central Delta,dissAmmonia,5/1/2018,4,0,0.03,0.0425,0.015,
Central Delta,dissAmmonia,5/1/2019,4,3,NA,0.06,#NUM!,
Central Delta,dissAmmonia,11/1/2018,4,0,0.137,0.13075,0.041660333,
Central Delta,dissAmmonia,11/1/2019,4,4,NA,0,0,0.2
Central Delta,dissAmmonia,10/1/2018,4,0,0.04,0.05675,0.031868218,
Central Delta,dissAmmonia,10/1/2019,4,4,NA,0,0,0.2
Central Delta,dissAmmonia,9/1/2018,4,0,0.03,0.0475,0.035939764,
Central Delta,dissAmmonia,9/1/2019,4,3,NA,0.068,#NUM!,
Confluence,dissAmmonia,4/1/2018,4,0,0.07,0.095,0.036968455,
Confluence,dissAmmonia,4/1/2019,4,2,NA,0.0525,0.006123724,
Confluence,dissAmmonia,8/1/2018,4,0,0.09,0.094,0.013366625,
Confluence,dissAmmonia,8/1/2019,4,3,NA,0.095,#NUM!,
Confluence,dissAmmonia,12/1/2018,4,0,0.173,0.1885,0.020371549,
Confluence,dissAmmonia,12/1/2019,4,0,0.23,0.2625,0.080156098,
Confluence,dissAmmonia,2/1/2018,4,0,0.13,0.145,0.026457513,
Confluence,dissAmmonia,2/1/2019,4,0,NA,0.1025,0.023629078,
Confluence,dissAmmonia,1/1/2018,4,0,NA,0.2025,0.009574271,
Confluence,dissAmmonia,1/1/2019,4,0,0.245,0.24075,0.01815443,
Confluence,dissAmmonia,7/1/2018,4,0,0.07,0.07,0.008164966,
Confluence,dissAmmonia,7/1/2019,4,3,NA,0.083,#NUM!,
Confluence,dissAmmonia,6/1/2018,4,0,0.06,0.075,0.03,
Confluence,dissAmmonia,6/1/2019,4,3,NA,0.07,#NUM!,
Confluence,dissAmmonia,3/1/2018,4,0,0.15,0.1675,0.043493295,
Confluence,dissAmmonia,3/1/2019,4,1,NA,0.055,0.006123724,
Confluence,dissAmmonia,5/1/2018,4,0,0.05,0.0825,0.059651767,
Confluence,dissAmmonia,5/1/2019,4,1,0.07,0.083,0.021106871,
Confluence,dissAmmonia,11/1/2018,4,0,0.121,0.1275,0.018770544,
Confluence,dissAmmonia,11/1/2019,4,1,0.14,0.13666667,0.029059326,
Confluence,dissAmmonia,10/1/2018,4,0,0.08,0.0835,0.010754844,
Confluence,dissAmmonia,10/1/2019,4,2,0.12,0.145,0.061237244,
Confluence,dissAmmonia,9/1/2018,4,0,0.06,0.0625,0.012583057,
Confluence,dissAmmonia,9/1/2019,4,3,NA,0.098,#NUM!,
Northern Interior Delta,dissAmmonia,4/1/2018,2,0,NA,0.125,0.007071068,
Northern Interior Delta,dissAmmonia,4/1/2019,2,0,NA,0.076,0.01979899,
Northern Interior Delta,dissAmmonia,8/1/2018,2,0,NA,0.36,0.296984848,
Northern Interior Delta,dissAmmonia,8/1/2019,2,0,NA,0.231,0.149906638,
Northern Interior Delta,dissAmmonia,12/1/2018,2,0,NA,0.3975,0.241123412,
Northern Interior Delta,dissAmmonia,12/1/2019,2,0,NA,0.475,0.219203102,
Northern Interior Delta,dissAmmonia,2/1/2018,2,0,NA,0.335,0.176776695,
Northern Interior Delta,dissAmmonia,2/1/2019,2,0,NA,0.13,0.014142136,
Northern Interior Delta,dissAmmonia,1/1/2018,2,0,NA,0.36,0.127279221,
Northern Interior Delta,dissAmmonia,1/1/2019,2,0,NA,0.22,0.014142136,
Northern Interior Delta,dissAmmonia,7/1/2018,2,0,NA,0.275,0.176776695,
Northern Interior Delta,dissAmmonia,7/1/2019,2,0,NA,0.195,0.082024387,
Northern Interior Delta,dissAmmonia,6/1/2018,2,0,NA,0.195,0.06363961,
Northern Interior Delta,dissAmmonia,6/1/2019,2,0,NA,0.087,0.024041631,
Northern Interior Delta,dissAmmonia,3/1/2018,2,0,NA,0.365,0.134350288,
Northern Interior Delta,dissAmmonia,3/1/2019,2,0,NA,0.075,0.021213203,
Northern Interior Delta,dissAmmonia,5/1/2018,2,0,NA,0.455,0.304055916,
Northern Interior Delta,dissAmmonia,5/1/2019,2,0,NA,0.145,0.035355339,
Northern Interior Delta,dissAmmonia,11/1/2018,2,0,NA,0.721,0.705692568,
Northern Interior Delta,dissAmmonia,11/1/2019,2,0,NA,0.53,0.311126984,
Northern Interior Delta,dissAmmonia,10/1/2018,2,0,NA,0.3265,0.28779246,
Northern Interior Delta,dissAmmonia,10/1/2019,2,0,NA,0.245,0.134350288,
Northern Interior Delta,dissAmmonia,9/1/2018,2,0,NA,0.23,0.141421356,
Northern Interior Delta,dissAmmonia,9/1/2019,2,0,NA,0.1675,0.053033009,
San Pablo Bay,dissAmmonia,4/1/2018,6,0,0.08,0.08166667,0.018348479,
San Pablo Bay,dissAmmonia,4/1/2019,6,0,NA,0.06333333,0.008164966,
San Pablo Bay,dissAmmonia,8/1/2018,6,0,NA,0.07666667,0.005163978,
San Pablo Bay,dissAmmonia,8/1/2019,6,3,NA,0.0565,0.0065479,
San Pablo Bay,dissAmmonia,12/1/2018,6,0,0.139,0.13766667,0.019085771,
San Pablo Bay,dissAmmonia,12/1/2019,6,0,0.27,0.255,0.032710854,
San Pablo Bay,dissAmmonia,2/1/2018,6,0,0.13,0.13,0.029664794,
San Pablo Bay,dissAmmonia,2/1/2019,6,0,0.104,0.1035,0.009544632,
San Pablo Bay,dissAmmonia,1/1/2018,6,0,0.17,0.175,0.023452079,
San Pablo Bay,dissAmmonia,1/1/2019,6,0,0.187,0.18783333,0.02638497,
San Pablo Bay,dissAmmonia,7/1/2018,6,0,0.07,0.07833333,0.011690452,
San Pablo Bay,dissAmmonia,7/1/2019,6,0,0.083,0.08183333,0.004215052,
San Pablo Bay,dissAmmonia,6/1/2018,6,0,0.05,0.05333333,0.021602469,
San Pablo Bay,dissAmmonia,6/1/2019,6,1,0.06,0.06,0.00559017,
San Pablo Bay,dissAmmonia,3/1/2018,6,0,0.1,0.11,0.021908902,
San Pablo Bay,dissAmmonia,3/1/2019,6,0,NA,0.07966667,0.015513435,
San Pablo Bay,dissAmmonia,5/1/2018,6,0,NA,0.06,0.016733201,
San Pablo Bay,dissAmmonia,5/1/2019,6,0,NA,0.08333333,0.008164966,
San Pablo Bay,dissAmmonia,11/1/2018,3,0,0.087,0.104,0.031192948,
San Pablo Bay,dissAmmonia,11/1/2019,6,1,0.15,0.146,0.028565714,
San Pablo Bay,dissAmmonia,10/1/2018,6,0,0.08,0.07666667,0.038297084,
San Pablo Bay,dissAmmonia,10/1/2019,6,6,NA,0,0,0.2
San Pablo Bay,dissAmmonia,9/1/2018,6,0,NA,0.07666667,0.020655911,
San Pablo Bay,dissAmmonia,9/1/2019,6,1,0.077,0.07266667,0.016029487,
Southern Interior Delta,dissAmmonia,4/1/2018,4,1,NA,0.065,0.018371173,
Southern Interior Delta,dissAmmonia,4/1/2019,4,4,NA,0,0,0.05
Southern Interior Delta,dissAmmonia,8/1/2018,4,1,0.03,0.04625,0.019906814,
Southern Interior Delta,dissAmmonia,8/1/2019,4,4,NA,0,0,0.05
Southern Interior Delta,dissAmmonia,12/1/2018,4,0,0.057,0.088,0.052249402,
Southern Interior Delta,dissAmmonia,12/1/2019,4,2,0.16,0.1775,0.04286607,
Southern Interior Delta,dissAmmonia,2/1/2018,4,0,0.03,0.0475,0.023629078,
Southern Interior Delta,dissAmmonia,2/1/2019,4,0,0.09,0.119,0.064015623,
Southern Interior Delta,dissAmmonia,1/1/2018,4,0,0.05,0.0575,0.029860788,
Southern Interior Delta,dissAmmonia,1/1/2019,4,0,0.106,0.1665,0.084354411,
Southern Interior Delta,dissAmmonia,7/1/2018,4,1,0.02,0.0325,0.020077973,
Southern Interior Delta,dissAmmonia,7/1/2019,4,3,NA,0.057,#NUM!,
Southern Interior Delta,dissAmmonia,6/1/2018,4,0,0.02,0.025,0.012909944,
Southern Interior Delta,dissAmmonia,6/1/2019,4,4,NA,0,0,0.05
Southern Interior Delta,dissAmmonia,3/1/2018,4,0,0.03,0.035,0.02081666,
Southern Interior Delta,dissAmmonia,3/1/2019,4,4,NA,0,0,0.05
Southern Interior Delta,dissAmmonia,5/1/2018,4,2,NA,0.0325,0.006123724,
Southern Interior Delta,dissAmmonia,5/1/2019,4,4,NA,0,0,0.05
Southern Interior Delta,dissAmmonia,11/1/2018,4,2,NA,0.06825,0.039804208,
Southern Interior Delta,dissAmmonia,11/1/2019,4,2,0.13,0.14,0.02,
Southern Interior Delta,dissAmmonia,10/1/2018,4,0,0.03,0.04,0.02,
Southern Interior Delta,dissAmmonia,10/1/2019,4,4,NA,0,0,0.2
Southern Interior Delta,dissAmmonia,9/1/2018,4,0,0.01,0.03,0.028284271,
Southern Interior Delta,dissAmmonia,9/1/2019,4,4,NA,0,0,0.05
Suisun & Grizzly Bays,dissAmmonia,4/1/2018,4,0,0.07,0.1425,0.103722386,
Suisun & Grizzly Bays,dissAmmonia,4/1/2019,4,1,0.05,0.06575,0.025075511,
Suisun & Grizzly Bays,dissAmmonia,8/1/2018,4,0,0.05,0.05325,0.010436315,
Suisun & Grizzly Bays,dissAmmonia,8/1/2019,4,3,NA,0.07,#NUM!,
Suisun & Grizzly Bays,dissAmmonia,12/1/2018,4,0,0.172,0.19125,0.035621857,
Suisun & Grizzly Bays,dissAmmonia,12/1/2019,4,0,0.22,0.23,0.04163332,
Suisun & Grizzly Bays,dissAmmonia,2/1/2018,4,0,0.15,0.1725,0.028722813,
Suisun & Grizzly Bays,dissAmmonia,2/1/2019,4,0,0.08,0.09225,0.02582473,
Suisun & Grizzly Bays,dissAmmonia,1/1/2018,4,0,0.2,0.215,0.036968455,
Suisun & Grizzly Bays,dissAmmonia,1/1/2019,4,0,0.219,0.219,0.003741657,
Suisun & Grizzly Bays,dissAmmonia,7/1/2018,4,0,0.04,0.0375,0.012583057,
Suisun & Grizzly Bays,dissAmmonia,7/1/2019,4,2,NA,0.0515,0.001224745,
Suisun & Grizzly Bays,dissAmmonia,6/1/2018,4,0,0.06,0.0625,0.012583057,
Suisun & Grizzly Bays,dissAmmonia,6/1/2019,4,3,NA,0.063,#NUM!,
Suisun & Grizzly Bays,dissAmmonia,3/1/2018,4,0,0.14,0.1425,0.012583057,
Suisun & Grizzly Bays,dissAmmonia,3/1/2019,4,0,0.06,0.0725,0.026299556,
Suisun & Grizzly Bays,dissAmmonia,5/1/2018,4,0,0.05,0.0575,0.017078251,
Suisun & Grizzly Bays,dissAmmonia,5/1/2019,4,2,NA,0.075,0.012247449,
Suisun & Grizzly Bays,dissAmmonia,11/1/2018,4,0,0.143,0.16975,0.034979756,
Suisun & Grizzly Bays,dissAmmonia,11/1/2019,4,3,0.14,0.14,#NUM!,
Suisun & Grizzly Bays,dissAmmonia,10/1/2018,4,0,0.09,0.1325,0.073654599,
Suisun & Grizzly Bays,dissAmmonia,10/1/2019,4,1,0.12,0.11666667,0.017638342,
Suisun & Grizzly Bays,dissAmmonia,9/1/2018,4,0,0.04,0.05925,0.034189423,
Suisun & Grizzly Bays,dissAmmonia,9/1/2019,4,2,NA,0.057,0.014696938,
Central Delta,dissNitrateNitrite,1/1/2018,4,0,0.45,0.4675,0.027537853,
Central Delta,dissNitrateNitrite,2/1/2018,4,0,0.63,0.645,0.038729834,
Central Delta,dissNitrateNitrite,3/1/2018,4,0,0.57,0.5625,0.022173558,
Central Delta,dissNitrateNitrite,4/1/2018,4,0,0.26,0.32,0.102306728,
Central Delta,dissNitrateNitrite,5/1/2018,4,0,0.3,0.2975,0.012583057,
Central Delta,dissNitrateNitrite,6/1/2018,4,0,NA,0.2425,0.08845903,
Central Delta,dissNitrateNitrite,7/1/2018,4,0,0.21,0.2225,0.111766125,
Central Delta,dissNitrateNitrite,8/1/2018,4,0,0.152,0.135,0.054887764,
Central Delta,dissNitrateNitrite,9/1/2018,4,0,0.18,0.17375,0.072020252,
Central Delta,dissNitrateNitrite,10/1/2018,4,0,0.26,0.2595,0.084858706,
Central Delta,dissNitrateNitrite,11/1/2018,4,0,0.531,0.8615,0.679486326,
Central Delta,dissNitrateNitrite,12/1/2018,4,0,0.579,0.58125,0.02251481,
Central Delta,dissNitrateNitrite,1/1/2019,4,0,0.67,0.665,0.057445627,
Central Delta,dissNitrateNitrite,2/1/2019,4,0,0.59,0.7175,0.203203511,
Central Delta,dissNitrateNitrite,3/1/2019,4,0,0.377,0.56675,0.342445494,
Central Delta,dissNitrateNitrite,4/1/2019,4,0,0.2,0.2425,0.075883683,
Central Delta,dissNitrateNitrite,5/1/2019,4,0,0.14,0.1425,0.037287174,
Central Delta,dissNitrateNitrite,6/1/2019,4,0,0.14,0.14125,0.01547848,
Central Delta,dissNitrateNitrite,7/1/2019,4,0,0.175,0.15675,0.072288196,
Central Delta,dissNitrateNitrite,8/1/2019,4,0,0.171,0.16075,0.07064642,
Central Delta,dissNitrateNitrite,9/1/2019,4,0,0.185,0.16525,0.069916021,
Central Delta,dissNitrateNitrite,10/1/2019,2,0,NA,0.17,0.070710678,
Central Delta,dissNitrateNitrite,11/1/2019,4,0,0.35,0.32,0.066833126,
Central Delta,dissNitrateNitrite,12/1/2019,4,0,0.38,0.385,0.01,
Confluence,dissNitrateNitrite,1/1/2018,4,0,0.46,0.4475,0.032015621,
Confluence,dissNitrateNitrite,2/1/2018,4,0,0.55,0.55,0.058878406,
Confluence,dissNitrateNitrite,3/1/2018,4,0,0.49,0.475,0.051961524,
Confluence,dissNitrateNitrite,4/1/2018,4,0,0.21,0.25,0.059441848,
Confluence,dissNitrateNitrite,5/1/2018,4,0,0.32,0.3325,0.056199051,
Confluence,dissNitrateNitrite,6/1/2018,4,0,0.38,0.375,0.045092498,
Confluence,dissNitrateNitrite,7/1/2018,4,0,0.31,0.3425,0.053774219,
Confluence,dissNitrateNitrite,8/1/2018,4,0,0.23,0.265,0.043588989,
Confluence,dissNitrateNitrite,9/1/2018,4,0,0.224,0.2425,0.026501572,
Confluence,dissNitrateNitrite,10/1/2018,4,0,NA,0.32675,0.0065,
Confluence,dissNitrateNitrite,11/1/2018,4,0,0.429,0.44175,0.027873225,
Confluence,dissNitrateNitrite,12/1/2018,4,0,0.53,0.54,0.036905284,
Confluence,dissNitrateNitrite,1/1/2019,4,0,0.54,1.915,2.770517401,
Confluence,dissNitrateNitrite,2/1/2019,4,0,0.39,0.42175,0.047387586,
Confluence,dissNitrateNitrite,3/1/2019,4,0,0.27,0.2785,0.047703948,
Confluence,dissNitrateNitrite,4/1/2019,4,0,0.161,0.17775,0.029545163,
Confluence,dissNitrateNitrite,5/1/2019,4,0,0.151,0.151,0.000816497,
Confluence,dissNitrateNitrite,6/1/2019,4,0,0.14,0.15,0.014142136,
Confluence,dissNitrateNitrite,7/1/2019,4,0,0.223,0.22975,0.033648923,
Confluence,dissNitrateNitrite,8/1/2019,4,0,0.203,0.20875,0.014795833,
Confluence,dissNitrateNitrite,9/1/2019,4,0,0.212,0.22,0.012247449,
Confluence,dissNitrateNitrite,10/1/2019,4,1,0.23,0.2233333,0.024037009,1.5
Confluence,dissNitrateNitrite,11/1/2019,4,0,0.32,1.34,1.723852275,
Confluence,dissNitrateNitrite,12/1/2019,4,3,0.29,0.29,#NUM!,7.5
Northern Interior Delta,dissNitrateNitrite,1/1/2018,2,0,NA,0.24,0.127279221,
Northern Interior Delta,dissNitrateNitrite,2/1/2018,2,0,NA,0.285,0.148492424,
Northern Interior Delta,dissNitrateNitrite,3/1/2018,2,0,NA,0.29,0.084852814,
Northern Interior Delta,dissNitrateNitrite,4/1/2018,2,0,NA,0.12,0.056568543,
Northern Interior Delta,dissNitrateNitrite,5/1/2018,2,0,NA,0.155,0.148492424,
