Station,Date,Time,SampleDescription,Flag,FlagDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla_Sign,Chla,Pheophytin_Sign,Pheophytin,TotAlkalinity_Sign,TotAlkalinity,TotAmmonia_Sign,TotAmmonia,DissAmmonia_Sign,DissAmmonia,DissBromide_Sign,DissBromide,DissCalcium_Sign,DissCalcium,TotChloride_Sign,TotChloride,DissChloride_Sign,DissChloride,DissNitrateNitrite_Sign,DissNitrateNitrite,DOC_Sign,DOC,TOC_Sign,TOC,DON_Sign,DON,TON_Sign,TON,DissOrthophos_Sign,DissOrthophos,TotPhos_Sign,TotPhos,DissSilica_Sign,DissSilica,TDS_Sign,TDS,TSS_Sign,TSS,VSS_Sign,VSS,TKN_Sign,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface_FNU,TurbiditySurface_NTU,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom_FNU,TurbidityBottom_NTU,pHBottom
D10,1975-04-23,15:00:00,NA,NA,NA,NA,NA,60.8,9,NA,NA,NA,=,3.71,=,1.74,=,NA,=,0.02,=,NA,=,NA,=,NA,=,20,=,NA,=,0.21,=,NA,=,NA,=,0.1,=,0.2,=,0.06,=,0.08,=,15,=,138,=,80,=,10,=,0.2,NA,33,NA,1.21,216,10,NA,14,NA,6.2,7.9,NA,NA,NA,NA,NA,5.9,NA
D10,1975-04-23,15:00:00,NA,NA,NA,NA,NA,60.8,9,NA,NA,NA,=,3.71,=,1.74,=,NA,=,0.02,=,NA,=,NA,=,NA,=,20,=,NA,=,0.21,=,NA,=,NA,=,0.1,=,0.2,=,0.06,=,0.08,=,15,=,138,=,70,=,8,=,0.2,NA,33,NA,1.21,216,10,NA,14,NA,6.2,7.9,NA,NA,NA,NA,NA,5.9,NA
D10,1975-04-23,15:00:00,NA,NA,NA,NA,NA,60.8,9,NA,NA,NA,=,3.71,=,1.74,=,NA,=,0.02,=,NA,=,NA,=,NA,=,20,=,NA,=,0.21,=,NA,=,NA,=,0.1,=,0.2,=,0.06,=,0.08,=,15,=,138,=,70,=,10,=,0.2,NA,33,NA,1.21,216,10,NA,14,NA,6.2,7.9,NA,NA,NA,NA,NA,5.9,NA
D10,1975-05-08,15:00:00,NA,NA,NA,NA,NA,64.4,10,NA,NA,NA,=,10.19,=,4.05,=,NA,=,0.02,=,NA,=,NA,=,NA,=,20,=,NA,=,0.13,=,NA,=,NA,=,0.1,=,0.2,=,0.05,=,0.08,=,14,=,117,=,40,=,16,=,0.2,NA,33,NA,1.28,198,9.8,NA,16,NA,6.8,7.9,NA,NA,NA,NA,NA,6.8,NA
D10,1975-05-08,15:00:00,NA,NA,NA,NA,NA,64.4,10,NA,NA,NA,=,10.19,=,4.05,=,NA,=,0.02,=,NA,=,NA,=,NA,=,20,=,NA,=,0.13,=,NA,=,NA,=,0.1,=,0.2,=,0.05,=,0.08,=,14,=,117,=,84,=,6,=,0.2,NA,33,NA,1.28,198,9.8,NA,16,NA,6.8,7.9,NA,NA,NA,NA,NA,6.8,NA
D10,1975-05-08,15:00:00,NA,NA,NA,NA,NA,64.4,10,NA,NA,NA,=,10.19,=,4.05,=,NA,=,0.02,=,NA,=,NA,=,NA,=,20,=,NA,=,0.13,=,NA,=,NA,=,0.1,=,0.2,=,0.05,=,0.08,=,14,=,117,=,84,=,16,=,0.2,NA,33,NA,1.28,198,9.8,NA,16,NA,6.8,7.9,NA,NA,NA,NA,NA,6.8,NA
D10,1975-05-22,16:00:00,NA,NA,NA,NA,NA,71.6,12,NA,NA,NA,=,16.21,=,8.1,=,NA,=,NA,=,NA,=,NA,=,NA,=,9,=,NA,=,0.04,=,NA,=,NA,=,0.2,=,0.2,=,0.03,=,0.08,=,14,=,81,=,48,=,10,=,0.2,NA,36,NA,1.28,171,9.7,NA,18,NA,0.4,8.2,NA,NA,NA,NA,NA,0.8,NA
D10,1975-05-22,16:00:00,NA,NA,NA,NA,NA,71.6,12,NA,NA,NA,=,16.21,=,8.1,=,NA,=,NA,=,NA,=,NA,=,NA,=,9,=,NA,=,0.04,=,NA,=,NA,=,0.2,=,0.2,=,0.03,=,0.08,=,14,=,81,=,60,=,9,=,0.2,NA,36,NA,1.28,171,9.7,NA,18,NA,0.4,8.2,NA,NA,NA,NA,NA,0.8,NA
D10,1975-05-22,16:00:00,NA,NA,NA,NA,NA,71.6,12,NA,NA,NA,=,16.21,=,8.1,=,NA,=,NA,=,NA,=,NA,=,NA,=,9,=,NA,=,0.04,=,NA,=,NA,=,0.2,=,0.2,=,0.03,=,0.08,=,14,=,81,=,60,=,10,=,0.2,NA,36,NA,1.28,171,9.7,NA,18,NA,0.4,8.2,NA,NA,NA,NA,NA,0.8,NA
D10,1975-06-19,14:00:00,NA,NA,NA,NA,NA,60.8,10,NA,NA,NA,=,20.84,=,6.95,=,NA,=,NA,=,NA,=,NA,=,NA,=,18,=,NA,=,0.06,=,NA,=,NA,=,0.1,=,0.3,=,0.04,=,0.1,=,13,=,119,=,46,=,9,=,0.3,NA,36,NA,1.21,171,8.8,NA,19,NA,60.6,7.9,NA,NA,NA,NA,NA,73.92,NA
D10,1975-06-19,14:00:00,NA,NA,NA,NA,NA,60.8,10,NA,NA,NA,=,20.84,=,6.95,=,NA,=,NA,=,NA,=,NA,=,NA,=,18,=,NA,=,0.06,=,NA,=,NA,=,0.1,=,0.3,=,0.04,=,0.1,=,13,=,119,=,64,=,8,=,0.3,NA,36,NA,1.21,171,8.8,NA,19,NA,60.6,7.9,NA,NA,NA,NA,NA,73.92,NA
D10,1975-06-19,14:00:00,NA,NA,NA,NA,NA,60.8,10,NA,NA,NA,=,20.84,=,6.95,=,NA,=,NA,=,NA,=,NA,=,NA,=,18,=,NA,=,0.06,=,NA,=,NA,=,0.1,=,0.3,=,0.04,=,0.1,=,13,=,119,=,64,=,9,=,0.3,NA,36,NA,1.21,171,8.8,NA,19,NA,60.6,7.9,NA,NA,NA,NA,NA,73.92,NA
D10,1975-07-03,13:00:00,NA,NA,NA,NA,NA,68,10,NA,NA,NA,=,23.16,=,13.89,=,NA,=,NA,=,NA,=,NA,=,NA,=,78,=,NA,=,0.04,=,NA,=,NA,=,0.1,=,0.4,=,0.04,=,0.05,=,12,=,209,=,24,=,8,=,0.4,NA,30,NA,1.12,394,9.1,NA,20,NA,86.61,8.1,NA,NA,NA,NA,NA,81.58,NA
D10,1975-07-03,13:00:00,NA,NA,NA,NA,NA,68,10,NA,NA,NA,=,23.16,=,13.89,=,NA,=,NA,=,NA,=,NA,=,NA,=,78,=,NA,=,0.04,=,NA,=,NA,=,0.1,=,0.4,=,0.04,=,0.05,=,12,=,209,=,40,=,6,=,0.4,NA,30,NA,1.12,394,9.1,NA,20,NA,86.61,8.1,NA,NA,NA,NA,NA,81.58,NA
D10,1975-07-03,13:00:00,NA,NA,NA,NA,NA,68,10,NA,NA,NA,=,23.16,=,13.89,=,NA,=,NA,=,NA,=,NA,=,NA,=,78,=,NA,=,0.04,=,NA,=,NA,=,0.1,=,0.4,=,0.04,=,0.05,=,12,=,209,=,40,=,8,=,0.4,NA,30,NA,1.12,394,9.1,NA,20,NA,86.61,8.1,NA,NA,NA,NA,NA,81.58,NA
D10,1975-07-17,14:00:00,NA,NA,NA,NA,NA,73.4,10,NA,NA,NA,=,15.44,=,8.88,=,NA,=,0.05,=,NA,=,NA,=,NA,=,387,=,NA,=,0.12,=,NA,=,NA,=,0.3,=,0.6,=,0.05,=,0.09,=,13,=,816,=,99,=,8,=,0.6,NA,28,NA,1.05,1610,8.1,NA,21,NA,41.11,8,NA,NA,NA,NA,NA,45.02,NA
D10,1975-07-17,14:00:00,NA,NA,NA,NA,NA,73.4,10,NA,NA,NA,=,15.44,=,8.88,=,NA,=,0.05,=,NA,=,NA,=,NA,=,387,=,NA,=,0.12,=,NA,=,NA,=,0.3,=,0.6,=,0.05,=,0.09,=,13,=,816,=,55,=,12,=,0.6,NA,28,NA,1.05,1610,8.1,NA,21,NA,41.11,8,NA,NA,NA,NA,NA,45.02,NA
D10,1975-07-17,14:00:00,NA,NA,NA,NA,NA,73.4,10,NA,NA,NA,=,15.44,=,8.88,=,NA,=,0.05,=,NA,=,NA,=,NA,=,387,=,NA,=,0.12,=,NA,=,NA,=,0.3,=,0.6,=,0.05,=,0.09,=,13,=,816,=,55,=,8,=,0.6,NA,28,NA,1.05,1610,8.1,NA,21,NA,41.11,8,NA,NA,NA,NA,NA,45.02,NA
D10,1975-08-14,11:00:00,NA,NA,NA,NA,NA,62.6,12,NA,NA,NA,=,9.11,=,8.84,=,NA,=,0.02,=,NA,=,NA,=,NA,=,1220,=,NA,=,0.18,=,NA,=,NA,=,0.3,=,0.3,=,0.06,=,0.12,=,11,=,2340,=,100,=,14,=,0.3,NA,20,NA,0.75,3760,8.4,NA,20,NA,16.22,8,NA,NA,NA,NA,NA,16.29,NA
D10,1975-08-14,11:00:00,NA,NA,NA,NA,NA,62.6,12,NA,NA,NA,=,9.11,=,8.84,=,NA,=,0.02,=,NA,=,NA,=,NA,=,1220,=,NA,=,0.18,=,NA,=,NA,=,0.3,=,0.3,=,0.06,=,0.12,=,11,=,2340,=,88,=,13,=,0.3,NA,20,NA,0.75,3760,8.4,NA,20,NA,16.22,8,NA,NA,NA,NA,NA,16.29,NA
D10,1975-08-14,11:00:00,NA,NA,NA,NA,NA,62.6,12,NA,NA,NA,=,9.11,=,8.84,=,NA,=,0.02,=,NA,=,NA,=,NA,=,1220,=,NA,=,0.18,=,NA,=,NA,=,0.3,=,0.3,=,0.06,=,0.12,=,11,=,2340,=,88,=,14,=,0.3,NA,20,NA,0.75,3760,8.4,NA,20,NA,16.22,8,NA,NA,NA,NA,NA,16.29,NA
D10,1975-08-27,08:00:00,NA,NA,NA,NA,NA,60.8,8,NA,NA,NA,=,5.56,=,5.09,=,NA,=,NA,=,NA,=,NA,=,NA,=,448,=,NA,=,0.23,=,NA,=,NA,=,0.2,=,0.2,=,0.05,=,0.12,=,15,=,891,=,54,=,9,=,0.2,NA,28,NA,0.89,1650,8.4,NA,21,NA,11.07,8,NA,NA,NA,NA,NA,11.28,NA
D10,1975-08-27,08:00:00,NA,NA,NA,NA,NA,60.8,8,NA,NA,NA,=,5.56,=,5.09,=,NA,=,NA,=,NA,=,NA,=,NA,=,448,=,NA,=,0.23,=,NA,=,NA,=,0.2,=,0.2,=,0.05,=,0.12,=,15,=,891,=,79,=,6,=,0.2,NA,28,NA,0.89,1650,8.4,NA,21,NA,11.07,8,NA,NA,NA,NA,NA,11.28,NA
D10,1975-08-27,08:00:00,NA,NA,NA,NA,NA,60.8,8,NA,NA,NA,=,5.56,=,5.09,=,NA,=,NA,=,NA,=,NA,=,NA,=,448,=,NA,=,0.23,=,NA,=,NA,=,0.2,=,0.2,=,0.05,=,0.12,=,15,=,891,=,79,=,9,=,0.2,NA,28,NA,0.89,1650,8.4,NA,21,NA,11.07,8,NA,NA,NA,NA,NA,11.28,NA
D10,1975-09-03,16:00:00,NA,NA,NA,NA,NA,91.4,2,NA,NA,NA,=,6.33,=,4.67,=,NA,=,NA,=,NA,=,NA,=,NA,=,401,=,NA,=,0.19,=,NA,=,NA,=,0.1,=,0.3,=,0.07,=,0.14,=,15,=,827,=,44,=,30,=,0.3,NA,33,NA,1.12,1480,8.4,NA,22,NA,11.05,7.9,NA,NA,NA,NA,NA,11.61,NA
D10,1975-09-03,16:00:00,NA,NA,NA,NA,NA,91.4,2,NA,NA,NA,=,6.33,=,4.67,=,NA,=,NA,=,NA,=,NA,=,NA,=,401,=,NA,=,0.19,=,NA,=,NA,=,0.1,=,0.3,=,0.07,=,0.14,=,15,=,827,=,181,=,7,=,0.3,NA,33,NA,1.12,1480,8.4,NA,22,NA,11.05,7.9,NA,NA,NA,NA,NA,11.61,NA
D10,1975-09-03,16:00:00,NA,NA,NA,NA,NA,91.4,2,NA,NA,NA,=,6.33,=,4.67,=,NA,=,NA,=,NA,=,NA,=,NA,=,401,=,NA,=,0.19,=,NA,=,NA,=,0.1,=,0.3,=,0.07,=,0.14,=,15,=,827,=,181,=,30,=,0.3,NA,33,NA,1.12,1480,8.4,NA,22,NA,11.05,7.9,NA,NA,NA,NA,NA,11.61,NA
D10,1975-10-16,15:00:00,NA,NA,NA,NA,NA,75.2,NA,NA,NA,NA,=,4.01,=,4.9,=,NA,=,0.05,=,NA,=,NA,=,NA,=,163,=,NA,=,0.17,=,NA,=,NA,=,0.2,=,0.3,=,0.06,=,0.14,=,16,=,387,=,68,=,5,=,0.3,NA,30,NA,1.12,716,8.3,NA,18,NA,5.38,7.7,NA,NA,NA,NA,NA,6.15,NA
D10,1975-10-16,15:00:00,NA,NA,NA,NA,NA,75.2,NA,NA,NA,NA,=,4.01,=,4.9,=,NA,=,0.05,=,NA,=,NA,=,NA,=,163,=,NA,=,0.17,=,NA,=,NA,=,0.2,=,0.3,=,0.06,=,0.14,=,16,=,387,=,38,=,10,=,0.3,NA,30,NA,1.12,716,8.3,NA,18,NA,5.38,7.7,NA,NA,NA,NA,NA,6.15,NA
D10,1975-10-16,15:00:00,NA,NA,NA,NA,NA,75.2,NA,NA,NA,NA,=,4.01,=,4.9,=,NA,=,0.05,=,NA,=,NA,=,NA,=,163,=,NA,=,0.17,=,NA,=,NA,=,0.2,=,0.3,=,0.06,=,0.14,=,16,=,387,=,38,=,5,=,0.3,NA,30,NA,1.12,716,8.3,NA,18,NA,5.38,7.7,NA,NA,NA,NA,NA,6.15,NA
D10,1975-10-29,12:00:00,NA,NA,NA,NA,NA,60.8,NA,NA,NA,NA,=,4.01,=,2.98,=,NA,=,0.12,=,NA,=,NA,=,NA,=,181,=,NA,=,0.21,=,NA,=,NA,=,0.1,=,0.1,=,0.06,=,0.18,=,14,=,382,=,36,=,9,=,0.2,NA,33,NA,1.25,923,9.2,NA,15,NA,6.39,7.6,NA,NA,NA,NA,NA,7.53,NA
D10,1975-10-29,12:00:00,NA,NA,NA,NA,NA,60.8,NA,NA,NA,NA,=,4.01,=,2.98,=,NA,=,0.12,=,NA,=,NA,=,NA,=,181,=,NA,=,0.21,=,NA,=,NA,=,0.1,=,0.1,=,0.06,=,0.18,=,14,=,382,=,87,=,4,=,0.2,NA,33,NA,1.25,923,9.2,NA,15,NA,6.39,7.6,NA,NA,NA,NA,NA,7.53,NA
D10,1975-10-29,12:00:00,NA,NA,NA,NA,NA,60.8,NA,NA,NA,NA,=,4.01,=,2.98,=,NA,=,0.12,=,NA,=,NA,=,NA,=,181,=,NA,=,0.21,=,NA,=,NA,=,0.1,=,0.1,=,0.06,=,0.18,=,14,=,382,=,87,=,9,=,0.2,NA,33,NA,1.25,923,9.2,NA,15,NA,6.39,7.6,NA,NA,NA,NA,NA,7.53,NA
D10,1975-11-13,13:00:00,NA,NA,NA,NA,NA,59,5,NA,NA,NA,=,NA,=,NA,=,NA,=,0.06,=,NA,=,NA,=,NA,=,619,=,NA,=,0.22,=,NA,=,NA,=,0.1,=,0.3,=,0.06,=,0.12,=,14,=,1150,=,51,=,5,=,0.4,NA,28,NA,1.08,2040,9.3,NA,14,NA,3.75,7.7,NA,NA,NA,NA,NA,4.15,NA
D10,1975-11-13,13:00:00,NA,NA,NA,NA,NA,59,5,NA,NA,NA,=,NA,=,NA,=,NA,=,0.06,=,NA,=,NA,=,NA,=,619,=,NA,=,0.22,=,NA,=,NA,=,0.1,=,0.3,=,0.06,=,0.12,=,14,=,1150,=,106,=,11,=,0.4,NA,28,NA,1.08,2040,9.3,NA,14,NA,3.75,7.7,NA,NA,NA,NA,NA,4.15,NA
D10,1975-11-13,13:00:00,NA,NA,NA,NA,NA,59,5,NA,NA,NA,=,NA,=,NA,=,NA,=,0.06,=,NA,=,NA,=,NA,=,619,=,NA,=,0.22,=,NA,=,NA,=,0.1,=,0.3,=,0.06,=,0.12,=,14,=,1150,=,106,=,5,=,0.4,NA,28,NA,1.08,2040,9.3,NA,14,NA,3.75,7.7,NA,NA,NA,NA,NA,4.15,NA
D10,1975-12-16,15:00:00,NA,NA,NA,NA,NA,59,5,NA,NA,NA,=,1.36,=,1,=,NA,=,0.19,=,NA,=,NA,=,NA,=,450,=,NA,=,0.2,=,NA,=,NA,=,0.2,=,0.2,=,0.05,=,0.08,=,17,=,908,=,49,=,4,=,0.4,NA,46,NA,1.74,1650,10.6,NA,10,NA,3.33,7.5,NA,NA,NA,NA,NA,3.31,NA
D10,1975-12-16,15:00:00,NA,NA,NA,NA,NA,59,5,NA,NA,NA,=,1.36,=,1,=,NA,=,0.19,=,NA,=,NA,=,NA,=,450,=,NA,=,0.2,=,NA,=,NA,=,0.2,=,0.2,=,0.05,=,0.08,=,17,=,908,=,25,=,7,=,0.4,NA,46,NA,1.74,1650,10.6,NA,10,NA,3.33,7.5,NA,NA,NA,NA,NA,3.31,NA
D10,1975-12-16,15:00:00,NA,NA,NA,NA,NA,59,5,NA,NA,NA,=,1.36,=,1,=,NA,=,0.19,=,NA,=,NA,=,NA,=,450,=,NA,=,0.2,=,NA,=,NA,=,0.2,=,0.2,=,0.05,=,0.08,=,17,=,908,=,25,=,4,=,0.4,NA,46,NA,1.74,1650,10.6,NA,10,NA,3.33,7.5,NA,NA,NA,NA,NA,3.31,NA
D10,1976-01-14,14:00:00,NA,NA,NA,NA,NA,55.4,4,NA,NA,NA,=,1.3,=,0.42,=,NA,=,0.08,=,NA,=,NA,=,NA,=,2480,=,NA,=,0.31,=,NA,=,NA,=,0.2,=,0.2,=,0.06,=,0.12,=,16,=,4560,=,18,=,3,=,0.3,NA,64,NA,2.39,7570,10.3,NA,9,NA,5.95,7.5,NA,NA,NA,NA,NA,6.8,NA
D10,1976-01-14,14:00:00,NA,NA,NA,NA,NA,55.4,4,NA,NA,NA,=,1.3,=,0.42,=,NA,=,0.08,=,NA,=,NA,=,NA,=,2480,=,NA,=,0.31,=,NA,=,NA,=,0.2,=,0.2,=,0.06,=,0.12,=,16,=,4560,=,36,=,5,=,0.3,NA,64,NA,2.39,7570,10.3,NA,9,NA,5.95,7.5,NA,NA,NA,NA,NA,6.8,NA
D10,1976-01-14,14:00:00,NA,NA,NA,NA,NA,55.4,4,NA,NA,NA,=,1.3,=,0.42,=,NA,=,0.08,=,NA,=,NA,=,NA,=,2480,=,NA,=,0.31,=,NA,=,NA,=,0.2,=,0.2,=,0.06,=,0.12,=,16,=,4560,=,36,=,3,=,0.3,NA,64,NA,2.39,7570,10.3,NA,9,NA,5.95,7.5,NA,NA,NA,NA,NA,6.8,NA
D10,1976-02-26,14:00:00,NA,NA,NA,NA,NA,62.6,9,NA,NA,NA,=,25.94,=,6.25,=,NA,=,NA,=,NA,=,NA,=,NA,=,3020,=,NA,=,0.36,=,NA,=,NA,=,0.2,=,0.4,=,0.06,=,0.11,=,14,=,5510,=,71,=,12,=,0.4,NA,36,NA,0.98,8800,10.2,NA,12,NA,7,7.9,NA,NA,NA,NA,NA,6.9,NA
D10,1976-02-26,14:00:00,NA,NA,NA,NA,NA,62.6,9,NA,NA,NA,=,25.94,=,6.25,=,NA,=,NA,=,NA,=,NA,=,NA,=,3020,=,NA,=,0.36,=,NA,=,NA,=,0.2,=,0.4,=,0.06,=,0.11,=,14,=,5510,=,61,=,10,=,0.4,NA,36,NA,0.98,8800,10.2,NA,12,NA,7,7.9,NA,NA,NA,NA,NA,6.9,NA
D10,1976-02-26,14:00:00,NA,NA,NA,NA,NA,62.6,9,NA,NA,NA,=,25.94,=,6.25,=,NA,=,NA,=,NA,=,NA,=,NA,=,3020,=,NA,=,0.36,=,NA,=,NA,=,0.2,=,0.4,=,0.06,=,0.11,=,14,=,5510,=,61,=,12,=,0.4,NA,36,NA,0.98,8800,10.2,NA,12,NA,7,7.9,NA,NA,NA,NA,NA,6.9,NA
D10,1976-03-11,12:00:00,NA,NA,NA,NA,NA,60.8,7,NA,NA,NA,=,26.24,=,9.88,=,NA,=,NA,=,NA,=,NA,=,NA,=,1730,=,NA,=,0.28,=,NA,=,NA,=,0.2,=,0.4,=,0.06,=,0.19,=,14,=,3320,=,52,=,12,=,0.4,NA,23,NA,0.98,5350,10.5,NA,13,NA,8.7,8,NA,NA,NA,NA,NA,8.5,NA
D10,1976-03-11,12:00:00,NA,NA,NA,NA,NA,60.8,7,NA,NA,NA,=,26.24,=,9.88,=,NA,=,NA,=,NA,=,NA,=,NA,=,1730,=,NA,=,0.28,=,NA,=,NA,=,0.2,=,0.4,=,0.06,=,0.19,=,14,=,3320,=,87,=,7,=,0.4,NA,23,NA,0.98,5350,10.5,NA,13,NA,8.7,8,NA,NA,NA,NA,NA,8.5,NA
D10,1976-03-11,12:00:00,NA,NA,NA,NA,NA,60.8,7,NA,NA,NA,=,26.24,=,9.88,=,NA,=,NA,=,NA,=,NA,=,NA,=,1730,=,NA,=,0.28,=,NA,=,NA,=,0.2,=,0.4,=,0.06,=,0.19,=,14,=,3320,=,87,=,12,=,0.4,NA,23,NA,0.98,5350,10.5,NA,13,NA,8.7,8,NA,NA,NA,NA,NA,8.5,NA
D10,1976-03-26,13:00:00,NA,NA,NA,NA,NA,66.2,4,NA,NA,NA,=,16.98,=,27.02,=,NA,=,0.01,=,NA,=,NA,=,NA,=,2870,=,NA,=,0.31,=,NA,=,NA,=,0.2,=,0.6,=,0.07,=,0.66,=,12,=,5370,=,156,=,23,=,0.6,NA,20,NA,0.49,8730,10.2,NA,14,NA,4.5,7.9,NA,NA,NA,NA,NA,4.4,NA
D10,1976-03-26,13:00:00,NA,NA,NA,NA,NA,66.2,4,NA,NA,NA,=,16.98,=,27.02,=,NA,=,0.01,=,NA,=,NA,=,NA,=,2870,=,NA,=,0.31,=,NA,=,NA,=,0.2,=,0.6,=,0.07,=,0.66,=,12,=,5370,=,200,=,18,=,0.6,NA,20,NA,0.49,8730,10.2,NA,14,NA,4.5,7.9,NA,NA,NA,NA,NA,4.4,NA
D10,1976-03-26,13:00:00,NA,NA,NA,NA,NA,66.2,4,NA,NA,NA,=,16.98,=,27.02,=,NA,=,0.01,=,NA,=,NA,=,NA,=,2870,=,NA,=,0.31,=,NA,=,NA,=,0.2,=,0.6,=,0.07,=,0.66,=,12,=,5370,=,200,=,23,=,0.6,NA,20,NA,0.49,8730,10.2,NA,14,NA,4.5,7.9,NA,NA,NA,NA,NA,4.4,NA
