"","Year","Month","DateTime","Region","StationCode","Group","Units.per.mL","BV.um3.per.mL"
"149","2014","Jan",2014-01-10 11:00:00,"Confluence","D4","Cyanobacteria",26447.85,17358.4125
"150","2014","Jan",2014-01-10 11:00:00,"Confluence","D4","Diatoms",836.55,305094.2895
"151","2014","Jan",2014-01-10 11:45:00,"Entrapment Zone","EZ6","Cyanobacteria",36396.36,22828.62582
"152","2014","Jan",2014-01-10 11:45:00,"Entrapment Zone","EZ6","Diatoms",1531.53,2189834.7471
"153","2014","Jan",2014-01-10 12:58:00,"Entrapment Zone","EZ2","Cyanobacteria",27220.05,18622.7613
"154","2014","Jan",2014-01-10 12:58:00,"Entrapment Zone","EZ2","Diatoms",1158.3,627378.3945
"155","2014","Jan",2014-01-13 11:35:00,"Grizzly and Suisun Bay","D7","Cryptophytes",250.25,38215.6775
"156","2014","Jan",2014-01-13 11:35:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",21371.35,13554.1406
"157","2014","Jan",2014-01-13 11:35:00,"Grizzly and Suisun Bay","D7","Diatoms",850.85,6286258.4785
"158","2014","Jan",2014-01-14 10:15:00,"San Pablo Bay","D41A","Cryptophytes",193.05,106507.6155
"159","2014","Jan",2014-01-14 10:15:00,"San Pablo Bay","D41A","Cyanobacteria",26512.2,16793.74125
"160","2014","Jan",2014-01-14 10:15:00,"San Pablo Bay","D41A","Diatoms",1029.6,635978.1285
"161","2014","Jan",2014-01-14 10:15:00,"San Pablo Bay","D41A","Golden Algae",128.7,4511.5785
"162","2014","Jan",2014-01-14 10:15:00,"San Pablo Bay","D41A","Other",64.35,11698.83
"163","2014","Jan",2014-01-14 11:15:00,"San Pablo Bay","D41","Cyanobacteria",10971,7158.816
"164","2014","Jan",2014-01-14 11:15:00,"San Pablo Bay","D41","Diatoms",450.5,3379121.265
"165","2014","Jan",2014-01-14 11:15:00,"San Pablo Bay","D41","Golden Algae",79.5,3191.13
"166","2014","Jan",2014-01-14 13:05:00,"San Pablo Bay","D6","Cryptophytes",750.75,117769.1515
"167","2014","Jan",2014-01-14 13:05:00,"San Pablo Bay","D6","Cyanobacteria",18318.3,11825.56375
"168","2014","Jan",2014-01-14 13:05:00,"San Pablo Bay","D6","Diatoms",850.85,459181.723
"169","2014","Jan",2014-01-14 13:05:00,"San Pablo Bay","D6","Dinoflagellates",50.05,700512.3125
"170","2014","Jan",2014-01-14 13:05:00,"San Pablo Bay","D6","Golden Algae",100.1,4018.014
"171","2014","Feb",2014-02-05 09:30:00,"Northern Interior Delta","C3A","Cryptophytes",193.05,65131.209
"172","2014","Feb",2014-02-05 09:30:00,"Northern Interior Delta","C3A","Cyanobacteria",22458.15,19387.04625
"173","2014","Feb",2014-02-05 09:30:00,"Northern Interior Delta","C3A","Diatoms",3603.6,1657850.9805
"174","2014","Feb",2014-02-05 09:30:00,"Northern Interior Delta","C3A","Golden Algae",257.4,50567.517
"175","2014","Feb",2014-02-05 09:30:00,"Northern Interior Delta","C3A","Green Algae",193.05,76416.912
"176","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Cryptophytes",64.35,31840.38
"177","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Cyanobacteria",22586.85,16898.31
"178","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Diatoms",2895.75,1264600.4085
"179","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Dinoflagellates",64.35,93779.829
"180","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Golden Algae",321.75,29584.9125
"181","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Green Algae",193.05,52598.403
"182","2014","Feb",2014-02-05 12:00:00,"Southern Interior Delta","C10A","Other",257.4,958575.618
"183","2014","Feb",2014-02-06 09:00:00,"Central Delta","D26","Cryptophytes",160.85,71032.9685
"184","2014","Feb",2014-02-06 09:00:00,"Central Delta","D26","Cyanobacteria",12868,9514.2775
"185","2014","Feb",2014-02-06 09:00:00,"Central Delta","D26","Diatoms",546.89,626577.3419
"186","2014","Feb",2014-02-06 09:00:00,"Central Delta","D26","Golden Algae",32.17,2617.6729
"187","2014","Feb",2014-02-06 10:10:00,"Southern Interior Delta","MD10A","Cryptophytes",277.2,93521.736
"188","2014","Feb",2014-02-06 10:10:00,"Southern Interior Delta","MD10A","Cyanobacteria",14206.5,12805.947
"189","2014","Feb",2014-02-06 10:10:00,"Southern Interior Delta","MD10A","Diatoms",242.55,225791.874
"190","2014","Feb",2014-02-06 10:10:00,"Southern Interior Delta","MD10A","Golden Algae",34.65,4267.1475
"191","2014","Feb",2014-02-06 11:30:00,"Southern Interior Delta","P8","Cryptophytes",193.05,65131.209
"192","2014","Feb",2014-02-06 11:30:00,"Southern Interior Delta","P8","Cyanobacteria",25289.55,17739.68625
"193","2014","Feb",2014-02-06 11:30:00,"Southern Interior Delta","P8","Diatoms",836.55,314627.742
"194","2014","Feb",2014-02-06 11:30:00,"Southern Interior Delta","P8","Golden Algae",128.7,11833.965
"195","2014","Feb",2014-02-07 11:20:00,"Central Delta","D19","Cryptophytes",150.14,82833.7394
"196","2014","Feb",2014-02-07 11:20:00,"Central Delta","D19","Cyanobacteria",28826.88,20131.89725
"197","2014","Feb",2014-02-07 11:20:00,"Central Delta","D19","Diatoms",2101.96,2177853.5179
"198","2014","Feb",2014-02-07 11:20:00,"Central Delta","D19","Other",75.07,27486.8805
"199","2014","Feb",2014-02-07 12:40:00,"Central Delta","D28A","Cryptophytes",563,145603.06
"200","2014","Feb",2014-02-07 12:40:00,"Central Delta","D28A","Cyanobacteria",10809.6,7227.5125
"201","2014","Feb",2014-02-07 12:40:00,"Central Delta","D28A","Diatoms",281.5,94315.7305
"202","2014","Feb",2014-02-10 11:16:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",19669.65,13370.8575
"203","2014","Feb",2014-02-10 11:16:00,"Grizzly and Suisun Bay","D8","Diatoms",550.55,150565.9155
"204","2014","Feb",2014-02-10 12:45:00,"Confluence","D4","Cryptophytes",75.07,25327.1166
"205","2014","Feb",2014-02-10 12:45:00,"Confluence","D4","Cyanobacteria",30403.35,21137.30976
"206","2014","Feb",2014-02-10 12:45:00,"Confluence","D4","Diatoms",450.42,35599.6954
"207","2014","Feb",2014-02-10 13:30:00,"Entrapment Zone","EZ6","Cyanobacteria",31679.54,21104.05375
"208","2014","Feb",2014-02-10 13:30:00,"Entrapment Zone","EZ6","Diatoms",300.28,431707.3011
"209","2014","Feb",2014-02-10 14:10:00,"Entrapment Zone","EZ2","Cyanobacteria",31003.91,22499.37984
"210","2014","Feb",2014-02-10 14:10:00,"Entrapment Zone","EZ2","Diatoms",600.56,80842.883
"211","2014","Feb",2014-02-11 11:35:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",22857.8,14390.0548
"212","2014","Feb",2014-02-11 11:35:00,"Grizzly and Suisun Bay","D7","Diatoms",563,266983.045
"213","2014","Feb",2014-02-11 11:35:00,"Grizzly and Suisun Bay","D7","Other",112.6,124246.218
"214","2014","Feb",2014-02-12 09:40:00,"San Pablo Bay","D41A","Cyanobacteria",15654.18,10553.4325
"215","2014","Feb",2014-02-12 09:40:00,"San Pablo Bay","D41A","Diatoms",750.8,753235.2198
"216","2014","Feb",2014-02-12 09:40:00,"San Pablo Bay","D41A","Golden Algae",37.54,1506.8556
"217","2014","Feb",2014-02-12 10:45:00,"San Pablo Bay","D41","Cryptophytes",534.85,169547.45
"218","2014","Feb",2014-02-12 10:45:00,"San Pablo Bay","D41","Cyanobacteria",10640.7,7081.1325
"219","2014","Feb",2014-02-12 10:45:00,"San Pablo Bay","D41","Diatoms",450.4,342776.6385
"220","2014","Feb",2014-02-12 10:45:00,"San Pablo Bay","D41","Golden Algae",56.3,2660.175
"221","2014","Feb",2014-02-12 12:40:00,"San Pablo Bay","D6","Cryptophytes",300.28,103234.0119
"222","2014","Feb",2014-02-12 12:40:00,"San Pablo Bay","D6","Cyanobacteria",29277.3,20323.32575
"223","2014","Feb",2014-02-12 12:40:00,"San Pablo Bay","D6","Diatoms",525.49,78147.1193
"224","2014","Feb",2014-02-12 12:40:00,"San Pablo Bay","D6","Golden Algae",150.14,7655.6386
"225","2014","Mar",2014-03-06 08:55:00,"Central Delta","D19","Cyanobacteria",209001.84,915693.81585
"226","2014","Mar",2014-03-06 08:55:00,"Central Delta","D19","Diatoms",300.29,26927.0043
"227","2014","Mar",2014-03-06 09:23:00,"Northern Interior Delta","C3A","Cyanobacteria",171165.3,147757.6945
"228","2014","Mar",2014-03-06 09:23:00,"Northern Interior Delta","C3A","Diatoms",8708.41,5662018.9993
"229","2014","Mar",2014-03-06 10:00:00,"Central Delta","D28A","Cryptophytes",90.08,30391.1904
"230","2014","Mar",2014-03-06 10:00:00,"Central Delta","D28A","Cyanobacteria",19862.64,16687.32
"231","2014","Mar",2014-03-06 13:21:00,"Southern Interior Delta","C10A","Cryptophytes",180.18,114284.5704
"232","2014","Mar",2014-03-06 13:21:00,"Southern Interior Delta","C10A","Cyanobacteria",54504.45,98253.59544
"233","2014","Mar",2014-03-06 13:21:00,"Southern Interior Delta","C10A","Diatoms",8738.73,3696274.6821
"234","2014","Mar",2014-03-06 13:21:00,"Southern Interior Delta","C10A","Golden Algae",270.27,21410.7894
"235","2014","Mar",2014-03-06 13:21:00,"Southern Interior Delta","C10A","Green Algae",990.99,73729.656
"236","2014","Mar",2014-03-06 13:21:00,"Southern Interior Delta","C10A","Other",90.09,25378.353
"237","2014","Mar",2014-03-07 07:55:00,"Central Delta","D26","Cyanobacteria",40540.5,33248.215
"238","2014","Mar",2014-03-07 09:00:00,"Southern Interior Delta","MD10A","Cryptophytes",425.34,147439.8576
"239","2014","Mar",2014-03-07 09:00:00,"Southern Interior Delta","MD10A","Cyanobacteria",9657.72,10636.002
"240","2014","Mar",2014-03-07 09:00:00,"Southern Interior Delta","MD10A","Diatoms",275.22,116600.9562
"241","2014","Mar",2014-03-07 10:25:00,"Southern Interior Delta","P8","Cryptophytes",168.96,32594.0736
"242","2014","Mar",2014-03-07 10:25:00,"Southern Interior Delta","P8","Cyanobacteria",5505.28,5536.96
"243","2014","Mar",2014-03-07 10:25:00,"Southern Interior Delta","P8","Diatoms",56.32,6290.8032
"244","2014","Mar",2014-03-07 10:25:00,"Southern Interior Delta","P8","Dinoflagellates",14.08,13871.616
"245","2014","Mar",2014-03-07 10:25:00,"Southern Interior Delta","P8","Golden Algae",14.08,4266.8032
"246","2014","Mar",2014-03-10 09:00:00,"Grizzly and Suisun Bay","D8","Cyanobacteria",100096,85963.696
"247","2014","Mar",2014-03-10 09:00:00,"Grizzly and Suisun Bay","D8","Diatoms",1251.2,172950.8736
"248","2014","Mar",2014-03-10 09:35:00,"Entrapment Zone","EZ6","Cyanobacteria",62972.91,42864.822
"249","2014","Mar",2014-03-10 09:35:00,"Entrapment Zone","EZ6","Diatoms",810.81,110715.2046
"250","2014","Mar",2014-03-10 10:15:00,"Entrapment Zone","EZ2","Cyanobacteria",54864.81,37038.25125
"251","2014","Mar",2014-03-10 10:15:00,"Entrapment Zone","EZ2","Diatoms",1441.44,1993621.4298
"252","2014","Mar",2014-03-10 11:00:00,"Confluence","D4","Cyanobacteria",60506.42,51040.093
"253","2014","Mar",2014-03-10 11:00:00,"Confluence","D4","Diatoms",450.42,136541.8202
"254","2014","Mar",2014-03-11 08:35:00,"Grizzly and Suisun Bay","D7","Cyanobacteria",215908.51,183574.78425
"255","2014","Mar",2014-03-11 08:35:00,"Grizzly and Suisun Bay","D7","Diatoms",300.29,18080.4609
"256","2014","Mar",2014-03-11 08:35:00,"Grizzly and Suisun Bay","D7","Green Algae",300.29,66331.0581
"257","2014","Mar",2014-03-12 07:45:00,"San Pablo Bay","D41A","Cyanobacteria",21471.45,18787.51875
