SampleID,Group,Units.per.L,,Year,Month,DateTime,Region,StationCode
EMP.D4.2013.09.25,Cryptophytes,450420,,2013,Sep,9/25/2013 9:35,Confluence,D4
EMP.D4.2013.09.25,Cyanobacteria,30328280,,2013,Sep,9/25/2013 9:35,Confluence,D4
EMP.D4.2013.09.25,Diatoms,675630,,2013,Sep,9/25/2013 9:35,Confluence,D4
EMP.D4.2013.09.25,Dinoflagellates,75070,,2013,Sep,9/25/2013 9:35,Confluence,D4
EMP.D4.2013.09.25,Green Algae,75070,,2013,Sep,9/25/2013 9:35,Confluence,D4
EMP.D4.2013.09.25,Other,75070,,2013,Sep,9/25/2013 9:35,Confluence,D4
EMP.EZ6.2013.09.25,Cyanobacteria,36936900,,2013,Sep,9/25/2013 9:35,Entrapment Zone,EZ6
EMP.EZ6.2013.09.25,Diatoms,810810,,2013,Sep,9/25/2013 9:35,Entrapment Zone,EZ6
EMP.EZ2.2013.09.25,Cyanobacteria,43423380,,2013,Sep,9/25/2013 10:20,Entrapment Zone,EZ2
EMP.EZ2.2013.09.25,Diatoms,1351350,,2013,Sep,9/25/2013 10:20,Entrapment Zone,EZ2
EMP.D7.2013.09.26,Cyanobacteria,23983800,,2013,Sep,9/26/2013 8:45,Grizzly and Suisun Bay,D7
EMP.D7.2013.09.26,Diatoms,337800,,2013,Sep,9/26/2013 8:45,Grizzly and Suisun Bay,D7
EMP.D41A.2013.09.27,Cryptophytes,23100,,2013,Sep,9/27/2013 8:25,San Pablo Bay,D41A
EMP.D41A.2013.09.27,Cyanobacteria,5255250,,2013,Sep,9/27/2013 8:25,San Pablo Bay,D41A
EMP.D41A.2013.09.27,Diatoms,127050,,2013,Sep,9/27/2013 8:25,San Pablo Bay,D41A
EMP.D41A.2013.09.27,Green Algae,11550,,2013,Sep,9/27/2013 8:25,San Pablo Bay,D41A
EMP.D41.2013.09.27,Cryptophytes,2123550,,2013,Sep,9/27/2013 9:25,San Pablo Bay,D41
EMP.D41.2013.09.27,Cyanobacteria,25804350,,2013,Sep,9/27/2013 9:25,San Pablo Bay,D41
EMP.D41.2013.09.27,Diatoms,643500,,2013,Sep,9/27/2013 9:25,San Pablo Bay,D41
EMP.D41.2013.09.27,Dinoflagellates,128700,,2013,Sep,9/27/2013 9:25,San Pablo Bay,D41
EMP.D41.2013.09.27,Golden Algae,128700,,2013,Sep,9/27/2013 9:25,San Pablo Bay,D41
EMP.D41.2013.09.27,Other,64350,,2013,Sep,9/27/2013 9:25,San Pablo Bay,D41
EMP.D6.2013.09.27,Cryptophytes,150150,,2013,Sep,9/27/2013 11:10,San Pablo Bay,D6
EMP.D6.2013.09.27,Cyanobacteria,19819800,,2013,Sep,9/27/2013 11:10,San Pablo Bay,D6
EMP.D6.2013.09.27,Diatoms,150150,,2013,Sep,9/27/2013 11:10,San Pablo Bay,D6
EMP.D6.2013.09.27,Golden Algae,150150,,2013,Sep,9/27/2013 11:10,San Pablo Bay,D6
EMP.D6.2013.09.27,Green Algae,50050,,2013,Sep,9/27/2013 11:10,San Pablo Bay,D6
EMP.D26.2013.11.07,Cryptophytes,300280,,2013,Nov,11/7/2013 8:15,Central Delta,D26
EMP.D26.2013.11.07,Cyanobacteria,28676740,,2013,Nov,11/7/2013 8:15,Central Delta,D26
EMP.D26.2013.11.07,Diatoms,3978710,,2013,Nov,11/7/2013 8:15,Central Delta,D26
EMP.D26.2013.11.07,Golden Algae,75070,,2013,Nov,11/7/2013 8:15,Central Delta,D26
EMP.D26.2013.11.07,Green Algae,75070,,2013,Nov,11/7/2013 8:15,Central Delta,D26
EMP.C3A.2013.11.07,Cyanobacteria,24195600,,2013,Nov,11/7/2013 9:15,Northern Interior Delta,C3A
EMP.C3A.2013.11.07,Diatoms,3088800,,2013,Nov,11/7/2013 9:15,Northern Interior Delta,C3A
EMP.C3A.2013.11.07,Green Algae,64350,,2013,Nov,11/7/2013 9:15,Northern Interior Delta,C3A
EMP.MD10A.2013.11.07,Cryptophytes,337800,,2013,Nov,11/7/2013 9:30,Southern Interior Delta,MD10A
EMP.MD10A.2013.11.07,Cyanobacteria,20549500,,2013,Nov,11/7/2013 9:30,Southern Interior Delta,MD10A
EMP.MD10A.2013.11.07,Diatoms,2195700,,2013,Nov,11/7/2013 9:30,Southern Interior Delta,MD10A
EMP.MD10A.2013.11.07,Golden Algae,56300,,2013,Nov,11/7/2013 9:30,Southern Interior Delta,MD10A
EMP.MD10A.2013.11.07,Green Algae,731900,,2013,Nov,11/7/2013 9:30,Southern Interior Delta,MD10A
EMP.P8.2013.11.07,Cryptophytes,90090,,2013,Nov,11/7/2013 11:00,Southern Interior Delta,P8
EMP.P8.2013.11.07,Cyanobacteria,32972940,,2013,Nov,11/7/2013 11:00,Southern Interior Delta,P8
EMP.P8.2013.11.07,Diatoms,3153150,,2013,Nov,11/7/2013 11:00,Southern Interior Delta,P8
EMP.P8.2013.11.07,Golden Algae,90090,,2013,Nov,11/7/2013 11:00,Southern Interior Delta,P8
EMP.P8.2013.11.07,Green Algae,450450,,2013,Nov,11/7/2013 11:00,Southern Interior Delta,P8
EMP.P8.2013.11.07,Other,90090,,2013,Nov,11/7/2013 11:00,Southern Interior Delta,P8
EMP.C10A.2013.11.07,Cryptophytes,193050,,2013,Nov,11/7/2013 12:23,Southern Interior Delta,C10A
EMP.C10A.2013.11.07,Cyanobacteria,23423400,,2013,Nov,11/7/2013 12:23,Southern Interior Delta,C10A
EMP.C10A.2013.11.07,Diatoms,2445300,,2013,Nov,11/7/2013 12:23,Southern Interior Delta,C10A
EMP.C10A.2013.11.07,Golden Algae,257400,,2013,Nov,11/7/2013 12:23,Southern Interior Delta,C10A
EMP.C10A.2013.11.07,Green Algae,450450,,2013,Nov,11/7/2013 12:23,Southern Interior Delta,C10A
EMP.C10A.2013.11.07,Other,64350,,2013,Nov,11/7/2013 12:23,Southern Interior Delta,C10A
EMP.D19.2013.11.08,Cryptophytes,64350,,2013,Nov,11/8/2013 10:20,Central Delta,D19
EMP.D19.2013.11.08,Cyanobacteria,26898300,,2013,Nov,11/8/2013 10:20,Central Delta,D19
EMP.D19.2013.11.08,Diatoms,321750,,2013,Nov,11/8/2013 10:20,Central Delta,D19
EMP.D19.2013.11.08,Golden Algae,64350,,2013,Nov,11/8/2013 10:20,Central Delta,D19
EMP.D28A.2013.11.08,Cryptophytes,800800,,2013,Nov,11/8/2013 11:50,Central Delta,D28A
EMP.D28A.2013.11.08,Cyanobacteria,20570550,,2013,Nov,11/8/2013 11:50,Central Delta,D28A
EMP.D28A.2013.11.08,Diatoms,500500,,2013,Nov,11/8/2013 11:50,Central Delta,D28A
EMP.D28A.2013.11.08,Golden Algae,50050,,2013,Nov,11/8/2013 11:50,Central Delta,D28A
EMP.D8.2013.11.12,Cyanobacteria,28700100,,2013,Nov,11/12/2013 11:40,Grizzly and Suisun Bay,D8
EMP.D8.2013.11.12,Diatoms,643500,,2013,Nov,11/12/2013 11:40,Grizzly and Suisun Bay,D8
EMP.D8.2013.11.12,Other,64350,,2013,Nov,11/12/2013 11:40,Grizzly and Suisun Bay,D8
EMP.D4.2013.11.12,Cryptophytes,50050,,2013,Nov,11/12/2013 13:10,Confluence,D4
EMP.D4.2013.11.12,Cyanobacteria,20170150,,2013,Nov,11/12/2013 13:10,Confluence,D4
EMP.D4.2013.11.12,Diatoms,1201200,,2013,Nov,11/12/2013 13:10,Confluence,D4
EMP.D4.2013.11.12,Green Algae,50050,,2013,Nov,11/12/2013 13:10,Confluence,D4
EMP.EZ6.2013.11.12,Cryptophytes,75070,,2013,Nov,11/12/2013 13:45,Entrapment Zone,EZ6
EMP.EZ6.2013.11.12,Cyanobacteria,28977020,,2013,Nov,11/12/2013 13:45,Entrapment Zone,EZ6
EMP.EZ6.2013.11.12,Diatoms,1050980,,2013,Nov,11/12/2013 13:45,Entrapment Zone,EZ6
EMP.EZ6.2013.11.12,Dinoflagellates,75070,,2013,Nov,11/12/2013 13:45,Entrapment Zone,EZ6
EMP.EZ2.2013.11.12,Cyanobacteria,31679540,,2013,Nov,11/12/2013 14:30,Entrapment Zone,EZ2
EMP.EZ2.2013.11.12,Diatoms,1050980,,2013,Nov,11/12/2013 14:30,Entrapment Zone,EZ2
EMP.D7.2013.11.13,Cryptophytes,75070,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D7.2013.11.13,Cyanobacteria,33706430,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D7.2013.11.13,Diatoms,1050980,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D7.2013.11.13,Green Algae,75070,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D41A.2013.11.14,Cyanobacteria,22857800,,2013,Nov,11/14/2013 9:45,San Pablo Bay,D41A
EMP.D41A.2013.11.14,Diatoms,844500,,2013,Nov,11/14/2013 9:45,San Pablo Bay,D41A
EMP.D41.2013.11.14,Cryptophytes,23710,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Cyanobacteria,9815940,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Diatoms,213390,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Golden Algae,23710,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Green Algae,23710,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D6.2013.11.14,Cryptophytes,187700,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Cyanobacteria,15992040,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Diatoms,262780,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Dinoflagellates,37540,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Golden Algae,75080,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.C3A.2014.01.07,Cyanobacteria,41441400,,2014,Jan,1/7/2014 10:30,Northern Interior Delta,C3A
EMP.C3A.2014.01.07,Diatoms,3153150,,2014,Jan,1/7/2014 10:30,Northern Interior Delta,C3A
EMP.C3A.2014.01.07,Green Algae,90090,,2014,Jan,1/7/2014 10:30,Northern Interior Delta,C3A
EMP.C10A.2014.01.07,Cryptophytes,225210,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Cyanobacteria,27475620,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Diatoms,5930530,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Golden Algae,75070,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Green Algae,150140,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.D19.2014.01.08,Cyanobacteria,22966930,,2014,Jan,1/8/2014 11:23,Central Delta,D19
EMP.D19.2014.01.08,Diatoms,945370,,2014,Jan,1/8/2014 11:23,Central Delta,D19
EMP.D19.2014.01.08,Golden Algae,55610,,2014,Jan,1/8/2014 11:23,Central Delta,D19
EMP.D28A.2014.01.08,Cryptophytes,720640,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D28A.2014.01.08,Cyanobacteria,16484640,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D28A.2014.01.08,Diatoms,765680,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D28A.2014.01.08,Green Algae,225200,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D26.2014.01.09,Cryptophytes,450450,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.D26.2014.01.09,Cyanobacteria,23680800,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.D26.2014.01.09,Diatoms,1866150,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.D26.2014.01.09,Golden Algae,64350,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.MD10A.2014.01.09,Cryptophytes,1074150,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.MD10A.2014.01.09,Cyanobacteria,12612600,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.MD10A.2014.01.09,Diatoms,485100,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.MD10A.2014.01.09,Golden Algae,69300,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.P8.2014.01.09,Ciliates,225200,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Cryptophytes,855760,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Cyanobacteria,16214400,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Diatoms,675600,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Golden Algae,135120,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.D8.2014.01.10,Cyanobacteria,25289550,,2014,Jan,1/10/2014 9:38,Grizzly and Suisun Bay,D8
EMP.D8.2014.01.10,Diatoms,965250,,2014,Jan,1/10/2014 9:38,Grizzly and Suisun Bay,D8
EMP.D8.2014.01.10,Golden Algae,64350,,2014,Jan,1/10/2014 9:38,Grizzly and Suisun Bay,D8
EMP.D4.2014.01.10,Cryptophytes,257400,,2014,Jan,1/10/2014 11:00,Confluence,D4
EMP.D4.2014.01.10,Cyanobacteria,26447850,,2014,Jan,1/10/2014 11:00,Confluence,D4
EMP.D4.2014.01.10,Diatoms,836550,,2014,Jan,1/10/2014 11:00,Confluence,D4
EMP.EZ6.2014.01.10,Cyanobacteria,36396360,,2014,Jan,1/10/2014 11:45,Entrapment Zone,EZ6
EMP.EZ6.2014.01.10,Diatoms,1531530,,2014,Jan,1/10/2014 11:45,Entrapment Zone,EZ6
EMP.EZ2.2014.01.10,Cyanobacteria,27220050,,2014,Jan,1/10/2014 12:58,Entrapment Zone,EZ2
EMP.EZ2.2014.01.10,Diatoms,1158300,,2014,Jan,1/10/2014 12:58,Entrapment Zone,EZ2
EMP.D7.2014.01.13,Cryptophytes,250250,,2014,Jan,1/13/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.01.13,Cyanobacteria,21371350,,2014,Jan,1/13/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.01.13,Diatoms,850850,,2014,Jan,1/13/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D41A.2014.01.14,Cryptophytes,193050,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Cyanobacteria,26512200,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Diatoms,1029600,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Golden Algae,128700,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Other,64350,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41.2014.01.14,Cyanobacteria,10971000,,2014,Jan,1/14/2014 11:15,San Pablo Bay,D41
EMP.D41.2014.01.14,Diatoms,450500,,2014,Jan,1/14/2014 11:15,San Pablo Bay,D41
EMP.D41.2014.01.14,Golden Algae,79500,,2014,Jan,1/14/2014 11:15,San Pablo Bay,D41
EMP.D6.2014.01.14,Cryptophytes,750750,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Cyanobacteria,18318300,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Diatoms,850850,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Dinoflagellates,50050,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Golden Algae,100100,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.C3A.2014.02.05,Cryptophytes,193050,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Cyanobacteria,22458150,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Diatoms,3603600,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Golden Algae,257400,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Green Algae,193050,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C10A.2014.02.05,Cryptophytes,64350,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Cyanobacteria,22586850,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Diatoms,2895750,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Dinoflagellates,64350,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Golden Algae,321750,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Green Algae,193050,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Other,257400,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.D26.2014.02.06,Cryptophytes,160850,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.D26.2014.02.06,Cyanobacteria,12868000,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.D26.2014.02.06,Diatoms,546890,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.D26.2014.02.06,Golden Algae,32170,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.MD10A.2014.02.06,Cryptophytes,277200,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.MD10A.2014.02.06,Cyanobacteria,14206500,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.MD10A.2014.02.06,Diatoms,242550,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.MD10A.2014.02.06,Golden Algae,34650,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.P8.2014.02.06,Cryptophytes,193050,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.P8.2014.02.06,Cyanobacteria,25289550,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.P8.2014.02.06,Diatoms,836550,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.P8.2014.02.06,Golden Algae,128700,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.D19.2014.02.07,Cryptophytes,150140,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D19.2014.02.07,Cyanobacteria,28826880,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D19.2014.02.07,Diatoms,2101960,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D19.2014.02.07,Other,75070,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D28A.2014.02.07,Cryptophytes,563000,,2014,Feb,2/7/2014 12:40,Central Delta,D28A
EMP.D28A.2014.02.07,Cyanobacteria,10809600,,2014,Feb,2/7/2014 12:40,Central Delta,D28A
EMP.D28A.2014.02.07,Diatoms,281500,,2014,Feb,2/7/2014 12:40,Central Delta,D28A
EMP.D8.2014.02.10,Cyanobacteria,19669650,,2014,Feb,2/10/2014 11:16,Grizzly and Suisun Bay,D8
EMP.D8.2014.02.10,Diatoms,550550,,2014,Feb,2/10/2014 11:16,Grizzly and Suisun Bay,D8
EMP.D4.2014.02.10,Cryptophytes,75070,,2014,Feb,2/10/2014 12:45,Confluence,D4
EMP.D4.2014.02.10,Cyanobacteria,30403350,,2014,Feb,2/10/2014 12:45,Confluence,D4
EMP.D4.2014.02.10,Diatoms,450420,,2014,Feb,2/10/2014 12:45,Confluence,D4
EMP.EZ6.2014.02.10,Cyanobacteria,31679540,,2014,Feb,2/10/2014 13:30,Entrapment Zone,EZ6
EMP.EZ6.2014.02.10,Diatoms,300280,,2014,Feb,2/10/2014 13:30,Entrapment Zone,EZ6
EMP.EZ2.2014.02.10,Cyanobacteria,31003910,,2014,Feb,2/10/2014 14:10,Entrapment Zone,EZ2
EMP.EZ2.2014.02.10,Diatoms,600560,,2014,Feb,2/10/2014 14:10,Entrapment Zone,EZ2
EMP.D7.2014.02.11,Cyanobacteria,22857800,,2014,Feb,2/11/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.02.11,Diatoms,563000,,2014,Feb,2/11/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.02.11,Other,112600,,2014,Feb,2/11/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D41A.2014.02.12,Cyanobacteria,15654180,,2014,Feb,2/12/2014 9:40,San Pablo Bay,D41A
EMP.D41A.2014.02.12,Diatoms,750800,,2014,Feb,2/12/2014 9:40,San Pablo Bay,D41A
EMP.D41A.2014.02.12,Golden Algae,37540,,2014,Feb,2/12/2014 9:40,San Pablo Bay,D41A
EMP.D41.2014.02.12,Cryptophytes,534850,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D41.2014.02.12,Cyanobacteria,10640700,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D41.2014.02.12,Diatoms,450400,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D41.2014.02.12,Golden Algae,56300,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D6.2014.02.12,Cryptophytes,300280,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D6.2014.02.12,Cyanobacteria,29277300,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D6.2014.02.12,Diatoms,525490,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D6.2014.02.12,Golden Algae,150140,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D19.2014.03.06,Cyanobacteria,209001840,,2014,Mar,3/6/2014 8:55,Central Delta,D19
EMP.D19.2014.03.06,Diatoms,300290,,2014,Mar,3/6/2014 8:55,Central Delta,D19
EMP.C3A.2014.03.06,Cyanobacteria,171165300,,2014,Mar,3/6/2014 9:23,Northern Interior Delta,C3A
EMP.C3A.2014.03.06,Diatoms,8708410,,2014,Mar,3/6/2014 9:23,Northern Interior Delta,C3A
EMP.D28A.2014.03.06,Cryptophytes,90080,,2014,Mar,3/6/2014 10:00,Central Delta,D28A
EMP.D28A.2014.03.06,Cyanobacteria,19862640,,2014,Mar,3/6/2014 10:00,Central Delta,D28A
EMP.C10A.2014.03.06,Cryptophytes,180180,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Cyanobacteria,54504450,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Diatoms,8738730,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Golden Algae,270270,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Green Algae,990990,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Other,90090,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.D26.2014.03.07,Cyanobacteria,40540500,,2014,Mar,3/7/2014 7:55,Central Delta,D26
EMP.MD10A.2014.03.07,Cryptophytes,425340,,2014,Mar,3/7/2014 9:00,Southern Interior Delta,MD10A
EMP.MD10A.2014.03.07,Cyanobacteria,9657720,,2014,Mar,3/7/2014 9:00,Southern Interior Delta,MD10A
EMP.MD10A.2014.03.07,Diatoms,275220,,2014,Mar,3/7/2014 9:00,Southern Interior Delta,MD10A
EMP.P8.2014.03.07,Cryptophytes,168960,,2014,Mar,3/7/2014 10:25,Southern Interior Delta,P8
EMP.P8.2014.03.07,Cyanobacteria,5505280,,2014,Mar,3/7/2014 10:25,Southern Interior Delta,P8
EMP.P8.2014.03.07,Diatoms,56320,,2014,Mar,3/7/2014 10:25,Southern Interior Delta,P8
EMP.P8.2014.03.07,Dinoflagellates,14080,,2014,Mar,3/7/2014 10:25,Southern Interior Delta,P8
EMP.P8.2014.03.07,Golden Algae,14080,,2014,Mar,3/7/2014 10:25,Southern Interior Delta,P8
