"","DateTime","Month","Year","StationCode","Study","Region","Group","Taxon","Genus","Species","Units.per.mL","BV.um3.per.mL"
"13",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",154.6,18256.714
"14",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Planothidium sp.","Planothidium","sp.",38.65,1579.239
"15",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Monoraphidium sp.","Monoraphidium","sp.",77.3,1520.491
"16",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",38.65,101234.0125
"17",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",193.25,49017.8625
"18",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",14880.25,5356.89
"19",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Planktolyngbya sp.","Planktolyngbya","sp.",115.95,1881.0955
"20",2022-02-10 14:45:00,"Feb","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Planktothrix sp.","Planktothrix","sp.",38.65,2629.746
"21",2022-03-14 15:20:00,"Mar","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Achnanthidium sp.","Achnanthidium","sp.",21.9,1643.376
"22",2022-03-14 15:20:00,"Mar","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",197.1,48922.191
"23",2022-03-14 15:20:00,"Mar","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Staurosira cf. venter","Staurosira","venter",65.7,6443.856
"24",2022-03-14 15:20:00,"Mar","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",722.7,219346.677
"25",2022-03-14 15:20:00,"Mar","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",7840.2,2822.472
"26",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis sp.","Cocconeis","sp.",51.11,15044.7396
"27",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclostephanos sp.","Cyclostephanos","sp.",153.33,24399.4029
"28",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Navicula sp.","Navicula","sp.",51.11,9315.3086
"29",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",102.22,11684.7682
"30",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Monoraphidium sp.","Monoraphidium","sp.",51.11,715.0289
"31",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",255.55,153069.339
"32",2022-04-25 12:55:00,"Apr","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",20597.33,7415.0388
"33",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",463.8,161138.034
"34",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Entomoneis sp.","Entomoneis","sp.",38.65,29246.8415
"35",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Fragilaria sp.","Fragilaria","sp.",38.65,5817.9845
"36",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",154.6,17018.368
"37",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Skeletonema sp.","Skeletonema","sp.",38.65,3075.3805
"38",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",115.95,95205.3855
"39",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",270.55,68062.2635
"40",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Chroococcus sp.","Chroococcus","sp.",38.65,2049.996
"41",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",14145.9,5092.524
"42",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Merismopedia sp.","Merismopedia","sp.",38.65,2121.112
"43",2022-07-21 12:20:00,"Jul","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",193.25,15063.8375
"44",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis sp.","Cocconeis","sp.",175.24,88294.674
"45",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",175.24,19188.78
"46",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Entomoneis sp.","Entomoneis","sp.",43.81,649985.7507
"47",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Melosira varians","Melosira","varians",43.81,107577.6455
"48",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Navicula sp.","Navicula","sp.",87.62,18180.2738
"49",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Green Algae","cf. Chlorella sp.","Chlorella","sp.",43.81,1161.8412
"50",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Monoraphidium sp.","Monoraphidium","sp.",43.81,1076.4117
"51",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",350.48,280541.716
"52",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",525.72,177367.4136
"53",2022-06-23 14:20:00,"Jun","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",16122.08,6119.3808
"54",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis placentula","Cocconeis","placentula",63.88,33998.8524
"55",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",63.88,10165.2244
"56",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",191.64,12333.9504
"57",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Pseudostaurosira sp.","Pseudostaurosira","sp.",63.88,2610.1368
"58",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Surirella sp.","Surirella","sp.",63.88,109802.0544
"59",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Thalassiosira sp.","Thalassiosira","sp.",63.88,5731367.898
"60",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Monoraphidium spp.","Monoraphidium","spp.",127.76,3478.9048
"61",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",127.76,20330.4488
"62",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",25360.36,9129.7296
"63",2022-05-24 13:40:00,"May","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Planktolyngbya sp.","Planktolyngbya","sp.",127.76,8825.6608
"64",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis sp.","Cocconeis","sp.",57.5,11870.3
"65",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",115,18299.95
"66",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",57.5,2127.5
"67",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",172.5,48879.6
"68",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","cf. Chroococcus sp.","Chroococcus","sp.",57.5,1524.9
"69",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",23287.5,8383.5
"70",2022-08-18 11:15:00,"Aug","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Merismopedia tenuissima","Merismopedia","tenuissima",57.5,1591.6
"71",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",353.84,60718.944
"72",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Entomoneis sp.","Entomoneis","sp.",88.46,213378.789
"73",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",265.38,42771.2946
"74",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",88.46,813.832
"75",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",442.3,88889.031
"76",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",35649.38,12833.7768
"77",2022-09-30 10:05:00,"Sep","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Microcystis sp.","Microcystis","sp.",176.92,25733.8986
"78",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Achnanthidium sp.","Achnanthidium","sp.",46,2146.36
"79",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",230,126419.5
"80",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Entomoneis sp.","Entomoneis","sp.",46,30112.52
"81",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Navicula sp.","Navicula","sp.",46,80718.96
"82",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",46,1644.04
"83",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",736,3569.6
"84",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",184,57895.6
"85",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Teleaulax amphioxeia","Teleaulax","amphioxeia",184,16098.16
"86",2022-11-16 14:15:00,"Nov","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",17296,6226.56
"87",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis sp.","Cocconeis","sp.",63.88,17018.2708
"88",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",447.16,42529.3876
"89",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Entomoneis sp.","Entomoneis","sp.",31.94,40375.354
"90",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",31.94,1182.7382
"91",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Diatoms","Thalassiosira sp.","Thalassiosira","sp.",31.94,143412.8358
"92",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",1022.08,4957.088
"93",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis lacustris","Plagioselmis","lacustris",63.88,55348.1872
"94",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",990.14,166076.1822
"95",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",10476.32,3771.4752
"96",2022-10-17 13:30:00,"Oct","2022","NZ068","EMP","Northern Interior Delta","Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",63.88,5318.6488
"97",2019-04-10 08:40:00,"Apr","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",3943.87,14158.4933
"98",2019-04-10 08:40:00,"Apr","2019","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",226490.82,82145.178
"99",2021-04-06 13:10:00,"Apr","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Actinocyclus sp.","Actinocyclus","sp.",153.32,4967333.4204
"100",2021-04-06 13:10:00,"Apr","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",153.32,97884.0876
"101",2021-04-06 13:10:00,"Apr","2021","NZ068","EMP","Northern Interior Delta","Green Algae","cf. Selenastrum sp.","Selenastrum","sp.",76.66,1605.2604
"102",2021-04-06 13:10:00,"Apr","2021","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",306.64,164049.3336
"103",2021-04-06 13:10:00,"Apr","2021","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",30127.38,10845.8568
"104",2019-08-08 13:35:00,"Aug","2019","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",321.95,51231.9035
"105",2019-08-08 13:35:00,"Aug","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",4507.3,16181.207
"106",2019-08-08 13:35:00,"Aug","2019","NZ068","EMP","Northern Interior Delta","Green Algae","cf. Dictyosphaerium sp.","Dictyosphaerium","sp.",321.95,4623.202
"107",2019-08-08 13:35:00,"Aug","2019","NZ068","EMP","Northern Interior Delta","Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",321.95,154159.3185
"108",2019-08-08 13:35:00,"Aug","2019","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",131355.6,52735.41
"109",2020-08-12 13:25:00,"Aug","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",229.98,1556109.0744
"110",2020-08-12 13:25:00,"Aug","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Diatoma vulgaris","Diatoma","vulgaris",76.66,626943.8784
"111",2020-08-12 13:25:00,"Aug","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",76.66,10704.8024
"112",2020-08-12 13:25:00,"Aug","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Chroococcus sp.","Chroococcus","sp.",229.98,14868.207
"113",2020-08-12 13:25:00,"Aug","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",30510.68,10983.8448
"114",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",95.83,33963.1103
"115",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",95.83,3811.1591
"116",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Green Algae","Drepanochloris nannoselene","Drepanochloris","nannoselene",287.49,3668.3724
"117",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",95.83,52835.8705
"118",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",95.83,15249.4279
"119",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis prolonga","Plagioselmis","prolonga",958.3,145661.6
"120",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Aphanizomenon sp.","Aphanizomenon","sp.",95.83,184637.5776
"121",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",37277.87,13454.532
"122",2021-08-17 14:45:00,"Aug","2021","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Microcystis sp.","Microcystis","sp.",670.81,53718.4648
"123",2019-12-05 14:05:00,"Dec","2019","NZ068","EMP","Northern Interior Delta","Golden Algae","cf. Kephyrion sp.","Kephyrion","sp.",353.82,42992.6682
"124",2019-12-05 14:05:00,"Dec","2019","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",144358.56,53115.4584
"125",2019-02-12 11:00:00,"Feb","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",1802.92,6472.4828
"126",2019-02-12 11:00:00,"Feb","2019","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",405657,146685.5712
"127",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Amphora sp.","Amphora","sp.",122.66,33137.8256
"128",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Aulacoseira alpigena","Aulacoseira","alpigena",245.32,38066.3044
"129",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis placentula","Cocconeis","placentula",122.66,115845.0104
"130",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",245.32,52753.6128
"131",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Navicula gregaria","Navicula","gregaria",122.66,63325.6782
"132",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Navicula recens","Navicula","recens",122.66,255251.7802
"133",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia cf. sigma","Nitzschia","sigma",122.66,66787.1434
"134",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Green Algae","Chlamydomonas sp.","Chlamydomonas","sp.",122.66,61657.5022
"135",2020-02-18 14:55:00,"Feb","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",48450.7,17442.252
"136",2019-01-10 11:55:00,"Jan","2019","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia inconspicua","Nitzschia","inconspicua",901.46,12872.8488
"137",2019-01-10 11:55:00,"Jan","2019","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia palea","Nitzschia","palea",1802.92,233207.702
"138",2019-01-10 11:55:00,"Jan","2019","NZ068","EMP","Northern Interior Delta","Green Algae","cf. Chlorella sp.","Chlorella","sp.",4507.3,18885.587
"139",2019-01-10 11:55:00,"Jan","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Coccomyxa sp.","Coccomyxa","sp.",4507.3,83249.831
"140",2019-01-10 11:55:00,"Jan","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Monoraphidium contortum","Monoraphidium","contortum",901.46,4245.8766
"141",2019-01-10 11:55:00,"Jan","2019","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",540876,197636.0904
"142",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Achnanthidium sp.","Achnanthidium","sp.",51.11,10770.9214
"143",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Aulacoseira alpigena","Aulacoseira","alpigena",51.11,9315.3086
"144",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis sp.","Cocconeis","sp.",102.22,82431.2302
"145",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella cf. distinguenda","Cyclotella","distinguenda",51.11,258608.4224
"146",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",204.44,43637.718
"147",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Encyonema sp.","Encyonema","sp.",102.22,16396.088
"148",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",51.11,8352.9073
"149",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",20188.45,7267.842
"150",2020-01-17 11:50:00,"Jan","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Planktolyngbya sp.","Planktolyngbya","sp.",51.11,4011.1128
"151",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis placentula","Cocconeis","placentula",281.71,280563.4403
"152",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",281.71,31714.9118
"153",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",281.71,12513.5582
"154",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Skeletonema sp.","Skeletonema","sp.",563.42,15956.0544
"155",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Chlorella sp.","Chlorella","sp.",7324.46,26294.8114
"156",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Green Algae","Drepanochloris nannoselene","Drepanochloris","nannoselene",563.42,1487.4288
"157",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Green Algae","cf. Microspora sp.","Microspora","sp.",281.71,46115.927
"158",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",281.71,91217.698
"159",2019-07-08 09:45:00,"Jul","2019","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",109021.77,39450.6684
"160",2020-07-14 13:45:00,"Jul","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis placentula","Cocconeis","placentula",36.51,25738.4547
"161",2020-07-14 13:45:00,"Jul","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",219.06,2281330.2708
"162",2020-07-14 13:45:00,"Jul","2020","NZ068","EMP","Northern Interior Delta","Diatoms","cf. Microcostatus sp.","Microcostatus","sp.",36.51,3297.5832
"163",2020-07-14 13:45:00,"Jul","2020","NZ068","EMP","Northern Interior Delta","Diatoms","Nitzschia sp.","Nitzschia","sp.",36.51,2647.7052
"164",2020-07-14 13:45:00,"Jul","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Chroococcus sp.","Chroococcus","sp.",401.61,21278.7582
"165",2020-07-14 13:45:00,"Jul","2020","NZ068","EMP","Northern Interior Delta","Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",14129.37,4889.4192
"166",2021-07-19 14:30:00,"Jul","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Cocconeis placentula","Cocconeis","placentula",153.32,71605.0396
"167",2021-07-19 14:30:00,"Jul","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Cyclotella sp.","Cyclotella","sp.",383.3,71431.788
"168",2021-07-19 14:30:00,"Jul","2021","NZ068","EMP","Northern Interior Delta","Diatoms","Skeletonema sp.","Skeletonema","sp.",76.66,7665.2334
