"","DateTime","Month","Year","StationCode","Study","Region","Factor","Group","Taxon","Genus","Species","UnitAbundance","TotalCells","BV.Avg","Units.per.mL","BV.um3.per.mL"
"17",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",1,1,61.29,51.11,3132.5319
"18",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Diatoms","Cocconeis placentula","Cocconeis","placentula",4,4,1351.28,204.44,276255.6832
"19",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",4,4,134.7,204.44,27538.068
"20",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Diatoms","Gomphonema sp.","Gomphonema","sp.",1,1,71.79,51.11,3669.1869
"21",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,13,51.11,664.43
"22",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",3,3,455.74,153.33,69878.6142
"23",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",404,808,0.18,20648.44,7433.4384
"24",2022-01-06 09:15:00,"Jan","2022","D16","EMP","Central Delta",51.11,"Cyanobacteria","Planktolyngbya sp.","Planktolyngbya","sp.",2,32,1.57,102.22,2567.7664
"25",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",1,1,73.51,41.82,3074.1882
"26",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Diatoms","Aulacoseira pusilla","Aulacoseira","pusilla",8,8,315.24,334.56,105466.6944
"27",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,294.05,41.82,12297.171
"28",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Diatoms","Cyclotella sp.","Cyclotella","sp.",1,1,836.92,41.82,34999.9944
"29",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Diatoms","Nitzschia spp.","Nitzschia","spp.",3,3,94.35,125.46,11837.151
"30",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Diatoms","Ulnaria sp.","Ulnaria","sp.",1,1,7563.69,41.82,316313.5158
"31",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Cryptophytes","Plagioselmis prolonga","Plagioselmis","prolonga",2,2,76.35,83.64,6385.914
"32",2022-01-10 12:10:00,"Jan","2022","NZ068","EMP","Northern Interior Delta",41.82,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",398,796,0.18,16644.36,5991.9696
"33",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Diatoms","Cyclotella sp.","Cyclotella","sp.",11,11,154.83,451.77,69947.5491
"34",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Diatoms","Navicula sp.","Navicula","sp.",5,5,282.74,205.35,58060.659
"35",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Diatoms","Nitzschia sp.","Nitzschia","sp.",4,4,61.32,164.28,10073.6496
"36",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Diatoms","Sellaphora sp.","Sellaphora","sp.",1,1,310.46,41.07,12750.5922
"37",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",4,4,310.19,164.28,50958.0132
"38",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",380,760,0.18,15606.6,5618.376
"39",2022-01-05 11:45:00,"Jan","2022","C10A","EMP","Southern Interior Delta",41.07,"Cyanobacteria","Planktolyngbya sp.","Planktolyngbya","sp.",1,14,1.57,41.07,902.7186
"40",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",1,1,431.18,88.46,38142.1828
"41",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,163.43,88.46,14457.0178
"42",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","Cyclotella sp.","Cyclotella","sp.",1,1,251.33,88.46,22232.6518
"43",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","Navicula sp.","Navicula","sp.",1,1,104.61,88.46,9253.8006
"44",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","cf. Nitzschia sp.","Nitzschia","sp.",1,1,87.75,88.46,7762.365
"45",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,222,88.46,19638.12
"46",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Diatoms","Ulnaria cf. acus","Ulnaria","acus",1,1,2867.64,88.46,253671.4344
"47",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Green Algae","Monoraphidium contortum","Monoraphidium","contortum",1,1,22.38,88.46,1979.7348
"48",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",2,2,392.23,176.92,69393.3316
"49",2022-01-05 08:30:00,"Jan","2022","C3A","EMP","Northern Interior Delta",88.46,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",391,792,0.18,34587.86,12610.8576
"50",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Diatoms","Navicula sp.","Navicula","sp.",1,1,250.7,47.91,12011.037
"51",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,268.63,47.91,12870.0633
"52",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Diatoms","cf. Planothidium sp.","Planothidium","sp.",1,1,87.18,47.91,4176.7938
"53",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Green Algae","Monoraphidium contortum","Monoraphidium","contortum",1,1,19.79,47.91,948.1389
"54",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",3,3,588.35,143.73,84563.5455
"55",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Cryptophytes","Plagioselmis prolonga","Plagioselmis","prolonga",2,2,85.43,95.82,8185.9026
"56",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",405,810,0.18,19403.55,6985.278
"57",2022-01-06 10:35:00,"Jan","2022","D19","EMP","Central Delta",47.91,"Cyanobacteria","cf. Microcystis sp.","Microcystis","sp.",1,2,47.71,47.91,4571.5722
"58",2022-01-07 09:35:00,"Jan","2022","MD10A","EMP","Southern Interior Delta",30.06,"Diatoms","Cocconeis placentula","Cocconeis","placentula",2,2,301.34,60.12,18116.5608
"59",2022-01-07 09:35:00,"Jan","2022","MD10A","EMP","Southern Interior Delta",30.06,"Golden Algae","cf. Ochromonas sp.","Ochromonas","sp.",1,1,100.4,30.06,3018.024
"60",2022-01-07 09:35:00,"Jan","2022","MD10A","EMP","Southern Interior Delta",30.06,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",397,794,0.18,11933.82,4296.1752
"61",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",2,2,62.67,57.5,3603.525
"62",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,325.15,28.75,9348.0625
"63",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Diatoms","Cyclotella sp.","Cyclotella","sp.",1,1,215.04,28.75,6182.4
"64",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Diatoms","Navicula sp.","Navicula","sp.",1,1,250.7,28.75,7207.625
"65",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,71.4,28.75,2052.75
"66",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Cryptophytes","Plagioselmis prolonga","Plagioselmis","prolonga",3,3,76.35,86.25,6585.1875
"67",2022-01-06 11:25:00,"Jan","2022","D28A","EMP","Central Delta",28.75,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",395,790,0.18,11356.25,4088.25
"68",2022-01-11 10:55:00,"Jan","2022","D8","EMP","Grizzly and Suisun Bay",153.32,"Diatoms","Cocconeis sp.","Cocconeis","sp.",1,1,114.53,153.32,17559.7396
"69",2022-01-11 10:55:00,"Jan","2022","D8","EMP","Grizzly and Suisun Bay",153.32,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",3,3,748.73,459.96,344385.8508
"70",2022-01-11 10:55:00,"Jan","2022","D8","EMP","Grizzly and Suisun Bay",153.32,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",410,820,0.18,62861.2,22630.032
"71",2022-01-11 09:55:00,"Jan","2022","D6","EMP","San Pablo Bay",102.22,"Diatoms","Cyclotella sp.","Cyclotella","sp.",2,2,640.38,204.44,130919.2872
"72",2022-01-11 09:55:00,"Jan","2022","D6","EMP","San Pablo Bay",102.22,"Cryptophytes","cf. Cryptomonas sp.","Cryptomonas","sp.",1,1,372.74,102.22,38101.4828
"73",2022-01-11 09:55:00,"Jan","2022","D6","EMP","San Pablo Bay",102.22,"Cryptophytes","Plagioselmis prolonga","Plagioselmis","prolonga",2,2,83.67,204.44,17105.4948
"74",2022-01-11 09:55:00,"Jan","2022","D6","EMP","San Pablo Bay",102.22,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",395,790,0.18,40376.9,14535.684
"75",2022-01-10 10:25:00,"Jan","2022","D4","EMP","Confluence",153.32,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",1,1,65.35,153.32,10019.462
"76",2022-01-10 10:25:00,"Jan","2022","D4","EMP","Confluence",153.32,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,677.67,153.32,103900.3644
"77",2022-01-10 10:25:00,"Jan","2022","D4","EMP","Confluence",153.32,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",1,1,163.43,153.32,25057.0876
"78",2022-01-10 10:25:00,"Jan","2022","D4","EMP","Confluence",153.32,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",414,828,0.18,63474.48,22850.8128
"79",2022-01-05 10:15:00,"Jan","2022","C9","EMP","Southern Interior Delta",60.52,"Diatoms","Cocconeis placentula","Cocconeis","placentula",2,2,1111.89,121.04,134583.1656
"80",2022-01-05 10:15:00,"Jan","2022","C9","EMP","Southern Interior Delta",60.52,"Diatoms","Encyonema sp.","Encyonema","sp.",1,1,34.69,60.52,2099.4388
"81",2022-01-05 10:15:00,"Jan","2022","C9","EMP","Southern Interior Delta",60.52,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",5,5,153.09,302.6,46325.034
"82",2022-01-05 10:15:00,"Jan","2022","C9","EMP","Southern Interior Delta",60.52,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",417,734,0.18,25236.84,7995.9024
"83",2022-01-07 11:00:00,"Jan","2022","P8","EMP","Southern Interior Delta",82.14,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,269.55,82.14,22140.837
"84",2022-01-07 11:00:00,"Jan","2022","P8","EMP","Southern Interior Delta",82.14,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,233.1,82.14,19146.834
"85",2022-01-07 11:00:00,"Jan","2022","P8","EMP","Southern Interior Delta",82.14,"Diatoms","Staurosira venter","Staurosira","venter",1,1,32.8,82.14,2694.192
"86",2022-01-07 11:00:00,"Jan","2022","P8","EMP","Southern Interior Delta",82.14,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",399,798,0.18,32773.86,11798.5896
"87",2022-01-12 10:50:00,"Jan","2022","NZS42","EMP","Grizzly and Suisun Bay",143.74,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",1,1,51.35,143.74,7381.049
"88",2022-01-12 10:50:00,"Jan","2022","NZS42","EMP","Grizzly and Suisun Bay",143.74,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",2,2,312.47,287.48,89828.8756
"89",2022-01-12 10:50:00,"Jan","2022","NZS42","EMP","Grizzly and Suisun Bay",143.74,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,32.69,143.74,4698.8606
"90",2022-01-12 10:50:00,"Jan","2022","NZS42","EMP","Grizzly and Suisun Bay",143.74,"Green Algae","Monoraphidium sp.","Monoraphidium","sp.",1,1,5.81,143.74,835.1294
"91",2022-01-12 10:50:00,"Jan","2022","NZS42","EMP","Grizzly and Suisun Bay",143.74,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",405,810,0.18,58214.7,20957.292
"92",2022-01-11 11:50:00,"Jan","2022","D10","EMP","Confluence",135.29,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",2,2,14.61,270.58,3953.1738
"93",2022-01-11 11:50:00,"Jan","2022","D10","EMP","Confluence",135.29,"Diatoms","Cyclotella sp.","Cyclotella","sp.",4,4,338.05,541.16,182939.138
"94",2022-01-11 11:50:00,"Jan","2022","D10","EMP","Confluence",135.29,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,32.69,135.29,4422.6301
"95",2022-01-11 11:50:00,"Jan","2022","D10","EMP","Confluence",135.29,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",1,1,344.17,135.29,46562.7593
"96",2022-01-11 11:50:00,"Jan","2022","D10","EMP","Confluence",135.29,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",398,796,0.18,53845.42,19384.3512
"97",2022-01-11 12:50:00,"Jan","2022","EZ2","EMP","Entrapment Zone",117.94,"Diatoms","Nitzschia sp.","Nitzschia","sp.",1,1,22.5,117.94,2653.65
"98",2022-01-11 12:50:00,"Jan","2022","EZ2","EMP","Entrapment Zone",117.94,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",416,832,0.18,49063.04,17662.6944
"99",2022-01-11 12:50:00,"Jan","2022","EZ2","EMP","Entrapment Zone",117.94,"Cyanobacteria","Pseudanabaena sp.","Pseudanabaena","sp.",1,16,2.36,117.94,4453.4144
"100",2022-01-11 11:50:00,"Jan","2022","EZ6","EMP","Entrapment Zone",139.38,"Diatoms","Aulacoseira sp.","Aulacoseira","sp.",6,6,252.4,836.28,211077.072
"101",2022-01-11 11:50:00,"Jan","2022","EZ6","EMP","Entrapment Zone",139.38,"Diatoms","Nitzschia spp.","Nitzschia","spp.",2,2,55.39,278.76,15440.5164
"102",2022-01-11 11:50:00,"Jan","2022","EZ6","EMP","Entrapment Zone",139.38,"Diatoms","Planothidium sp.","Planothidium","sp.",1,1,75.4,139.38,10509.252
"103",2022-01-11 11:50:00,"Jan","2022","EZ6","EMP","Entrapment Zone",139.38,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",1,1,16.81,139.38,2342.9778
"104",2022-01-11 11:50:00,"Jan","2022","EZ6","EMP","Entrapment Zone",139.38,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",437,874,0.18,60909.06,21927.2616
"105",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",1,1,192.42,41.07,7902.6894
"106",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Diatoms","Navicula sp.","Navicula","sp.",1,1,340.71,41.07,13992.9597
"107",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Diatoms","Staurosira cf. venter","Staurosira","venter",1,1,37.7,41.07,1548.339
"108",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Other","Chrysochromulina sp.","Chrysochromulina","sp.",1,1,23.73,41.07,974.5911
"109",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Golden Algae","cf. Ochromonas sp.","Ochromonas","sp.",2,2,91.95,82.14,7552.773
"110",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",4,4,648.19,164.28,106484.6532
"111",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Cryptophytes","Plagioselmis prolonga","Plagioselmis","prolonga",3,3,76.35,123.21,9407.0835
"112",2022-01-13 09:10:00,"Jan","2022","D41A","EMP","San Pablo Bay",41.07,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",398,796,0.18,16345.86,5884.5096
"113",2022-01-12 09:45:00,"Jan","2022","D7","EMP","Grizzly and Suisun Bay",191.65,"Diatoms","Cyclotella sp.","Cyclotella","sp.",1,1,251.33,191.65,48167.3945
"114",2022-01-12 09:45:00,"Jan","2022","D7","EMP","Grizzly and Suisun Bay",191.65,"Cryptophytes","Plagioselmis cf. prolonga","Plagioselmis","prolonga",2,2,76.35,383.3,29264.955
"115",2022-01-12 09:45:00,"Jan","2022","D7","EMP","Grizzly and Suisun Bay",191.65,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",410,820,0.18,78576.5,28287.54
"116",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Diatoms","Achnanthidium sp.","Achnanthidium","sp.",3,3,57.97,131.43,7618.9971
"117",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Diatoms","Aulacoseira sp.","Aulacoseira","sp.",2,2,1113.92,87.62,97601.6704
"118",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Diatoms","Cocconeis placentula","Cocconeis","placentula",1,1,611.72,43.81,26799.4532
"119",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",3,3,312.47,131.43,41067.9321
"120",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Diatoms","Melosira sp.","Melosira","sp.",1,1,4146.01,43.81,181636.6981
"121",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Diatoms","Nitzschia sp.","Nitzschia","sp.",7,7,108.95,306.67,33411.6965
"122",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Cryptophytes","Cryptomonas cf. curvata","Cryptomonas","curvata",1,1,1005.35,43.81,44044.3835
"123",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",2,2,179.66,87.62,15741.8092
"124",2022-01-10 11:15:00,"Jan","2022","D22","EMP","Confluence",43.81,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",392,784,0.18,17173.52,6182.4672
"125",2022-01-13 11:35:00,"Jan","2022","NZ325","EMP","San Pablo Bay",95.83,"Diatoms","Cyclotella sp.","Cyclotella","sp.",2,2,159.04,191.66,30481.6064
"126",2022-01-13 11:35:00,"Jan","2022","NZ325","EMP","San Pablo Bay",95.83,"Diatoms","Encyonema sp.","Encyonema","sp.",1,1,186.51,95.83,17873.2533
"127",2022-01-13 11:35:00,"Jan","2022","NZ325","EMP","San Pablo Bay",95.83,"Green Algae","cf. Crucigenia sp.","Crucigenia","sp.",1,1,86.49,95.83,8288.3367
"128",2022-01-13 11:35:00,"Jan","2022","NZ325","EMP","San Pablo Bay",95.83,"Cryptophytes","Plagioselmis cf. prolonga","Plagioselmis","prolonga",2,2,52.36,191.66,10035.3176
"129",2022-01-13 11:35:00,"Jan","2022","NZ325","EMP","San Pablo Bay",95.83,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",401,802,0.18,38427.83,13834.0188
"130",2022-01-13 12:13:00,"Jan","2022","NZ004","EMP","San Pablo Bay",54.11,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",8,8,441.73,432.88,191216.0824
"131",2022-01-13 12:13:00,"Jan","2022","NZ004","EMP","San Pablo Bay",54.11,"Diatoms","Thalassiosira sp.","Thalassiosira","sp.",2,2,1062.23,108.22,114954.5306
"132",2022-01-13 12:13:00,"Jan","2022","NZ004","EMP","San Pablo Bay",54.11,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",1,1,530.44,54.11,28702.1084
"133",2022-01-13 12:13:00,"Jan","2022","NZ004","EMP","San Pablo Bay",54.11,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",6,6,180.64,324.66,58646.5824
"134",2022-01-13 12:13:00,"Jan","2022","NZ004","EMP","San Pablo Bay",54.11,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",385,770,0.18,20832.35,7499.646
"135",2022-01-13 11:55:00,"Jan","2022","NZ002","EMP","San Pablo Bay",88.46,"Diatoms","Cyclotella sp.","Cyclotella","sp.",2,2,201.06,176.92,35571.5352
"136",2022-01-13 11:55:00,"Jan","2022","NZ002","EMP","San Pablo Bay",88.46,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",6,6,874.07,530.76,463921.3932
"137",2022-01-13 11:55:00,"Jan","2022","NZ002","EMP","San Pablo Bay",88.46,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",397,794,0.18,35118.62,12642.7032
"138",2022-01-13 15:45:00,"Jan","2022","D41","EMP","San Pablo Bay",60.52,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",6,6,159.13,363.12,57783.2856
"139",2022-01-13 15:45:00,"Jan","2022","D41","EMP","San Pablo Bay",60.52,"Cryptophytes","Cryptomonas sp.","Cryptomonas","sp.",3,3,424.35,181.56,77044.986
"140",2022-01-13 15:45:00,"Jan","2022","D41","EMP","San Pablo Bay",60.52,"Cryptophytes","Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",1,1,294.36,60.52,17814.6672
"141",2022-01-13 15:45:00,"Jan","2022","D41","EMP","San Pablo Bay",60.52,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",392,784,0.18,23723.84,8540.5824
"142",2022-01-12 12:00:00,"Jan","2022","NZ032","EMP","Grizzly and Suisun Bay",229.98,"Diatoms","Cyclotella sp.","Cyclotella","sp.",1,1,153.94,229.98,35403.1212
"143",2022-01-12 12:00:00,"Jan","2022","NZ032","EMP","Grizzly and Suisun Bay",229.98,"Diatoms","Entomoneis paludosa","Entomoneis","paludosa",1,1,1883.07,229.98,433068.4386
"144",2022-01-12 12:00:00,"Jan","2022","NZ032","EMP","Grizzly and Suisun Bay",229.98,"Cyanobacteria","Eucapsis microscopica","Eucapsis","microscopica",423,846,0.18,97281.54,35021.3544
"145",2022-02-10 13:50:00,"Feb","2022","D22","EMP","Confluence",32.85,"Diatoms","Cocconeis placentula","Cocconeis","placentula",2,2,278.37,65.7,18288.909
"146",2022-02-10 13:50:00,"Feb","2022","D22","EMP","Confluence",32.85,"Diatoms","cf. Cyclotella sp.","Cyclotella","sp.",2,2,98.52,65.7,6472.764
"147",2022-02-10 13:50:00,"Feb","2022","D22","EMP","Confluence",32.85,"Diatoms","Cyclotella sp.","Cyclotella","sp.",2,2,338.85,65.7,22262.445
"148",2022-02-10 13:50:00,"Feb","2022","D22","EMP","Confluence",32.85,"Diatoms","Fragilaria sp.","Fragilaria","sp.",1,1,338.11,32.85,11106.9135
"149",2022-02-10 13:50:00,"Feb","2022","D22","EMP","Confluence",32.85,"Diatoms","Nitzschia sp.","Nitzschia","sp.",3,3,132.82,98.55,13089.411
