"","DateTime","Month","Year","StationCode","Region","Study","Factor","Taxon","Genus","Species","UnitAbundance","TotalCells","GALD","BV.Avg","Units.per.mL","BV.um3.per.mL","Group"
"20",2014-04-08 12:30:00,"Apr","2014","P8","Southern Interior Delta","EMP",50.05,"Sellaphora pupula","Sellaphora","pupula",1,1,16.8,404.04,50.05,20222.202,"Diatoms"
"21",2014-04-08 12:30:00,"Apr","2014","P8","Southern Interior Delta","EMP",50.05,"cf. Hemiselmis sp.","Hemiselmis","sp.",6,6,7.5,53.76,300.3,16144.128,"Cryptophytes"
"22",2014-04-08 12:30:00,"Apr","2014","P8","Southern Interior Delta","EMP",50.05,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",5,5,9.3,317,250.25,79329.25,"Cryptophytes"
"23",2014-04-08 12:30:00,"Apr","2014","P8","Southern Interior Delta","EMP",50.05,"Rhodomonas lacustris","Rhodomonas","lacustris",12,12,13.1,925.5,600.6,555855.3,"Cryptophytes"
"24",2014-04-08 12:30:00,"Apr","2014","P8","Southern Interior Delta","EMP",50.05,"Eucapsis microscopica","Eucapsis","microscopicus",374,899,0.85,0.325,18718.7,14623.35875,"Cyanobacteria"
"25",2014-04-08 12:30:00,"Apr","2014","P8","Southern Interior Delta","EMP",50.05,"Chroococcus minimus","Chroococcus","minimus",2,9,1.9,3.59,100.1,1617.1155,"Cyanobacteria"
"26",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Aulacoseira sp.","Aulacoseira","sp.",4,4,18.7,460.58,1000.96,461022.1568,"Diatoms"
"27",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Bacillaria paxillifer","Bacillaria","paxillifer",1,1,95.3,2988.61,250.24,747869.7664,"Diatoms"
"28",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Ceratoneis closterium","Ceratoneis","closterium",2,2,84.1,223.71,500.48,111962.3808,"Diatoms"
"29",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Cyclotella spp.","Cyclotella","spp.",42,42,9.3,509.47,10510.08,5354570.4576,"Diatoms"
"30",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Gomphonema sp.","Gomphonema","sp.",1,1,13.1,282.93,250.24,70800.4032,"Diatoms"
"31",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Melosira varians","Melosira","varians",1,1,15,2021.73,250.24,505917.7152,"Diatoms"
"32",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Navicula gregaria","Navicula","gregaria",8,8,28,528.89,2001.92,1058795.4688,"Diatoms"
"33",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Navicula spp.","Navicula","spp.",7,7,26.2,426.36,1751.68,746846.2848,"Diatoms"
"34",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Nitzschia palea","Nitzschia","palea",1,1,31.8,276.5,250.24,69191.36,"Diatoms"
"35",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Nitzschia spp.","Nitzschia","spp.",3,3,22.4,153.33,750.72,115107.8976,"Diatoms"
"36",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Planothidium dubium","Planothidium","dubium",1,1,11.2,182.26,250.24,45608.7424,"Diatoms"
"37",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Planothidium sp.","Planothidium","sp.",1,1,13.1,37.14,250.24,9293.9136,"Diatoms"
"38",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Sellaphora pupula","Sellaphora","pupula",1,1,20.6,865.2,250.24,216507.648,"Diatoms"
"39",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Stephanocyclus meneghiniana","Stephanocyclus","meneghiniana",1,1,13.1,754.78,250.24,188876.1472,"Diatoms"
"40",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Synedra ulna","Synedra","ulna",3,3,76.6,3133.21,750.72,2352163.4112,"Diatoms"
"41",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Chlamydomonas sp.","Chlamydomonas","sp.",3,3,7.5,220.89,750.72,165826.5408,"Green Algae"
"42",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Chlorella vulgaris","Chlorella","vulgaris",4,4,5.6,91.95,1000.96,92038.272,"Green Algae"
"43",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Chlorolobion braunii","Chlorolobion","braunii",5,5,8.4,25.23,1251.2,31567.776,"Green Algae"
"44",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Coelastrum microporum","Coelastrum","microporum",1,8,5.6,91.95,250.24,184076.544,"Green Algae"
"45",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Monoraphidium arcuatum","Monoraphidium","arcuatum",8,8,18.7,35.35,2001.92,70767.872,"Green Algae"
"46",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Monoraphidium convolutum","Monoraphidium","convolutum",34,34,9.3,17.58,8508.16,149573.4528,"Green Algae"
"47",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Monoraphidium griffithii","Monoraphidium","griffithii",1,1,48.6,199.5,250.24,49922.88,"Green Algae"
"48",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Scenedesmus abundans","Scenedesmus","abundans",1,4,7.5,14.18,250.24,14193.6128,"Green Algae"
"49",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Chrysococcus sp.","Chrysococcus","sp.",2,2,5.6,91.95,500.48,46019.136,"Golden Algae"
"50",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Eucapsis microscopica","Eucapsis","microscopicus",290,637,0.85,0.325,72569.6,51805.936,"Cyanobacteria"
"51",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Chroococcus minimus","Chroococcus","minimus",4,14,1.9,3.59,1000.96,12577.0624,"Cyanobacteria"
"52",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Pseudanabaena limnetica","Pseudanabaena","limnetica",1,22,4.7,13.33,250.24,73385.3824,"Cyanobacteria"
"53",2014-04-04 12:08:00,"Apr","2014","C10A","Southern Interior Delta","EMP",250.24,"Strombomonas acuminatus","Strombomonas","acuminatus",1,1,35.5,7786.03,250.24,1948376.1472,"Other"
"54",2014-04-08 10:05:00,"Apr","2014","D26","Central Delta","EMP",50.05,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",1,1,11.2,551.71,50.05,27613.0855,"Cryptophytes"
"55",2014-04-08 10:05:00,"Apr","2014","D26","Central Delta","EMP",50.05,"Eucapsis microscopica","Eucapsis","microscopicus",400,1027,0.85,0.325,20020,16705.43875,"Cyanobacteria"
"56",2014-04-10 09:10:00,"Apr","2014","D7","Grizzly and Suisun Bay","EMP",40.58,"Aulacoseira sp.","Aulacoseira","sp.",1,1,7.5,80.64,40.58,3272.3712,"Diatoms"
"57",2014-04-10 09:10:00,"Apr","2014","D7","Grizzly and Suisun Bay","EMP",40.58,"cf. Thalassiosira sp.","Thalassiosira","sp.",1,1,9.3,251.34,40.58,10199.3772,"Diatoms"
"58",2014-04-10 09:10:00,"Apr","2014","D7","Grizzly and Suisun Bay","EMP",40.58,"Pseudokephyrion sp.","Pseudokephyrion","sp.",1,1,5.6,15.6,40.58,633.048,"Golden Algae"
"59",2014-04-10 09:10:00,"Apr","2014","D7","Grizzly and Suisun Bay","EMP",40.58,"Eucapsis microscopica","Eucapsis","microscopicus",399,1066,0.85,0.325,16191.42,14058.941,"Cyanobacteria"
"60",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Ceratoneis closterium","Ceratoneis","closterium",1,1,110.5,1005.55,34.65,34842.3075,"Diatoms"
"61",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Cyclotella sp.","Cyclotella","sp.",1,1,11.2,551.71,34.65,19116.7515,"Diatoms"
"62",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Nitzschia acicularis","Nitzschia","acicularis",1,1,78.5,141.69,34.65,4909.5585,"Diatoms"
"63",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Synedra ulna","Synedra","ulna",1,1,5.6,30.92,34.65,1071.378,"Diatoms"
"64",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"cf. Thalassiosira sp.","Thalassiosira","sp.",5,5,5.6,91.13,173.25,15788.2725,"Diatoms"
"65",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Pseudokephyrion sp.","Pseudokephyrion","sp.",4,4,5.6,22.99,138.6,3186.414,"Golden Algae"
"66",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",7,7,11,525.85,242.55,127544.9175,"Cryptophytes"
"67",2014-04-11 09:30:00,"Apr","2014","D41","San Pablo Bay","EMP",34.65,"Eucapsis microscopica","Eucapsis","microscopicus",437,1078,0.9,0.325,15142.05,12139.6275,"Cyanobacteria"
"68",2014-04-11 11:30:00,"Apr","2014","D6","San Pablo Bay","EMP",30.03,"Nitzschia cf. dissipata","Nitzschia","dissipata",1,1,18.7,128,30.03,3843.84,"Diatoms"
"69",2014-04-11 11:30:00,"Apr","2014","D6","San Pablo Bay","EMP",30.03,"Nitzschia fonticola","Nitzschia","fonticola",1,1,11.2,97.38,30.03,2924.3214,"Diatoms"
"70",2014-04-11 11:30:00,"Apr","2014","D6","San Pablo Bay","EMP",30.03,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",1,1,11.2,551.71,30.03,16567.8513,"Cryptophytes"
"71",2014-04-11 11:30:00,"Apr","2014","D6","San Pablo Bay","EMP",30.03,"Eucapsis microscopica","Eucapsis","microscopicus",318,781,0.85,0.325,9549.54,7622.36475,"Cyanobacteria"
"72",2014-04-07 12:05:00,"Apr","2014","D28A","Central Delta","EMP",50.05,"Cocconeis placentula","Cocconeis","placentula",2,2,16.8,546.79,100.1,54733.679,"Diatoms"
"73",2014-04-07 12:05:00,"Apr","2014","D28A","Central Delta","EMP",50.05,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",2,2,9.3,337.38,100.1,33771.738,"Cryptophytes"
"74",2014-04-07 12:05:00,"Apr","2014","D28A","Central Delta","EMP",50.05,"Eucapsis microscopica","Eucapsis","microscopicus",419,1036,0.9,0.325,20970.95,16851.835,"Cyanobacteria"
"75",2014-04-09 08:45:00,"Apr","2014","D8","Grizzly and Suisun Bay","EMP",112.61,"Cyclotella sp.","Cyclotella","sp.",4,4,6.5,122.78,450.44,55305.0232,"Diatoms"
"76",2014-04-09 08:45:00,"Apr","2014","D8","Grizzly and Suisun Bay","EMP",112.61,"cf. Thalassiosira sp.","Thalassiosira","sp.",1,1,4.7,48.58,112.61,5470.5938,"Diatoms"
"77",2014-04-09 08:45:00,"Apr","2014","D8","Grizzly and Suisun Bay","EMP",112.61,"Chlamydomonas gloeopara","Chlamydomonas","gloeopara",1,1,6.5,70.52,112.61,7941.2572,"Green Algae"
"78",2014-04-09 08:45:00,"Apr","2014","D8","Grizzly and Suisun Bay","EMP",112.61,"Cryptomonas erosa","Cryptomonas","erosa",2,2,13.1,593.25,225.22,133611.765,"Cryptophytes"
"79",2014-04-09 08:45:00,"Apr","2014","D8","Grizzly and Suisun Bay","EMP",112.61,"Eucapsis microscopica","Eucapsis","microscopicus",426,963,0.9,0.325,47971.86,35244.11475,"Cyanobacteria"
"80",2014-04-09 10:55:00,"Apr","2014","EZ2","Entrapment Zone","EMP",64.35,"Cocconeis placentula","Cocconeis","placentula",1,1,20.6,670.47,64.35,43144.7445,"Diatoms"
"81",2014-04-09 10:55:00,"Apr","2014","EZ2","Entrapment Zone","EMP",64.35,"Eucapsis microscopica","Eucapsis","microscopicus",422,883,0.9,0.325,27155.7,18466.84125,"Cyanobacteria"
"82",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Achnanthidium minutissimum","Achnanthidium","minutissimum",2,2,11.2,46.8,69.3,3243.24,"Diatoms"
"83",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Cocconeis placentula","Cocconeis","placentula",1,1,11.2,244.1,34.65,8458.065,"Diatoms"
"84",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Gyrosigma cf. macrum","Gyrosigma","macrum",1,1,132.7,1374.77,34.65,47635.7805,"Diatoms"
"85",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Navicula sp.","Navicula","sp.",1,1,39.2,535.4,34.65,18551.61,"Diatoms"
"86",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Nitzschia incerta","Nitzschia","incerta",1,1,72.9,633.87,34.65,21963.5955,"Diatoms"
"87",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Nitzschia sp.","Nitzschia","sp.",1,1,18.7,65.73,34.65,2277.5445,"Diatoms"
"88",2014-04-11 07:55:00,"Apr","2014","D41A","San Pablo Bay","EMP",34.65,"Eucapsis microscopica","Eucapsis","microscopicus",406,924,0.85,0.325,14067.9,10405.395,"Cyanobacteria"
"89",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Achnanthidium minutissimum","Achnanthidium","minutissimum",1,1,11.2,61.84,9.01,557.1784,"Diatoms"
"90",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Aulacoseira sp.","Aulacoseira","sp.",2,2,13.1,578.74,18.02,10428.8948,"Diatoms"
"91",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Cocconeis placentula","Cocconeis","placentula",2,2,15,405.38,18.02,7304.9476,"Diatoms"
"92",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"cf. Chlamydomonas sp.","Chlamydomonas","sp.",2,2,5.6,91.95,18.02,1656.939,"Green Algae"
"93",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Monoraphidium contortum","Monoraphidium","contortum",1,1,15,28.35,9.01,255.4335,"Green Algae"
"94",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"cf. Hemiselmis sp.","Hemiselmis","sp.",10,10,7.5,53.76,90.1,4843.776,"Cryptophytes"
"95",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",11,11,9.3,357.76,99.11,35457.5936,"Cryptophytes"
"96",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Rhodomonas lacustris","Rhodomonas","lacustris",1,1,13.1,925.5,9.01,8338.755,"Cryptophytes"
"97",2014-04-08 11:05:00,"Apr","2014","MD10A","Southern Interior Delta","EMP",9.01,"Eucapsis microscopica","Eucapsis","microscopicus",335,1068,0.9,0.325,3018.35,3127.371,"Cyanobacteria"
"98",2014-04-04 08:10:00,"Apr","2014","C3A","Northern Interior Delta","EMP",93.84,"Nitzschia dissipata","Nitzschia","dissipata",2,2,28,191.66,187.68,35970.7488,"Diatoms"
"99",2014-04-04 08:10:00,"Apr","2014","C3A","Northern Interior Delta","EMP",93.84,"Synedra ulna","Synedra","ulna",1,1,7.5,122.05,93.84,11453.172,"Diatoms"
"100",2014-04-04 08:10:00,"Apr","2014","C3A","Northern Interior Delta","EMP",93.84,"Eucapsis microscopica","Eucapsis","microscopicus",404,995,0.9,0.325,37911.36,30345.51,"Cyanobacteria"
"101",2014-04-07 11:00:00,"Apr","2014","D19","Central Delta","EMP",150.14,"Adlafia sp.","Adlafia","sp.",1,1,9.3,51.35,150.14,7709.689,"Diatoms"
"102",2014-04-07 11:00:00,"Apr","2014","D19","Central Delta","EMP",150.14,"Bacillaria paxillifer","Bacillaria","paxillifer",1,1,26.2,358.68,150.14,53852.2152,"Diatoms"
"103",2014-04-07 11:00:00,"Apr","2014","D19","Central Delta","EMP",150.14,"Cocconeis placentula","Cocconeis","placentula",1,1,22.4,852.73,150.14,128028.8822,"Diatoms"
"104",2014-04-07 11:00:00,"Apr","2014","D19","Central Delta","EMP",150.14,"Synedra ulna","Synedra","ulna",1,1,7.5,163.46,150.14,24541.8844,"Diatoms"
"105",2014-04-07 11:00:00,"Apr","2014","D19","Central Delta","EMP",150.14,"Plagioselmis nannoplanctica","Plagioselmis","nannoplanctica",3,3,11.2,551.71,450.42,248501.2182,"Cryptophytes"
"106",2014-04-07 11:00:00,"Apr","2014","D19","Central Delta","EMP",150.14,"Eucapsis microscopica","Eucapsis","microscopicus",423,924,0.85,0.325,63509.22,45087.042,"Cyanobacteria"
"107",2014-04-09 10:35:00,"Apr","2014","D4","Confluence","EMP",150.14,"Aulacoseira sp.","Aulacoseira","sp.",1,1,9.3,229.06,150.14,34391.0684,"Diatoms"
"108",2014-04-09 10:35:00,"Apr","2014","D4","Confluence","EMP",150.14,"Cocconeis placentula","Cocconeis","placentula",1,1,20.6,448.97,150.14,67408.3558,"Diatoms"
"109",2014-04-09 10:35:00,"Apr","2014","D4","Confluence","EMP",150.14,"Navicula sp.","Navicula","sp.",1,1,20.6,281.36,150.14,42243.3904,"Diatoms"
"110",2014-04-09 10:35:00,"Apr","2014","D4","Confluence","EMP",150.14,"cf. Thalassiosira sp.","Thalassiosira","sp.",1,1,5.6,91.13,150.14,13682.2582,"Diatoms"
"111",2014-04-09 10:35:00,"Apr","2014","D4","Confluence","EMP",150.14,"Eucapsis microscopica","Eucapsis","microscopicus",418,888,0.85,0.325,62758.52,43330.404,"Cyanobacteria"
"112",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"Bacillaria paxillifera","Bacillaria","paxillifera",1,1,99,1663.2,250.24,416199.168,"Diatoms"
"113",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"Cyclotella meneghiniana","Cyclotella","meneghiniana",1,1,22,2280.79,250.24,570744.8896,"Diatoms"
"114",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"Encyonopsis microcephala","Encyonopsis","microcephala",1,1,13,32.07,250.24,8025.1968,"Diatoms"
"115",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"Navicula sp.","Navicula","sp.",1,1,17,149.54,250.24,37420.8896,"Diatoms"
"116",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"cf. Thalassiosira sp.","Thalassiosira","sp.",3,3,5.6,73.89,750.72,55470.7008,"Diatoms"
"117",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"cf. Hillea fusiformis","Hillea","fusiformis",1,1,5.6,26.39,250.24,6603.8336,"Cryptophytes"
"118",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"Eucapsis microscopica","Eucapsis","microscopicus",437,857,0.65,0.17,109354.88,36457.4656,"Cyanobacteria"
"119",2015-04-13 10:05:00,"Apr","2015","D4","Confluence","EMP",250.24,"cf. Synechococcus salinarum","Synechococcus","salinarum",21,24,5.6,91.95,5255.04,552229.632,"Cyanobacteria"
"120",2015-04-10 07:15:00,"Apr","2015","D26","Central Delta","EMP",90.09,"Aulacoseira granulata","Aulacoseira","granulata",30,30,37,3645.25,2702.7,9852017.175,"Diatoms"
"121",2015-04-10 07:15:00,"Apr","2015","D26","Central Delta","EMP",90.09,"Cocconeis placentula","Cocconeis","placentula",1,1,20.6,362.41,90.09,32649.5169,"Diatoms"
"122",2015-04-10 07:15:00,"Apr","2015","D26","Central Delta","EMP",90.09,"Cyclotella sp.","Cyclotella","sp.",1,1,11,475.17,90.09,42808.0653,"Diatoms"
"123",2015-04-10 07:15:00,"Apr","2015","D26","Central Delta","EMP",90.09,"Rhodomonas lacustris","Rhodomonas","lacustris",2,2,9,349.89,180.18,63043.1802,"Cryptophytes"
"124",2015-04-10 07:15:00,"Apr","2015","D26","Central Delta","EMP",90.09,"Eucapsis microscopica","Eucapsis","microscopicus",417,780,0.65,0.17,37567.53,11945.934,"Cyanobacteria"
"125",2015-04-10 07:15:00,"Apr","2015","D26","Central Delta","EMP",90.09,"cf. Synechococcus salinarum","Synechococcus","salinarum",6,8,5.6,91.95,540.54,66270.204,"Cyanobacteria"
"126",2015-04-14 10:15:00,"Apr","2015","D7","Grizzly and Suisun Bay","EMP",173.24,"Cyclotella cf. striata","Cyclotella","striata",1,1,31.8,11913.38,173.24,2063873.9512,"Diatoms"
"127",2015-04-14 10:15:00,"Apr","2015","D7","Grizzly and Suisun Bay","EMP",173.24,"Synedra ulna","Synedra","ulna",1,1,46.7,825.26,173.24,142968.0424,"Diatoms"
"128",2015-04-14 10:15:00,"Apr","2015","D7","Grizzly and Suisun Bay","EMP",173.24,"Thalassiosira sp.","Thalassiosira","sp.",1,1,9.3,271.72,173.24,47072.7728,"Diatoms"
"129",2015-04-14 10:15:00,"Apr","2015","D7","Grizzly and Suisun Bay","EMP",173.24,"Tryblionella levidensis","Tryblionella","levidensis",1,1,26.2,460.93,173.24,79851.5132,"Diatoms"
"130",2015-04-14 10:15:00,"Apr","2015","D7","Grizzly and Suisun Bay","EMP",173.24,"Mallomonas sp.","Mallomonas","sp.",1,1,13,588.72,173.24,101989.8528,"Other"
"131",2015-04-14 10:15:00,"Apr","2015","D7","Grizzly and Suisun Bay","EMP",173.24,"Eucapsis microscopica","Eucapsis","microscopicus",402,723,0.65,0.17,69642.48,21292.9284,"Cyanobacteria"
"132",2015-04-13 08:45:00,"Apr","2015","D8","Grizzly and Suisun Bay","EMP",204.74,"Hippodonta cf. capitata","Hippodonta","capitata",1,1,28,1231.5,204.74,252137.31,"Diatoms"
"133",2015-04-13 08:45:00,"Apr","2015","D8","Grizzly and Suisun Bay","EMP",204.74,"Navicula sp.","Navicula","sp.",1,1,35.5,836.45,204.74,171254.773,"Diatoms"
"134",2015-04-13 08:45:00,"Apr","2015","D8","Grizzly and Suisun Bay","EMP",204.74,"Synedra ulna","Synedra","ulna",1,1,50.5,1487.35,204.74,304520.039,"Diatoms"
"135",2015-04-13 08:45:00,"Apr","2015","D8","Grizzly and Suisun Bay","EMP",204.74,"Thalassiosira sp.","Thalassiosira","sp.",1,1,11.2,394.08,204.74,80683.9392,"Diatoms"
"136",2015-04-13 08:45:00,"Apr","2015","D8","Grizzly and Suisun Bay","EMP",204.74,"Eucapsis microscopica","Eucapsis","microscopicus",404,708,0.65,0.17,82714.96,24642.5064,"Cyanobacteria"
"137",2015-04-13 08:45:00,"Apr","2015","D8","Grizzly and Suisun Bay","EMP",204.74,"cf. Synechococcus salinarum","Synechococcus","salinarum",9,9,5.6,91.95,1842.66,169432.587,"Cyanobacteria"
"138",2015-04-09 08:40:00,"Apr","2015","D19","Central Delta","EMP",107.25,"Aulacoseira granulata","Aulacoseira","granulata",10,10,63,8362.13,1072.5,8968384.425,"Diatoms"
"139",2015-04-09 08:40:00,"Apr","2015","D19","Central Delta","EMP",107.25,"cf. Cyclotella sp.","Cyclotella","sp.",2,2,10,314.16,214.5,67387.32,"Diatoms"
