SampleID,Group,BV.um3.per.L,,Year,Month,DateTime,Region,StationCode
EMP.EZ6.2013.11.12,Dinoflagellates,24763340.9,,2013,Nov,11/12/2013 13:45,Entrapment Zone,EZ6
EMP.EZ2.2013.11.12,Cyanobacteria,20811280.75,,2013,Nov,11/12/2013 14:30,Entrapment Zone,EZ2
EMP.EZ2.2013.11.12,Diatoms,201045717.7,,2013,Nov,11/12/2013 14:30,Entrapment Zone,EZ2
EMP.D7.2013.11.13,Cryptophytes,18166189.3,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D7.2013.11.13,Cyanobacteria,21616406.5,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D7.2013.11.13,Diatoms,211612570.9,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D7.2013.11.13,Green Algae,6902686.5,,2013,Nov,11/13/2013 11:15,Grizzly and Suisun Bay,D7
EMP.D41A.2013.11.14,Cyanobacteria,15606360,,2013,Nov,11/14/2013 9:45,San Pablo Bay,D41A
EMP.D41A.2013.11.14,Diatoms,195528211,,2013,Nov,11/14/2013 9:45,San Pablo Bay,D41A
EMP.D41.2013.11.14,Cryptophytes,4290561.6,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Cyanobacteria,6268639.48,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Diatoms,37724743.9,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Golden Algae,545092.9,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D41.2013.11.14,Green Algae,1467174.8,,2013,Nov,11/14/2013 10:55,San Pablo Bay,D41
EMP.D6.2013.11.14,Cryptophytes,108266110.8,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Cyanobacteria,11236660.5,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Diatoms,43776144.8,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Dinoflagellates,79564903.8,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.D6.2013.11.14,Golden Algae,3013711.2,,2013,Nov,11/14/2013 13:00,San Pablo Bay,D6
EMP.C3A.2014.01.07,Cyanobacteria,141378237,,2014,Jan,1/7/2014 10:30,Northern Interior Delta,C3A
EMP.C3A.2014.01.07,Diatoms,2633923492,,2014,Jan,1/7/2014 10:30,Northern Interior Delta,C3A
EMP.C3A.2014.01.07,Green Algae,2781078.3,,2014,Jan,1/7/2014 10:30,Northern Interior Delta,C3A
EMP.C10A.2014.01.07,Cryptophytes,100122360.4,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Cyanobacteria,64645629.66,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Diatoms,3892461326,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Golden Algae,4035763.2,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.C10A.2014.01.07,Green Algae,30106823.5,,2014,Jan,1/7/2014 13:15,Southern Interior Delta,C10A
EMP.D19.2014.01.08,Cyanobacteria,15452461.92,,2014,Jan,1/8/2014 11:23,Central Delta,D19
EMP.D19.2014.01.08,Diatoms,594141688.8,,2014,Jan,1/8/2014 11:23,Central Delta,D19
EMP.D19.2014.01.08,Golden Algae,2981808.2,,2014,Jan,1/8/2014 11:23,Central Delta,D19
EMP.D28A.2014.01.08,Cryptophytes,397584294.4,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D28A.2014.01.08,Cyanobacteria,10963862,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D28A.2014.01.08,Diatoms,373001012,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D28A.2014.01.08,Green Algae,49744428,,2014,Jan,1/8/2014 12:24,Central Delta,D28A
EMP.D26.2014.01.09,Cryptophytes,254481727.5,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.D26.2014.01.09,Cyanobacteria,16456804.65,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.D26.2014.01.09,Diatoms,1096710615,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.D26.2014.01.09,Golden Algae,4837833,,2014,Jan,1/9/2014 10:15,Central Delta,D26
EMP.MD10A.2014.01.09,Cryptophytes,557167495.5,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.MD10A.2014.01.09,Cyanobacteria,8789215.05,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.MD10A.2014.01.09,Diatoms,158920492.5,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.MD10A.2014.01.09,Golden Algae,12839557.5,,2014,Jan,1/9/2014 11:15,Southern Interior Delta,MD10A
EMP.P8.2014.01.09,Ciliates,152976108,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Cryptophytes,472131349.6,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Cyanobacteria,11092811.52,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Diatoms,209834153.6,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.P8.2014.01.09,Golden Algae,10612324.8,,2014,Jan,1/9/2014 13:00,Southern Interior Delta,P8
EMP.D8.2014.01.10,Cyanobacteria,17595606.6,,2014,Jan,1/10/2014 9:38,Grizzly and Suisun Bay,D8
EMP.D8.2014.01.10,Diatoms,483707367,,2014,Jan,1/10/2014 9:38,Grizzly and Suisun Bay,D8
EMP.D8.2014.01.10,Golden Algae,35441406,,2014,Jan,1/10/2014 9:38,Grizzly and Suisun Bay,D8
EMP.D4.2014.01.10,Cryptophytes,120990870,,2014,Jan,1/10/2014 11:00,Confluence,D4
EMP.D4.2014.01.10,Cyanobacteria,17358412.5,,2014,Jan,1/10/2014 11:00,Confluence,D4
EMP.D4.2014.01.10,Diatoms,305094289.5,,2014,Jan,1/10/2014 11:00,Confluence,D4
EMP.EZ6.2014.01.10,Cyanobacteria,22828625.82,,2014,Jan,1/10/2014 11:45,Entrapment Zone,EZ6
EMP.EZ6.2014.01.10,Diatoms,2189834747,,2014,Jan,1/10/2014 11:45,Entrapment Zone,EZ6
EMP.EZ2.2014.01.10,Cyanobacteria,18622761.3,,2014,Jan,1/10/2014 12:58,Entrapment Zone,EZ2
EMP.EZ2.2014.01.10,Diatoms,627378394.5,,2014,Jan,1/10/2014 12:58,Entrapment Zone,EZ2
EMP.D7.2014.01.13,Cryptophytes,38215677.5,,2014,Jan,1/13/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.01.13,Cyanobacteria,13554140.6,,2014,Jan,1/13/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.01.13,Diatoms,6286258479,,2014,Jan,1/13/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D41A.2014.01.14,Cryptophytes,106507615.5,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Cyanobacteria,16793741.25,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Diatoms,635978128.5,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Golden Algae,4511578.5,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41A.2014.01.14,Other,11698830,,2014,Jan,1/14/2014 10:15,San Pablo Bay,D41A
EMP.D41.2014.01.14,Cyanobacteria,7158816,,2014,Jan,1/14/2014 11:15,San Pablo Bay,D41
EMP.D41.2014.01.14,Diatoms,3379121265,,2014,Jan,1/14/2014 11:15,San Pablo Bay,D41
EMP.D41.2014.01.14,Golden Algae,3191130,,2014,Jan,1/14/2014 11:15,San Pablo Bay,D41
EMP.D6.2014.01.14,Cryptophytes,117769151.5,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Cyanobacteria,11825563.75,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Diatoms,459181723,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Dinoflagellates,700512312.5,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.D6.2014.01.14,Golden Algae,4018014,,2014,Jan,1/14/2014 13:05,San Pablo Bay,D6
EMP.C3A.2014.02.05,Cryptophytes,65131209,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Cyanobacteria,19387046.25,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Diatoms,1657850981,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Golden Algae,50567517,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C3A.2014.02.05,Green Algae,76416912,,2014,Feb,2/5/2014 9:30,Northern Interior Delta,C3A
EMP.C10A.2014.02.05,Cryptophytes,31840380,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Cyanobacteria,16898310,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Diatoms,1264600409,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Dinoflagellates,93779829,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Golden Algae,29584912.5,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Green Algae,52598403,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.C10A.2014.02.05,Other,958575618,,2014,Feb,2/5/2014 12:00,Southern Interior Delta,C10A
EMP.D26.2014.02.06,Cryptophytes,71032968.5,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.D26.2014.02.06,Cyanobacteria,9514277.5,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.D26.2014.02.06,Diatoms,626577341.9,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.D26.2014.02.06,Golden Algae,2617672.9,,2014,Feb,2/6/2014 9:00,Central Delta,D26
EMP.MD10A.2014.02.06,Cryptophytes,93521736,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.MD10A.2014.02.06,Cyanobacteria,12805947,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.MD10A.2014.02.06,Diatoms,225791874,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.MD10A.2014.02.06,Golden Algae,4267147.5,,2014,Feb,2/6/2014 10:10,Southern Interior Delta,MD10A
EMP.P8.2014.02.06,Cryptophytes,65131209,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.P8.2014.02.06,Cyanobacteria,17739686.25,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.P8.2014.02.06,Diatoms,314627742,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.P8.2014.02.06,Golden Algae,11833965,,2014,Feb,2/6/2014 11:30,Southern Interior Delta,P8
EMP.D19.2014.02.07,Cryptophytes,82833739.4,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D19.2014.02.07,Cyanobacteria,20131897.25,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D19.2014.02.07,Diatoms,2177853518,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D19.2014.02.07,Other,27486880.5,,2014,Feb,2/7/2014 11:20,Central Delta,D19
EMP.D28A.2014.02.07,Cryptophytes,145603060,,2014,Feb,2/7/2014 12:40,Central Delta,D28A
EMP.D28A.2014.02.07,Cyanobacteria,7227512.5,,2014,Feb,2/7/2014 12:40,Central Delta,D28A
EMP.D28A.2014.02.07,Diatoms,94315730.5,,2014,Feb,2/7/2014 12:40,Central Delta,D28A
EMP.D8.2014.02.10,Cyanobacteria,13370857.5,,2014,Feb,2/10/2014 11:16,Grizzly and Suisun Bay,D8
EMP.D8.2014.02.10,Diatoms,150565915.5,,2014,Feb,2/10/2014 11:16,Grizzly and Suisun Bay,D8
EMP.D4.2014.02.10,Cryptophytes,25327116.6,,2014,Feb,2/10/2014 12:45,Confluence,D4
EMP.D4.2014.02.10,Cyanobacteria,21137309.76,,2014,Feb,2/10/2014 12:45,Confluence,D4
EMP.D4.2014.02.10,Diatoms,35599695.4,,2014,Feb,2/10/2014 12:45,Confluence,D4
EMP.EZ6.2014.02.10,Cyanobacteria,21104053.75,,2014,Feb,2/10/2014 13:30,Entrapment Zone,EZ6
EMP.EZ6.2014.02.10,Diatoms,431707301.1,,2014,Feb,2/10/2014 13:30,Entrapment Zone,EZ6
EMP.EZ2.2014.02.10,Cyanobacteria,22499379.84,,2014,Feb,2/10/2014 14:10,Entrapment Zone,EZ2
EMP.EZ2.2014.02.10,Diatoms,80842883,,2014,Feb,2/10/2014 14:10,Entrapment Zone,EZ2
EMP.D7.2014.02.11,Cyanobacteria,14390054.8,,2014,Feb,2/11/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.02.11,Diatoms,266983045,,2014,Feb,2/11/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D7.2014.02.11,Other,124246218,,2014,Feb,2/11/2014 11:35,Grizzly and Suisun Bay,D7
EMP.D41A.2014.02.12,Cyanobacteria,10553432.5,,2014,Feb,2/12/2014 9:40,San Pablo Bay,D41A
EMP.D41A.2014.02.12,Diatoms,753235219.8,,2014,Feb,2/12/2014 9:40,San Pablo Bay,D41A
EMP.D41A.2014.02.12,Golden Algae,1506855.6,,2014,Feb,2/12/2014 9:40,San Pablo Bay,D41A
EMP.D41.2014.02.12,Cryptophytes,169547450,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D41.2014.02.12,Cyanobacteria,7081132.5,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D41.2014.02.12,Diatoms,342776638.5,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D41.2014.02.12,Golden Algae,2660175,,2014,Feb,2/12/2014 10:45,San Pablo Bay,D41
EMP.D6.2014.02.12,Cryptophytes,103234011.9,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D6.2014.02.12,Cyanobacteria,20323325.75,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D6.2014.02.12,Diatoms,78147119.3,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D6.2014.02.12,Golden Algae,7655638.6,,2014,Feb,2/12/2014 12:40,San Pablo Bay,D6
EMP.D19.2014.03.06,Cyanobacteria,915693815.9,,2014,Mar,3/6/2014 8:55,Central Delta,D19
EMP.D19.2014.03.06,Diatoms,26927004.3,,2014,Mar,3/6/2014 8:55,Central Delta,D19
EMP.C3A.2014.03.06,Cyanobacteria,147757694.5,,2014,Mar,3/6/2014 9:23,Northern Interior Delta,C3A
EMP.C3A.2014.03.06,Diatoms,5662018999,,2014,Mar,3/6/2014 9:23,Northern Interior Delta,C3A
EMP.D28A.2014.03.06,Cryptophytes,30391190.4,,2014,Mar,3/6/2014 10:00,Central Delta,D28A
EMP.D28A.2014.03.06,Cyanobacteria,16687320,,2014,Mar,3/6/2014 10:00,Central Delta,D28A
EMP.C10A.2014.03.06,Cryptophytes,114284570.4,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Cyanobacteria,98253595.44,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Diatoms,3696274682,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Golden Algae,21410789.4,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Green Algae,73729656,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.C10A.2014.03.06,Other,25378353,,2014,Mar,3/6/2014 13:21,Southern Interior Delta,C10A
EMP.D26.2014.03.07,Cyanobacteria,33248215,,2014,Mar,3/7/2014 7:55,Central Delta,D26
